Date,2yr,5yr,10yr,20yr,In SNB 3dWindow,In SNB 5dWindow,In SNB 7dWindow,In Fed 3dWindow,In Fed 5dWindow,In Fed 7dWindow,10yr Change,SNB 10yr - 3dWindow Change,SNB 10yr - 5dWindow Change,SNB 10yr - 7dWindow Change,SNB 10yr - Outside 3dWindow Change,SNB 10yr - Outside 5dWindow Change,SNB 10yr - Outside 7dWindow Change,Fed 10yr - 3dWindow Change,Fed 10yr - 5dWindow Change,Fed 10yr - 7dWindow Change,Fed 10yr - Outside 3dWindow Change,Fed 10yr - Outside 5dWindow Change,Fed 10yr - Outside 7dWindow Change
2012-10-29,-0.077,0.009,0.57,0.986,False,False,False,False,False,False,-0.0030000000000000027,0.0,0.0,0.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,0.0,0.0,0.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027
2012-10-30,-0.081,0.019,0.578,0.991,False,False,False,False,False,False,0.008000000000000007,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.008000000000000007,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.008000000000000007
2012-10-31,-0.063,0.034,0.597,1.015,False,False,False,False,False,False,0.019000000000000017,0.0,0.0,0.0,0.019000000000000017,0.019000000000000017,0.019000000000000017,0.0,0.0,0.0,0.019000000000000017,0.019000000000000017,0.019000000000000017
2012-11-01,-0.074,0.019,0.57,0.981,False,False,False,False,False,False,-0.027000000000000024,0.0,0.0,0.0,-0.027000000000000024,-0.027000000000000024,-0.027000000000000024,0.0,0.0,0.0,-0.027000000000000024,-0.027000000000000024,-0.027000000000000024
2012-11-02,-0.07,0.007,0.564,0.993,False,False,False,False,False,False,-0.006000000000000005,0.0,0.0,0.0,-0.006000000000000005,-0.006000000000000005,-0.006000000000000005,0.0,0.0,0.0,-0.006000000000000005,-0.006000000000000005,-0.006000000000000005
2012-11-05,-0.037,0.001,0.559,0.982,False,False,False,False,False,False,-0.004999999999999893,0.0,0.0,0.0,-0.004999999999999893,-0.004999999999999893,-0.004999999999999893,0.0,0.0,0.0,-0.004999999999999893,-0.004999999999999893,-0.004999999999999893
2012-11-06,-0.098,0.0,0.567,0.98,False,False,False,False,False,False,0.007999999999999896,0.0,0.0,0.0,0.007999999999999896,0.007999999999999896,0.007999999999999896,0.0,0.0,0.0,0.007999999999999896,0.007999999999999896,0.007999999999999896
2012-11-07,-0.09,-0.001,0.564,0.991,False,False,False,False,False,False,-0.0030000000000000027,0.0,0.0,0.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,0.0,0.0,0.0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027
2012-11-08,-0.092,-0.006,0.539,0.962,False,False,False,False,False,False,-0.02499999999999991,0.0,0.0,0.0,-0.02499999999999991,-0.02499999999999991,-0.02499999999999991,0.0,0.0,0.0,-0.02499999999999991,-0.02499999999999991,-0.02499999999999991
2012-11-09,-0.097,-0.017,0.52,0.94,False,False,False,False,False,False,-0.019000000000000017,0.0,0.0,0.0,-0.019000000000000017,-0.019000000000000017,-0.019000000000000017,0.0,0.0,0.0,-0.019000000000000017,-0.019000000000000017,-0.019000000000000017
2012-11-12,-0.106,-0.032,0.52,0.934,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-13,-0.108,-0.034,0.506,0.934,False,False,False,False,False,False,-0.014000000000000012,0.0,0.0,0.0,-0.014000000000000012,-0.014000000000000012,-0.014000000000000012,0.0,0.0,0.0,-0.014000000000000012,-0.014000000000000012,-0.014000000000000012
2012-11-14,-0.101,-0.038,0.516,0.952,False,False,False,False,False,False,0.010000000000000009,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.010000000000000009
2012-11-15,-0.104,-0.038,0.504,0.934,False,False,False,False,False,False,-0.01200000000000001,0.0,0.0,0.0,-0.01200000000000001,-0.01200000000000001,-0.01200000000000001,0.0,0.0,0.0,-0.01200000000000001,-0.01200000000000001,-0.01200000000000001
2012-11-16,-0.107,-0.027,0.52,0.948,False,False,False,False,False,False,0.016000000000000014,0.0,0.0,0.0,0.016000000000000014,0.016000000000000014,0.016000000000000014,0.0,0.0,0.0,0.016000000000000014,0.016000000000000014,0.016000000000000014
2012-11-19,-0.1,-0.024,0.528,0.958,False,False,False,False,False,False,0.008000000000000007,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.008000000000000007,0.0,0.0,0.0,0.008000000000000007,0.008000000000000007,0.008000000000000007
2012-11-20,-0.129,-0.023,0.529,0.954,False,False,False,False,False,False,0.0010000000000000009,0.0,0.0,0.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009
2012-11-21,-0.103,0.007,0.573,0.993,False,False,False,False,False,False,0.04399999999999993,0.0,0.0,0.0,0.04399999999999993,0.04399999999999993,0.04399999999999993,0.0,0.0,0.0,0.04399999999999993,0.04399999999999993,0.04399999999999993
2012-11-22,-0.082,-0.001,0.575,1.003,False,False,False,False,False,False,0.0020000000000000018,0.0,0.0,0.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.0,0.0,0.0,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018
2012-11-23,-0.094,0.005,0.569,0.989,False,False,False,False,False,False,-0.006000000000000005,0.0,0.0,0.0,-0.006000000000000005,-0.006000000000000005,-0.006000000000000005,0.0,0.0,0.0,-0.006000000000000005,-0.006000000000000005,-0.006000000000000005
2012-11-26,-0.083,0.0,0.561,0.988,False,False,False,False,False,False,-0.007999999999999896,0.0,0.0,0.0,-0.007999999999999896,-0.007999999999999896,-0.007999999999999896,0.0,0.0,0.0,-0.007999999999999896,-0.007999999999999896,-0.007999999999999896
2012-11-27,-0.093,0.002,0.559,0.98,False,False,False,False,False,False,-0.0020000000000000018,0.0,0.0,0.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018,0.0,0.0,0.0,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018
2012-11-28,-0.104,-0.006,0.558,0.979,False,False,False,False,False,False,-0.0010000000000000009,0.0,0.0,0.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0.0,0.0,0.0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009
2012-11-29,-0.096,-0.007,0.544,0.965,False,False,False,False,False,False,-0.014000000000000012,0.0,0.0,0.0,-0.014000000000000012,-0.014000000000000012,-0.014000000000000012,0.0,0.0,0.0,-0.014000000000000012,-0.014000000000000012,-0.014000000000000012
