Date,2yr - AG,3yr - AG,5yr - AG,10yr - AG,Indexed,3yr - NSW,5yr - NSW,10yr - NSW
1995-01-03,10.23,10.22,10.17,10.06,5.47,,,
1995-01-04,10.31,10.32,10.28,10.18,5.51,,,
1995-01-05,10.35,10.37,10.34,10.32,5.54,,,
1995-01-06,10.34,10.37,10.36,10.36,5.56,,,
1995-01-09,10.3,10.36,10.37,10.43,5.57,,,
1995-01-10,10.28,10.38,10.4,10.42,5.58,,,
1995-01-11,10.28,10.38,10.39,10.37,5.57,,,
1995-01-12,10.2,10.3,10.31,10.3,5.55,,,
1995-01-13,10.26,10.36,10.38,10.41,5.57,,,
1995-01-16,10.05,10.16,10.21,10.29,5.53,,,
1995-01-17,10.02,10.13,10.18,10.28,5.53,,,
1995-01-18,10.1,10.19,10.23,10.28,5.53,,,
1995-01-19,10.23,10.31,10.33,10.33,5.53,,,
1995-01-20,10.29,10.37,10.39,10.41,5.57,,,
1995-01-23,10.35,10.44,10.48,10.56,5.62,,,
1995-01-24,10.32,10.41,10.45,10.5,5.61,,,
1995-01-25,10.1,10.23,10.29,10.38,5.6,,,
1995-01-27,9.98,10.06,10.14,10.23,5.58,,,
1995-01-30,9.91,10.0,10.08,10.18,5.56,,,
1995-01-31,10.14,10.24,10.32,10.4,5.61,,,
1995-02-01,9.88,9.98,10.09,10.2,5.57,,,
1995-02-02,9.88,9.98,10.11,10.22,5.58,,,
1995-02-03,9.83,9.94,10.07,10.16,5.57,,,
1995-02-06,9.57,9.69,9.88,10.02,5.55,,,
1995-02-07,9.67,9.8,10.03,10.17,5.58,,,
1995-02-08,9.63,9.78,10.02,10.13,5.59,,,
1995-02-09,9.69,9.82,10.04,10.14,5.58,,,
1995-02-10,9.69,9.81,10.03,10.15,5.58,,,
1995-02-13,9.72,9.85,10.08,10.23,5.59,,,
1995-02-14,9.73,9.86,10.11,10.27,5.61,,,
1995-02-15,9.57,9.7,9.98,10.15,5.58,,,
1995-02-16,9.51,9.65,9.93,10.12,5.57,,,
1995-02-17,9.53,9.66,9.95,10.19,5.59,,,
1995-02-20,9.6,9.73,10.01,10.21,5.6,,,
1995-02-21,9.52,9.65,9.93,10.14,5.59,,,
1995-02-22,9.47,9.62,9.94,10.2,5.59,,,
1995-02-23,9.28,9.45,9.82,10.17,5.61,,,
1995-02-24,9.3,9.48,9.85,10.15,5.58,,,
1995-02-27,9.04,9.23,9.66,10.06,5.55,,,
1995-02-28,9.1,9.28,9.68,9.85,5.5,,,
1995-03-01,9.09,9.27,9.64,9.9,5.56,,,
1995-03-02,9.25,9.41,9.76,9.95,5.55,,,
1995-03-03,9.44,9.59,9.92,10.08,5.56,,,
1995-03-06,9.6,9.74,10.12,10.36,5.58,,,
1995-03-07,9.48,9.62,10.01,10.31,5.56,,,
1995-03-08,9.55,9.7,10.09,10.36,5.57,,,
1995-03-09,9.66,9.79,10.09,10.23,5.56,,,
1995-03-10,9.68,9.8,10.11,10.25,5.55,,,
1995-03-13,9.5,9.63,9.95,10.12,5.55,,,
1995-03-14,9.39,9.53,9.87,10.08,5.53,,,
1995-03-15,9.36,9.57,9.79,9.94,5.49,,,
1995-03-16,9.32,9.54,9.78,10.0,5.48,,,
1995-03-17,9.42,9.64,9.0,10.17,5.49,,,
1995-03-20,9.46,9.68,9.94,10.22,5.5,,,
1995-03-21,9.34,9.58,8.89,10.18,5.5,,,
1995-03-22,9.38,9.64,9.97,10.3,5.52,,,
1995-03-23,9.38,9.63,9.94,10.23,5.52,,,
1995-03-24,9.34,9.59,9.91,10.2,5.51,,,
1995-03-27,9.11,9.37,9.743,10.07,5.49,,,
1995-03-28,9.17,9.42,9.76,10.07,5.49,,,
1995-03-29,9.3,9.55,9.88,10.19,5.49,,,
1995-03-30,9.3,9.55,9.87,10.13,5.49,,,
1995-03-31,8.99,9.25,9.57,9.83,5.45,,,
1995-04-03,8.98,9.24,9.61,9.9,5.45,,,
1995-04-04,8.94,9.2,9.53,9.8,5.44,,,
1995-04-05,8.98,9.24,9.56,9.84,5.44,,,
1995-04-06,8.94,9.2,9.51,9.79,5.35,,,
1995-04-07,8.97,9.24,9.56,9.83,5.33,,,
1995-04-10,9.01,9.26,9.59,9.9,5.34,,,
1995-04-11,8.92,9.16,9.419,9.8,5.33,,,
1995-04-12,8.87,9.11,9.44,9.78,5.29,,,
1995-04-13,8.84,9.09,9.41,9.77,5.26,,,
1995-04-18,8.66,8.91,9.28,9.69,5.24,,,
1995-04-19,8.74,8.99,9.37,9.79,5.17,,,
1995-04-20,8.77,9.01,9.37,9.76,5.12,,,
1995-04-21,8.91,9.13,9.47,9.85,5.12,,,
1995-04-24,9.03,9.24,9.56,9.86,5.12,,,
1995-04-26,9.0,9.19,9.49,9.84,5.12,,,
1995-04-27,8.84,9.03,9.34,9.69,5.08,,,
1995-04-28,8.82,9.01,9.32,9.69,5.08,,,
1995-05-01,8.82,9.01,9.33,9.69,5.07,,,
1995-05-02,8.81,9.0,9.32,9.7,5.08,,,
1995-05-03,8.79,8.98,9.29,9.68,5.08,,,
1995-05-04,8.57,8.75,9.06,9.47,4.9,,,
1995-05-05,8.56,8.73,9.02,9.38,4.81,,,
1995-05-08,8.27,8.46,8.74,9.1,4.75,,,
1995-05-09,8.24,8.42,8.7,9.05,4.77,,,
1995-05-10,8.22,8.39,8.67,9.02,4.7,,,
1995-05-11,8.24,8.43,8.69,9.05,4.71,,,
1995-05-12,8.25,8.43,8.71,9.1,4.71,,,
1995-05-15,8.07,8.26,8.57,9.01,4.7,,,
1995-05-16,8.1,8.28,8.59,9.01,4.72,,,
1995-05-17,8.0,8.19,8.48,8.86,4.73,,,
1995-05-18,8.11,8.31,8.61,8.99,4.74,,,
1995-05-19,8.19,8.39,8.69,9.09,4.77,,,
1995-05-22,8.21,8.39,8.7,9.1,4.78,,,
1995-05-23,8.15,8.33,8.64,9.06,4.79,,,
1995-05-24,7.99,8.17,8.49,8.94,4.79,,,
1995-05-25,7.79,7.97,8.28,8.74,4.78,,,
1995-05-26,7.84,8.02,8.32,8.81,4.79,,,
1995-05-29,7.71,7.89,8.24,8.82,4.79,,,
1995-05-30,7.69,7.86,8.23,8.83,4.79,,,
1995-05-31,7.76,7.92,8.31,8.94,4.81,,,
1995-06-01,7.85,8.02,8.41,9.04,4.83,,,
1995-06-02,7.78,7.96,8.36,9.0,4.81,,,
1995-06-05,7.47,7.65,8.02,8.61,4.76,,,
1995-06-06,7.53,7.71,8.07,8.63,4.73,,,
1995-06-07,7.61,7.82,8.18,8.71,4.73,,,
1995-06-08,7.81,8.04,8.38,8.89,4.76,,,
1995-06-09,7.78,8.01,8.38,8.94,4.76,,,
1995-06-13,7.72,7.96,8.36,8.94,4.77,,,
1995-06-14,7.62,7.85,8.25,8.83,4.75,,,
1995-06-15,7.66,7.89,8.3,8.88,4.75,,,
1995-06-16,7.74,7.99,8.38,8.94,4.76,,,
1995-06-19,7.7,8.04,8.35,8.95,4.75,,,
1995-06-20,7.7,8.04,8.34,8.91,4.74,,,
1995-06-21,7.55,7.88,8.19,8.78,4.73,,,
1995-06-22,7.59,7.92,8.21,8.76,4.73,,,
1995-06-23,7.47,7.77,8.07,8.67,4.71,,,
1995-06-26,7.56,7.86,8.16,8.78,4.71,,,
1995-06-27,7.59,7.87,8.19,8.8,4.72,,,
1995-06-28,7.6,7.9,8.23,8.86,4.71,,,
1995-06-29,7.58,7.87,8.21,8.85,4.7,,,
1995-06-30,7.91,8.27,8.61,9.21,4.79,,,
1995-07-03,7.81,8.16,8.53,9.18,4.79,,,
1995-07-04,7.72,8.07,8.45,9.13,4.79,,,
1995-07-05,7.71,8.06,8.43,9.07,4.75,,,
1995-07-06,7.7,8.04,8.41,9.05,4.71,,,
1995-07-07,7.31,7.65,8.05,8.74,4.63,,,
1995-07-10,7.32,7.65,8.06,8.75,4.65,,,
1995-07-11,7.4,7.73,8.13,8.8,4.65,,,
1995-07-12,7.42,7.75,8.15,8.81,4.69,,,
1995-07-13,7.42,7.77,8.16,8.8,4.71,,,
1995-07-14,7.43,7.76,8.16,8.79,4.7,,,
1995-07-17,7.59,7.95,8.35,8.97,4.73,,,
1995-07-18,7.69,8.05,8.44,9.07,4.76,,,
1995-07-19,7.74,8.11,8.53,9.17,4.8,,,
1995-07-20,7.82,8.22,8.64,9.31,4.84,,,
1995-07-21,7.71,8.09,8.51,9.18,4.81,,,
1995-07-24,7.78,8.18,8.61,9.28,4.83,,,
1995-07-25,7.72,8.1,8.53,9.19,4.79,,,
1995-07-26,7.83,8.23,8.65,9.3,4.82,,,
1995-07-27,8.1,8.47,8.86,9.4,4.85,,,
1995-07-28,8.02,8.38,8.76,9.31,4.82,,,
1995-07-31,8.17,8.52,8.89,9.42,4.83,,,
1995-08-01,8.02,8.36,8.73,9.29,4.82,,,
1995-08-02,7.96,8.28,8.65,9.22,4.82,,,
1995-08-03,7.97,8.29,8.67,9.23,4.81,,,
1995-08-04,8.06,8.38,8.76,9.35,4.84,,,
1995-08-07,7.95,8.28,8.65,9.22,4.82,,,
1995-08-08,7.86,8.16,8.54,9.14,4.8,,,
1995-08-09,7.9,8.21,8.6,9.19,4.82,,,
1995-08-10,7.83,8.12,8.5,9.05,4.8,,,
1995-08-11,7.79,8.07,8.44,8.97,4.79,,,
1995-08-14,7.91,8.18,8.53,9.02,4.8,,,
1995-08-15,7.95,8.14,8.56,9.06,4.8,,,
1995-08-16,7.96,8.15,8.56,9.05,4.8,,,
1995-08-17,7.96,8.15,8.55,9.07,4.8,,,
1995-08-18,7.92,8.11,8.51,9.06,4.79,,,
1995-08-21,7.93,8.1,8.5,9.03,4.79,,,
1995-08-22,7.93,8.13,8.53,9.08,4.79,,,
1995-08-23,7.98,8.2,8.6,9.14,4.79,,,
1995-08-24,8.09,8.33,8.73,9.25,4.83,,,
1995-08-25,8.01,8.24,8.64,9.17,4.81,,,
1995-08-28,7.99,8.23,8.66,9.17,4.81,,,
1995-08-29,7.93,8.16,8.6,9.12,4.81,,,
1995-08-30,7.75,7.97,8.43,9.0,4.77,,,
1995-08-31,7.76,7.98,8.44,8.98,4.76,,,
1995-09-01,7.68,7.87,8.34,8.89,4.75,,,
1995-09-04,7.62,7.8,8.28,8.85,4.74,,,
1995-09-05,7.61,7.78,8.26,8.84,4.74,,,
1995-09-06,7.56,7.71,8.18,8.73,4.71,,,
1995-09-07,7.66,7.82,8.27,8.81,4.74,,,
1995-09-08,7.62,7.78,8.21,8.73,4.73,,,
1995-09-11,7.66,7.81,8.24,8.76,4.73,,,
1995-09-12,7.67,7.81,8.24,8.77,4.72,,,
1995-09-13,7.5,7.65,8.07,8.58,4.69,,,
1995-09-14,7.53,7.68,8.09,8.6,4.68,,,
1995-09-15,7.47,7.61,8.01,8.53,4.66,,,
1995-09-18,7.51,7.67,8.05,8.56,4.67,,,
1995-09-19,7.55,7.72,8.1,8.63,4.69,,,
1995-09-20,7.57,7.74,8.12,8.62,4.68,,,
1995-09-21,7.55,7.72,8.1,8.6,4.67,,,
1995-09-22,7.66,7.83,8.21,8.68,4.68,,,
1995-09-25,7.69,7.87,8.25,8.72,4.69,,,
1995-09-26,7.61,7.8,8.17,8.68,4.69,,,
1995-09-27,7.58,7.77,8.14,8.64,4.67,,,
1995-09-28,7.57,7.75,8.12,8.62,4.66,,,
1995-09-29,7.55,7.73,8.1,8.57,4.64,,,
1995-10-02,7.46,7.64,8.02,8.5,4.62,,,
1995-10-03,7.5,7.67,8.05,8.56,4.63,,,
1995-10-04,7.48,7.65,8.03,8.55,4.61,,,
1995-10-05,7.46,7.62,8.0,8.51,4.6,,,
1995-10-06,7.47,7.63,8.0,8.5,4.58,,,
1995-10-09,7.45,7.61,7.98,8.48,4.58,,,
1995-10-10,7.5,7.65,8.02,8.53,4.58,,,
1995-10-11,7.57,7.71,8.09,8.58,4.59,,,
1995-10-12,7.54,7.68,8.05,8.55,4.59,,,
1995-10-13,7.48,7.61,7.98,8.43,4.58,,,
1995-10-16,7.39,7.52,7.87,8.32,4.54,,,
1995-10-17,7.38,7.52,7.86,8.28,4.53,,,
1995-10-18,7.44,7.58,7.92,8.33,4.55,,,
1995-10-19,7.46,7.61,7.95,8.37,4.55,,,
1995-10-20,7.47,7.63,7.96,8.4,4.56,,,
1995-10-23,7.58,7.74,8.07,8.52,4.59,,,
1995-10-24,7.58,7.73,8.07,8.52,4.59,,,
1995-10-25,7.71,7.86,8.19,8.66,4.65,,,
1995-10-26,7.62,7.75,8.08,8.5,4.63,,,
1995-10-27,7.74,7.87,8.2,8.64,4.68,,,
1995-10-30,7.77,7.9,8.24,8.68,4.7,,,
1995-10-31,7.85,7.99,8.33,8.78,4.74,,,
1995-11-01,7.85,7.98,8.33,8.74,4.74,,,
1995-11-02,7.8,7.93,8.26,8.68,4.73,,,
1995-11-03,7.73,7.87,8.19,8.58,4.71,,,
1995-11-06,7.78,7.91,8.24,8.67,4.73,,,
1995-11-07,7.79,7.93,8.27,8.73,4.73,,,
1995-11-08,7.76,7.88,8.22,8.65,4.73,,,
1995-11-09,7.61,7.75,8.08,8.55,4.71,,,
1995-11-10,7.63,7.77,8.12,8.59,4.72,,,
1995-11-13,7.65,7.77,8.17,8.67,4.73,,,
1995-11-14,7.54,7.77,8.08,8.6,4.72,,,
1995-11-15,7.55,7.7,8.08,8.6,4.75,,,
1995-11-16,7.52,7.66,8.05,8.54,4.75,,,
1995-11-17,7.49,7.62,8.0,8.48,4.72,,,
1995-11-20,7.44,7.56,7.95,8.41,4.69,,,
1995-11-21,7.46,7.59,7.97,8.41,4.68,,,
1995-11-22,7.44,7.58,7.96,8.41,4.68,,,
1995-11-23,7.41,7.54,7.92,8.36,4.65,,,
1995-11-24,7.35,7.47,7.86,8.33,4.63,,,
1995-11-27,7.25,7.36,7.74,8.21,4.58,,,
1995-11-28,7.32,7.44,7.82,8.28,4.59,,,
1995-11-29,7.29,7.4,7.78,8.23,4.58,,,
1995-11-30,7.28,7.39,7.74,8.17,4.57,,,
1995-12-01,7.33,7.42,7.75,8.13,4.57,,,
1995-12-04,7.29,7.38,7.71,8.09,4.55,,,
1995-12-05,7.34,7.43,7.76,8.15,4.55,,,
1995-12-06,7.38,7.47,7.81,8.16,4.55,,,
1995-12-07,7.5,7.6,7.92,8.2,4.57,,,
1995-12-08,7.48,7.57,7.91,8.27,4.58,,,
1995-12-11,7.48,7.58,7.92,8.3,4.59,,,
1995-12-12,7.45,7.55,7.9,8.31,4.6,,,
1995-12-13,7.43,7.53,7.87,8.29,4.6,,,
1995-12-14,7.38,7.46,7.81,8.21,4.59,,,
1995-12-15,7.46,7.56,7.9,8.34,4.61,,,
1995-12-18,7.48,7.58,7.95,8.41,4.62,,,
1995-12-19,7.53,7.64,8.01,8.45,4.65,,,
1995-12-20,7.38,7.48,7.84,8.3,4.63,,,
1995-12-21,7.42,7.53,7.89,8.33,4.63,,,
1995-12-22,7.39,7.5,7.86,8.28,4.63,,,
1995-12-27,7.35,7.45,7.81,8.22,4.62,,,
1995-12-28,7.35,7.45,7.8,8.22,4.62,,,
1995-12-29,7.36,7.44,7.78,8.18,4.62,,,
1996-01-02,7.31,7.4,7.73,8.09,4.59,,,
1996-01-03,7.29,7.39,7.7,8.04,4.55,,,
1996-01-04,7.32,7.4,7.71,8.06,4.56,,,
1996-01-05,7.35,7.44,7.74,8.12,4.57,,,
1996-01-08,7.33,7.41,7.72,8.09,4.57,,,
1996-01-09,7.32,7.4,7.7,8.07,4.54,,,
1996-01-10,7.35,7.42,7.72,8.1,4.54,,,
1996-01-11,7.53,7.62,7.92,8.31,4.63,,,
1996-01-12,7.47,7.55,7.85,8.24,4.61,,,
1996-01-15,7.46,7.54,7.84,8.27,4.63,,,
1996-01-16,7.43,7.52,7.82,8.2,4.61,,,
1996-01-17,7.39,7.47,7.76,8.11,4.57,,,
1996-01-18,7.48,7.55,7.82,8.14,4.59,,,
1996-01-19,7.42,7.49,7.75,8.06,4.57,,,
1996-01-22,7.41,7.49,7.75,8.08,4.57,,,
1996-01-23,7.43,7.52,7.79,8.12,4.58,,,
1996-01-24,7.4,7.48,7.75,8.08,4.59,,,
1996-01-25,7.34,7.42,7.67,7.97,4.57,,,
1996-01-29,7.42,7.5,7.76,8.07,4.6,,,
1996-01-30,7.42,7.51,7.79,8.13,4.61,,,
1996-01-31,7.29,7.37,7.65,8.01,4.59,,,
1996-02-01,7.27,7.34,7.62,7.97,4.59,,,
1996-02-02,7.27,7.34,7.63,8.01,4.58,,,
1996-02-05,7.33,7.41,7.73,8.11,4.61,,,
1996-02-06,7.35,7.43,7.74,8.1,4.61,,,
1996-02-07,7.3,7.38,7.68,8.04,4.6,,,
1996-02-08,7.28,7.35,7.65,8.03,4.6,,,
1996-02-09,7.27,7.34,7.63,8.0,4.6,,,
1996-02-12,7.3,7.37,7.66,8.04,4.61,,,
1996-02-13,7.27,7.33,7.61,7.94,4.58,,,
1996-02-14,7.31,7.37,7.65,7.99,4.59,,,
1996-02-15,7.36,7.42,7.7,8.03,4.58,,,
1996-02-16,7.38,7.45,7.73,8.09,4.59,,,
1996-02-19,7.51,7.6,7.89,8.27,4.64,,,
1996-02-20,7.5,7.6,7.89,8.29,4.64,,,
1996-02-21,7.9,8.02,8.32,8.71,4.75,,,
1996-02-22,7.77,7.88,8.17,8.53,4.73,,,
1996-02-23,7.78,7.87,8.15,8.5,4.73,,,
1996-02-26,7.87,7.96,8.23,8.6,4.77,,,
1996-02-27,7.96,8.06,8.32,8.66,4.76,,,
1996-02-28,8.01,8.12,8.38,8.72,4.8,,,
1996-02-29,7.9,7.99,8.24,8.59,4.78,,,
1996-03-01,7.82,7.92,8.17,8.53,4.74,,,
1996-03-04,7.66,7.73,7.98,8.32,4.67,,,
1996-03-05,7.73,7.82,8.06,8.39,4.69,,,
1996-03-06,7.79,7.88,8.12,8.47,4.73,,,
1996-03-07,7.98,8.09,8.32,8.69,4.79,,,
1996-03-08,7.95,8.07,8.3,8.65,4.79,,,
1996-03-11,8.34,8.51,8.75,9.13,4.98,,,
1996-03-12,8.15,8.3,8.54,8.87,4.89,,,
1996-03-13,8.1,8.26,8.5,8.85,4.89,,,
1996-03-14,8.1,8.24,8.5,8.85,4.89,,,
1996-03-15,8.13,8.27,8.53,8.95,4.89,,,
1996-03-18,8.22,8.38,8.65,9.03,4.92,,,
1996-03-19,8.15,8.3,8.56,8.91,4.89,,,
1996-03-20,8.26,8.42,8.68,9.04,4.92,,,
1996-03-21,8.18,8.34,8.59,8.91,4.88,,,
1996-03-22,8.25,8.41,8.66,8.97,4.89,,,
1996-03-25,8.18,8.36,8.6,8.93,4.89,,,
1996-03-26,8.14,8.3,8.54,8.85,4.86,,,
1996-03-27,8.16,8.31,8.54,8.84,4.86,,,
1996-03-28,8.27,8.44,8.66,8.91,4.88,,,
1996-03-29,8.23,8.4,8.61,8.88,4.86,,,
1996-04-01,8.14,8.3,8.5,8.81,4.83,,,
1996-04-02,8.12,8.29,8.48,8.74,4.81,,,
1996-04-03,8.23,8.41,8.57,8.8,4.81,,,
1996-04-04,8.2,8.37,8.53,8.77,4.8,,,
1996-04-09,8.42,8.6,8.77,8.99,4.86,,,
1996-04-10,8.38,8.56,8.74,9.0,4.84,,,
1996-04-11,8.38,8.57,8.76,9.06,4.86,,,
1996-04-12,8.36,8.55,8.74,9.03,4.86,,,
1996-04-15,8.28,8.48,8.66,8.95,4.82,,,
1996-04-16,8.31,8.51,8.7,9.0,4.83,,,
1996-04-17,8.37,8.57,8.76,9.03,4.83,,,
1996-04-18,8.37,8.57,8.76,9.02,4.83,,,
1996-04-19,8.33,8.52,8.71,8.95,4.83,,,
1996-04-22,8.28,8.48,8.65,8.87,4.8,,,
1996-04-23,8.12,8.31,8.49,8.75,4.78,,,
1996-04-24,8.04,8.22,8.4,8.71,4.78,,,
1996-04-26,8.03,8.21,8.4,8.7,4.79,,,
1996-04-29,8.01,8.19,8.38,8.7,4.79,,,
1996-04-30,8.03,8.21,8.4,8.72,4.79,,,
1996-05-01,8.08,8.25,8.45,8.77,4.82,,,
1996-05-02,8.09,8.25,8.46,8.74,4.83,,,
1996-05-03,8.33,8.52,8.71,8.95,4.88,,,
1996-05-06,8.29,8.51,8.7,8.98,4.94,,,
1996-05-07,8.25,8.48,8.67,8.95,4.91,,,
1996-05-08,8.26,8.5,8.71,9.01,4.92,,,
1996-05-09,8.14,8.37,8.59,8.9,4.92,,,
1996-05-10,8.08,8.31,8.54,8.9,4.93,,,
1996-05-13,8.01,8.22,8.45,8.8,4.94,,,
1996-05-14,7.96,8.15,8.39,8.71,4.93,,,
1996-05-15,8.0,8.19,8.43,8.71,4.94,,,
1996-05-16,8.05,8.25,8.48,8.78,4.95,,,
1996-05-17,8.05,8.25,8.5,8.81,4.96,,,
1996-05-20,7.96,8.16,8.4,8.74,4.95,,,
1996-05-21,7.98,8.18,8.43,8.76,4.94,,,
1996-05-22,7.95,8.15,8.41,8.75,4.95,,,
1996-05-23,7.96,8.16,8.42,8.74,4.95,,,
1996-05-24,8.07,8.27,8.52,8.83,4.96,,,
1996-05-27,8.09,8.3,8.53,8.83,4.97,,,
1996-05-28,8.07,8.28,8.52,8.81,4.97,,,
1996-05-29,8.22,8.43,8.66,8.92,4.99,,,
1996-05-30,8.22,8.42,8.65,8.9,5.02,,,
1996-05-31,8.18,8.38,8.61,8.85,5.03,,,
1996-06-03,8.26,8.48,8.7,8.96,5.06,,,
1996-06-04,8.21,8.43,8.65,8.92,5.1,,,
1996-06-05,8.23,8.45,8.67,8.94,5.09,,,
1996-06-06,8.16,8.39,8.61,8.89,5.08,,,
1996-06-07,8.08,8.31,8.53,8.81,5.08,,,
1996-06-11,8.24,8.48,8.71,9.01,5.13,,,
1996-06-12,8.23,8.48,8.71,9.03,5.13,,,
1996-06-13,8.23,8.48,8.72,9.06,5.15,,,
1996-06-14,8.11,8.35,8.59,8.94,5.13,,,
1996-06-17,8.1,8.34,8.59,8.9,5.13,,,
1996-06-18,8.07,8.3,8.56,8.9,5.13,,,
1996-06-19,8.1,8.33,8.59,8.92,5.14,,,
1996-06-20,8.14,8.37,8.63,8.95,5.15,,,
1996-06-21,8.15,8.38,8.64,8.96,5.16,,,
1996-06-24,8.1,8.35,8.6,8.93,5.18,,,
1996-06-25,8.06,8.31,8.56,8.9,5.22,,,
1996-06-26,8.07,8.31,8.57,8.9,5.22,,,
1996-06-27,8.11,8.35,8.6,8.9,5.21,,,
1996-06-28,8.1,8.33,8.59,8.88,5.19,,,
1996-07-01,8.03,8.26,8.5,8.79,5.18,,,
1996-07-02,8.06,8.28,8.51,8.79,5.17,,,
1996-07-03,8.07,8.29,8.51,8.79,5.17,,,
1996-07-04,8.04,8.26,8.47,8.72,5.15,,,
1996-07-05,8.08,8.27,8.47,8.7,5.15,,,
1996-07-08,8.21,8.38,8.59,8.85,5.19,,,
1996-07-09,8.2,8.37,8.58,8.84,5.17,,,
1996-07-10,8.11,8.28,8.5,8.77,5.13,,,
1996-07-11,8.11,8.28,8.5,8.76,5.13,,,
1996-07-12,8.11,8.28,8.49,8.74,5.12,,,
1996-07-15,8.06,8.23,8.42,8.65,5.09,,,
1996-07-16,8.05,8.22,8.42,8.67,5.09,,,
1996-07-17,7.95,8.12,8.31,8.56,5.06,,,
1996-07-18,7.92,8.1,8.29,8.54,5.03,,,
1996-07-19,7.92,8.08,8.27,8.51,5.02,,,
1996-07-22,7.95,8.11,8.3,8.54,5.0,,,
1996-07-23,7.85,8.01,8.21,8.47,4.99,,,
1996-07-24,7.87,8.04,8.24,8.53,5.0,,,
1996-07-25,7.81,7.99,8.2,8.53,4.99,,,
1996-07-26,7.71,7.89,8.12,8.47,4.96,,,
1996-07-29,7.71,7.9,8.14,8.48,4.96,,,
1996-07-30,7.66,7.88,8.13,8.48,4.96,,,
1996-07-31,7.25,7.48,7.8,8.3,4.85,,,
1996-08-01,7.23,7.45,7.78,8.21,4.81,,,
1996-08-02,7.15,7.38,7.7,8.13,4.76,,,
1996-08-05,7.07,7.3,7.62,8.05,4.73,,,
1996-08-06,7.12,7.33,7.65,8.09,4.76,,,
1996-08-07,7.05,7.26,7.6,8.07,4.75,,,
1996-08-08,7.04,7.26,7.6,8.08,4.76,,,
1996-08-09,7.07,7.28,7.64,8.13,4.77,,,
1996-08-12,7.05,7.26,7.59,8.05,4.79,,,
1996-08-13,7.05,7.26,7.59,8.06,4.79,,,
1996-08-14,7.07,7.27,7.61,8.11,4.79,,,
1996-08-15,7.09,7.29,7.63,8.08,4.8,,,
1996-08-16,7.09,7.29,7.62,8.07,4.79,,,
1996-08-19,6.93,7.13,7.47,7.91,4.76,,,
1996-08-20,6.9,7.11,7.45,7.91,4.77,,,
1996-08-21,6.85,7.05,7.39,7.8,4.7,,,
1996-08-22,6.95,7.16,7.49,7.87,4.7,,,
1996-08-23,6.93,7.15,7.47,7.85,4.71,,,
1996-08-26,7.07,7.31,7.62,8.06,4.74,,,
1996-08-27,7.15,7.4,7.73,8.16,4.8,,,
1996-08-28,7.05,7.28,7.62,8.08,4.78,,,
1996-08-29,7.0,7.24,7.58,8.04,4.77,,,
1996-08-30,7.0,7.24,7.59,8.07,4.78,,,
1996-09-02,6.99,7.24,7.6,8.09,4.79,,,
1996-09-03,7.23,7.49,7.83,8.27,4.84,,,
1996-09-04,7.16,7.4,7.74,8.16,4.82,,,
1996-09-05,7.25,7.49,7.81,8.21,4.83,,,
1996-09-06,7.25,7.49,7.8,8.2,4.83,,,
1996-09-09,7.15,7.4,7.7,8.11,4.8,,,
1996-09-10,7.1,7.34,7.64,8.07,4.78,,,
1996-09-11,7.16,7.38,7.7,8.12,4.78,,,
1996-09-12,7.07,7.29,7.63,8.08,4.77,,,
1996-09-13,7.05,7.3,7.62,8.08,4.77,,,
1996-09-16,6.94,7.16,7.51,7.99,4.73,,,
1996-09-17,6.93,7.15,7.48,7.89,4.71,,,
1996-09-18,6.97,7.19,7.53,7.93,4.72,,,
1996-09-19,6.93,7.13,7.48,7.91,4.7,,,
1996-09-20,6.95,7.15,7.51,7.95,4.7,,,
1996-09-23,6.95,7.14,7.5,7.93,4.7,,,
1996-09-24,6.94,7.13,7.48,7.9,4.69,,,
1996-09-25,6.88,7.06,7.41,7.83,4.66,,,
1996-09-26,6.84,7.02,7.36,7.79,4.65,,,
1996-09-27,6.83,7.01,7.35,7.77,4.64,,,
1996-09-30,6.82,7.01,7.35,7.79,4.64,,,
1996-10-01,6.84,7.03,7.36,7.78,4.64,,,
1996-10-02,6.8,6.99,7.31,7.7,4.62,,,
1996-10-03,6.73,6.91,7.22,7.63,4.58,,,
1996-10-04,6.7,6.89,7.21,7.59,4.57,,,
1996-10-07,6.65,6.85,7.16,7.53,4.55,,,
1996-10-08,6.71,6.91,7.22,7.61,4.57,,,
1996-10-09,6.71,6.92,7.23,7.64,4.59,,,
1996-10-10,6.63,6.83,7.15,7.56,4.55,,,
1996-10-11,6.65,6.86,7.17,7.59,4.54,,,
1996-10-14,6.6,6.81,7.13,7.52,4.52,,,
1996-10-15,6.64,6.85,7.16,7.57,4.52,,,
1996-10-16,6.8,7.01,7.31,7.71,4.55,,,
1996-10-17,6.81,7.01,7.31,7.66,4.55,,,
1996-10-18,6.78,6.97,7.24,7.58,4.51,,,
1996-10-21,6.7,6.89,7.17,7.52,4.49,,,
1996-10-22,6.7,6.89,7.17,7.51,4.49,,,
1996-10-23,6.73,6.92,7.19,7.52,4.47,,,
1996-10-24,6.54,6.73,7.01,7.37,4.38,,,
1996-10-25,6.57,6.76,7.05,7.43,4.37,,,
1996-10-28,6.52,6.7,7.0,7.39,4.35,,,
1996-10-29,6.6,6.79,7.1,7.49,4.36,,,
1996-10-30,6.52,6.71,7.01,7.38,4.33,,,
