Date,2yr - AG,3yr - AG,5yr - AG,10yr - AG,Indexed,3yr - NSW,5yr - NSW,10yr - NSW
1999-08-06,5.23,5.53,5.84,6.26,3.8,5.81878125,6.215065789473684,6.634
1999-08-09,5.41,5.73,6.02,6.4,3.85,6.004615131578947,6.391821052631578,6.765499999999999
1999-08-10,5.45,5.78,6.08,6.51,3.86,6.054037828947369,6.4502993421052635,6.878
1999-08-11,5.39,5.72,6.02,6.46,3.84,5.988315789473684,6.389322368421052,6.829000000000001
1999-08-12,5.43,5.76,6.05,6.48,3.85,6.024536184210526,6.417004605263157,6.843
1999-08-13,5.45,5.8,6.1,6.55,3.87,6.055187500000001,6.4620421052631585,6.9005
1999-08-16,5.36,5.69,5.99,6.44,3.83,5.94690625,6.344812500000001,6.7829999999999995
1999-08-17,5.34,5.68,5.98,6.42,3.8,5.933236842105263,6.330284210526316,6.7595
1999-08-18,5.27,5.61,5.9,6.32,3.74,5.857292763157894,6.247786842105263,6.6445
1999-08-19,5.32,5.67,5.94,6.33,3.73,5.918888157894736,6.287668421052632,6.6725
1999-08-20,5.33,5.68,5.94,6.33,3.73,5.937833881578948,6.298346052631579,6.675
1999-08-23,5.33,5.69,5.94,6.31,3.71,5.940644736842105,6.298468421052632,6.672
1999-08-24,5.31,5.68,5.93,6.3,3.7,5.929603618421052,6.288069078947369,6.6690000000000005
1999-08-25,5.29,5.66,5.91,6.29,3.7,5.91175,6.273368421052632,6.6585
1999-08-26,5.19,5.55,5.78,6.13,3.63,5.79496875,6.128736842105264,6.4830000000000005
1999-08-27,5.28,5.64,5.87,6.18,3.64,5.880375,6.205573684210527,6.534000000000001
1999-08-30,5.38,5.75,5.99,6.3,3.66,5.989225328947368,6.324759210526316,6.6579999999999995
1999-08-31,5.38,5.77,6.02,6.35,3.65,6.018947368421053,6.3678026315789475,6.7059999999999995
1999-09-01,5.42,5.82,6.07,6.37,3.64,6.070162828947368,6.414707236842105,6.749499999999999
1999-09-02,5.42,5.81,6.08,6.4,3.6,6.0773947368421055,6.4302,6.776
1999-09-03,5.47,5.86,6.13,6.46,3.61,6.124809210526315,6.482819078947369,6.838
1999-09-06,5.35,5.73,5.99,6.32,3.57,5.996243421052632,6.3462000000000005,6.6965
1999-09-07,5.4,5.78,6.04,6.36,3.59,6.0569177631578945,6.398975657894737,6.7455
1999-09-08,5.47,5.84,6.1,6.43,3.62,6.11,6.462953947368422,6.816000000000001
1999-09-09,5.51,5.88,6.15,6.45,3.67,6.165916118421053,6.499641447368422,6.835
1999-09-10,5.54,5.9,6.16,6.48,3.7,6.187657894736842,6.525157894736842,6.8705
1999-09-13,5.49,5.83,6.1,6.37,3.67,6.12275,6.435288815789474,6.746
1999-09-14,5.52,5.84,6.09,6.35,3.67,6.129483552631579,6.434284210526315,6.724
1999-09-15,5.57,5.87,6.14,6.46,3.73,6.1690164473684215,6.486190789473684,6.834
1999-09-16,5.52,5.8,6.05,6.37,3.71,6.086052631578948,6.393144736842105,6.7305
1999-09-17,5.42,5.7,5.94,6.27,3.68,5.981855263157895,6.2841,6.6235
1999-09-20,5.47,5.73,5.98,6.31,3.71,6.022460526315789,6.323282894736842,6.659
1999-09-21,5.49,5.75,5.99,6.34,3.72,6.041924342105263,6.3552,6.692
1999-09-22,5.48,5.74,5.99,6.36,3.75,6.041532894736841,6.3716921052631585,6.7245
1999-09-23,5.46,5.72,5.98,6.36,3.71,6.027087171052632,6.36113552631579,6.718999999999999
1999-09-24,5.3,5.56,5.82,6.2,3.65,5.866907894736842,6.196881578947368,6.5489999999999995
1999-09-27,5.18,5.43,5.69,6.12,3.61,5.744848684210527,6.087642105263158,6.474
1999-09-28,5.25,5.49,5.75,6.18,3.61,5.787171052631579,6.135578947368421,6.515
1999-09-29,5.31,5.57,5.84,6.25,3.62,5.857328947368422,6.209798684210527,6.5895
1999-09-30,5.34,5.6,5.88,6.3,3.64,5.894986842105263,6.250394736842106,6.6465
1999-10-01,5.42,5.67,5.93,6.31,3.65,5.960510948905109,6.289968421052631,6.65
1999-10-04,5.54,5.79,6.05,6.4,3.69,5.964478102189781,6.293478947368421,6.65
1999-10-05,5.57,5.79,6.06,6.39,3.68,6.106376824817518,6.413217105263159,6.7435
1999-10-06,5.61,5.84,6.11,6.48,3.7,6.142364963503649,6.4611,6.821
1999-10-07,5.72,5.92,6.18,6.51,3.71,6.243166970802919,6.530663157894737,6.8420000000000005
1999-10-08,5.68,5.89,6.15,6.49,3.7,6.213854014598541,6.481786842105263,6.8035
1999-10-11,5.69,5.9,6.15,6.49,3.71,6.214555656934307,6.485302631578947,6.8035
1999-10-12,5.71,5.92,6.17,6.49,3.71,6.23146897810219,6.4978,6.795999999999999
1999-10-13,5.72,5.93,6.17,6.5,3.73,6.2475447080291975,6.497186184210527,6.795999999999999
1999-10-14,5.86,6.08,6.31,6.65,3.81,6.388021897810218,6.646030263157894,6.9535
1999-10-15,5.89,6.12,6.36,6.69,3.82,6.451898722627737,6.708407894736842,7.007
1999-10-18,5.86,6.08,6.31,6.61,3.78,6.413427007299271,6.664298684210526,6.949
1999-10-19,5.98,6.2,6.43,6.73,3.79,6.5387509124087595,6.786499342105263,7.0695
1999-10-20,6.04,6.24,6.45,6.73,3.76,6.566322992700729,6.802763157894737,7.0575
1999-10-21,6.02,6.2,6.42,6.71,3.74,6.528416970802919,6.774555921052632,7.04
1999-10-22,6.05,6.24,6.47,6.77,3.77,6.574481751824818,6.827151315789473,7.1005
1999-10-25,6.05,6.23,6.45,6.75,3.77,6.560852189781022,6.806121710526316,7.072
1999-10-26,6.12,6.3,6.52,6.81,3.79,6.622390510948906,6.870303947368421,7.1305
1999-10-27,6.19,6.37,6.59,6.87,3.81,6.694464416058394,6.937018421052631,7.195
1999-10-28,6.0,6.19,6.41,6.73,3.74,6.494892335766424,6.755763157894737,7.041
1999-10-29,5.89,6.08,6.31,6.63,3.69,6.381593065693431,6.6477375,6.931
1999-11-01,5.98,6.15,6.37,6.67,3.7,6.449695255474452,6.701578947368421,6.968500000000001
1999-11-02,5.92,6.1,6.31,6.59,3.68,6.396455291970803,6.639909210526316,6.8875
1999-11-03,5.98,6.16,6.37,6.63,3.69,6.445558394160584,6.687727631578947,6.9239999999999995
1999-11-04,5.88,6.05,6.24,6.49,3.62,6.322700729927007,6.544601973684211,6.775
1999-11-05,5.89,6.05,6.25,6.49,3.62,6.328605839416059,6.543394736842106,6.7665
1999-11-08,5.93,6.09,6.28,6.52,3.64,6.36041697080292,6.572978289473684,6.7915
1999-11-09,5.93,6.08,6.28,6.53,3.64,6.363585766423357,6.5789605263157895,6.795999999999999
1999-11-10,5.93,6.09,6.29,6.54,3.66,6.36834397810219,6.591352631578948,6.814500000000001
1999-11-11,5.97,6.14,6.34,6.6,3.76,6.441649635036496,6.665972368421053,6.8934999999999995
1999-11-12,5.88,6.05,6.26,6.53,3.74,6.353926094890511,6.5914625,6.829000000000001
1999-11-15,5.78,5.94,6.15,6.42,3.7,6.249817518248175,6.482890789473684,6.7195
1999-11-16,5.81,5.96,6.17,6.42,3.71,6.270930656934307,6.496192105263158,6.72
1999-11-17,5.9,6.07,6.25,6.47,3.72,6.36028102189781,6.57075,6.7585
1999-11-18,5.94,6.11,6.3,6.54,3.71,6.39962408759124,6.6173,6.8205
1999-11-19,5.93,6.1,6.28,6.52,3.7,6.396598540145985,6.610657894736842,6.8045
1999-11-22,5.95,6.12,6.33,6.56,3.71,6.421008211678832,6.642946710526315,6.8505
1999-11-23,6.01,6.19,6.39,6.62,3.73,6.493905109489051,6.721181578947369,6.9094999999999995
1999-11-24,5.94,6.13,6.34,6.57,3.71,6.440761861313869,6.676072368421052,6.875
1999-11-25,6.03,6.23,6.43,6.65,3.73,6.538587591240876,6.774507894736843,6.9595
1999-11-26,6.03,6.22,6.42,6.63,3.73,6.5272253649635035,6.757125657894737,6.9455
1999-11-29,5.99,6.18,6.39,6.61,3.72,6.497726277372263,6.735710526315789,6.931
1999-11-30,5.98,6.18,6.41,6.64,3.7,6.499793795620438,6.749956578947368,6.952
1999-12-01,5.97,6.16,6.39,6.63,3.7,6.481908759124088,6.740223684210527,6.955
1999-12-02,5.98,6.18,6.4,6.65,3.72,6.497899451553931,6.7577125,6.975
1999-12-03,6.0,6.21,6.44,6.7,3.74,6.520098901098901,6.796352631578948,7.034000000000001
1999-12-06,5.91,6.12,6.35,6.63,3.71,6.431904587155963,6.71235,6.964
1999-12-07,5.9,6.11,6.35,6.62,3.7,6.432637867647059,6.7126,6.9505
1999-12-08,5.83,6.04,6.27,6.52,3.67,6.357117863720074,6.627292763157895,6.8575
1999-12-09,5.9,6.11,6.32,6.56,3.69,6.418924354243543,6.679421052631579,6.895
1999-12-10,5.92,6.14,6.35,6.59,3.7,6.446874306839186,6.714112500000001,6.933999999999999
1999-12-13,5.92,6.12,6.35,6.57,3.7,6.441785185185185,6.700990789473685,6.92
1999-12-14,5.93,6.13,6.36,6.61,3.71,6.460359925788497,6.724615131578948,6.9595
1999-12-15,6.03,6.23,6.47,6.72,3.75,6.560884758364313,6.8277052631578945,7.068
1999-12-16,6.15,6.34,6.58,6.83,3.75,6.669196461824954,6.934638815789474,7.1735
1999-12-17,6.15,6.36,6.59,6.83,3.75,6.686731343283582,6.942188157894737,7.175
1999-12-20,6.12,6.33,6.55,6.78,3.73,6.652338317757009,6.903548026315789,7.129
1999-12-21,6.16,6.36,6.58,6.83,3.75,6.682887640449438,6.941532894736842,7.182
1999-12-22,6.15,6.35,6.57,6.83,3.75,6.686560975609756,6.9461328947368415,7.1884999999999994
1999-12-23,6.19,6.39,6.61,6.85,3.75,6.716052631578948,6.970342105263158,7.2085
1999-12-24,6.2,6.4,6.62,6.87,3.75,6.726601694915254,6.983026315789474,7.224
1999-12-29,6.31,6.51,6.73,6.98,3.79,6.831496212121213,7.094236842105263,7.3385
1999-12-30,6.23,6.44,6.67,6.92,3.77,6.77491935483871,7.034881578947369,7.2775
1999-12-31,6.26,6.47,6.7,6.96,3.78,6.805794676806084,7.070305263157895,7.3185
2000-01-04,6.44,6.66,6.89,7.13,3.83,6.9830072992700725,7.224952631578947,7.4515
2000-01-05,6.37,6.58,6.8,7.01,3.78,6.910191605839416,7.1357690789473684,7.335
2000-01-06,6.46,6.69,6.9,7.12,3.82,6.994861313868613,7.222098684210526,7.4345
2000-01-07,6.47,6.71,6.91,7.1,3.82,6.999896897810219,7.217338157894737,7.4205000000000005
2000-01-10,6.51,6.75,6.95,7.11,3.82,7.038215328467153,7.2441894736842105,7.429
2000-01-11,6.56,6.79,7.0,7.17,3.85,7.082359489051094,7.28864802631579,7.476
2000-01-12,6.6,6.83,7.04,7.21,3.85,7.114293795620439,7.316223684210526,7.5105
2000-01-13,6.58,6.82,7.02,7.2,3.84,7.101986313868613,7.3065625,7.5055
2000-01-14,6.58,6.82,7.01,7.19,3.81,7.1034963503649635,7.30671052631579,7.498
2000-01-17,6.62,6.86,7.05,7.23,3.81,7.134779197080292,7.337503947368421,7.534000000000001
2000-01-18,6.57,6.81,7.0,7.19,3.8,7.095678832116788,7.303486842105263,7.5
2000-01-19,6.64,6.88,7.08,7.26,3.83,7.157294708029197,7.375463815789473,7.5760000000000005
2000-01-20,6.6,6.84,7.04,7.22,3.7,7.1164233576642335,7.326613157894737,7.5440000000000005
2000-01-21,6.63,6.88,7.07,7.27,3.72,7.150877737226277,7.376526973684211,7.582
2000-01-24,6.65,6.9,7.09,7.27,3.72,7.172485401459855,7.3910526315789475,7.5835
2000-01-25,6.63,6.87,7.05,7.21,3.67,7.132298357664233,7.3351184210526315,7.5235
2000-01-27,6.6,6.84,7.01,7.16,3.62,7.090745437956204,7.298406578947369,7.479
2000-01-28,6.55,6.79,6.97,7.17,3.63,7.034173357664233,7.26728947368421,7.4830000000000005
2000-01-31,6.59,6.82,7.01,7.16,3.64,7.075206204379563,7.305871052631579,7.49
2000-02-01,6.57,6.8,7.0,7.17,3.65,7.061642335766423,7.3042,7.5035
2000-02-02,6.75,6.96,7.08,7.18,3.73,7.226228102189781,7.402628289473684,7.513999999999999
2000-02-03,6.76,6.97,7.08,7.1,3.71,7.230835766423358,7.380846052631578,7.4405
2000-02-04,6.67,6.86,6.96,7.01,3.64,7.120355839416058,7.280394736842105,7.37
2000-02-07,6.72,6.91,7.03,7.11,3.68,7.184923357664233,7.357092105263158,7.4605
2000-02-08,6.71,6.91,7.05,7.15,3.7,7.1701368613138685,7.364494078947368,7.4915
2000-02-09,6.6,6.81,6.96,7.08,3.68,7.067563868613139,7.287005263157894,7.43
2000-02-10,6.54,6.74,6.91,7.04,3.68,7.005417883211679,7.236895394736843,7.3855
2000-02-11,6.61,6.82,6.99,7.11,3.7,7.070040145985401,7.307952631578948,7.4495000000000005
2000-02-14,6.59,6.81,6.98,7.11,3.7,7.05329105839416,7.297242105263158,7.4544999999999995
2000-02-15,6.55,6.77,6.94,7.04,3.68,7.012193430656934,7.242302631578948,7.38
2000-02-16,6.62,6.84,7.0,7.07,3.69,7.075,7.297751315789474,7.4239999999999995
2000-02-17,6.62,6.83,6.99,7.04,3.68,7.0721605839416055,7.285552631578947,7.401
2000-02-18,6.66,6.86,7.01,7.05,3.67,7.100654197080292,7.302659210526316,7.4115
2000-02-21,6.53,6.72,6.83,6.8,3.59,6.952826642335767,7.114234210526315,7.1685
2000-02-22,6.48,6.67,6.78,6.78,3.59,6.903970802919708,7.078694078947368,7.1645
2000-02-23,6.45,6.64,6.76,6.75,3.59,6.890558394160585,7.066602631578948,7.145
2000-02-24,6.42,6.61,6.73,6.72,3.58,6.864376824817519,7.034839473684211,7.105
2000-02-25,6.28,6.45,6.56,6.53,3.56,6.696155109489052,6.856963157894737,6.918
2000-02-28,6.32,6.5,6.61,6.62,3.6,6.748674270072993,6.917028289473684,7.009
2000-02-29,6.34,6.52,6.64,6.65,3.63,6.7686222627737225,6.9318447368421054,7.0275
2000-03-01,6.21,6.4,6.52,6.53,3.61,6.642996350364964,6.8097151315789475,6.898
2000-03-02,6.23,6.43,6.56,6.58,3.62,6.683817518248175,6.844619736842105,6.939
2000-03-03,6.27,6.47,6.61,6.65,3.67,6.730128649635037,6.905009868421052,7.007
2000-03-06,6.35,6.54,6.68,6.72,3.7,6.803021897810219,6.979473684210526,7.0895
2000-03-07,6.4,6.61,6.74,6.75,3.73,6.860499087591241,7.0301447368421055,7.1335
2000-03-08,6.34,6.54,6.67,6.69,3.72,6.802983576642335,6.984210526315789,7.087
2000-03-09,6.39,6.6,6.73,6.76,3.72,6.861726277372263,7.043566447368421,7.1579999999999995
2000-03-10,6.34,6.55,6.68,6.71,3.71,6.815364963503649,6.99195,7.1035
2000-03-13,6.38,6.58,6.73,6.78,3.75,6.8269735401459855,7.027680921052632,7.1705000000000005
2000-03-14,6.29,6.48,6.63,6.7,3.73,6.750613138686131,6.947330263157895,7.0905000000000005
2000-03-15,6.16,6.34,6.46,6.54,3.67,6.62468613138686,6.803540131578947,6.9415
2000-03-16,6.18,6.36,6.48,6.55,3.69,6.64237591240876,6.82125,6.9665
2000-03-17,6.2,6.37,6.48,6.52,3.69,6.6521925182481745,6.8197789473684205,6.939500000000001
2000-03-20,6.24,6.41,6.49,6.49,3.69,6.685430656934306,6.830863157894736,6.9190000000000005
2000-03-21,6.21,6.38,6.44,6.43,3.66,6.65140602189781,6.788267105263158,6.8740000000000006
2000-03-22,6.19,6.34,6.39,6.37,3.6,6.627616788321168,6.751735526315789,6.813000000000001
2000-03-23,6.27,6.43,6.46,6.41,3.62,6.71964598540146,6.828322368421053,6.8705
2000-03-24,6.36,6.49,6.51,6.43,3.64,6.780728102189781,6.871313157894737,6.901
2000-03-27,6.45,6.59,6.62,6.56,3.7,6.871715328467153,6.970844736842105,7.016
2000-03-28,6.4,6.54,6.56,6.51,3.68,6.8207591240875916,6.92071052631579,6.97
2000-03-29,6.42,6.55,6.58,6.53,3.7,6.848204379562044,6.955675,7.018
2000-03-30,6.43,6.55,6.57,6.55,3.72,6.854697080291971,6.961177631578947,7.03
2000-03-31,6.27,6.38,6.4,6.36,3.65,6.687391423357664,6.78692697368421,6.8580000000000005
2000-04-03,6.31,6.42,6.43,6.35,3.67,6.724040145985401,6.802171052631579,6.8435
2000-04-04,6.3,6.41,6.42,6.32,3.67,6.7213193430656935,6.792730263157895,6.822
2000-04-05,6.24,6.34,6.35,6.28,3.67,6.6514470802919705,6.728568421052632,6.7780000000000005
2000-04-06,6.2,6.3,6.32,6.27,3.68,6.623616788321168,6.708501315789474,6.7695
2000-04-07,6.27,6.36,6.38,6.33,3.78,6.682715328467154,6.764592105263158,6.8255
2000-04-10,6.21,6.3,6.31,6.21,3.77,6.631798357664234,6.692011842105263,6.723
2000-04-11,6.18,6.24,6.24,6.13,3.73,6.607839416058393,6.6438342105263155,6.6715
2000-04-12,6.19,6.27,6.28,6.22,3.75,6.616644160583942,6.67089802631579,6.7305
2000-04-13,6.15,6.23,6.28,6.25,3.6,6.5613649635036495,6.640363157894736,6.7204999999999995
2000-04-14,6.07,6.15,6.19,6.18,3.62,6.470325729927008,6.548392763157894,6.640499999999999
2000-04-17,5.93,6.0,6.06,6.09,3.59,6.348052919708029,6.43875,6.556
2000-04-18,6.01,6.08,6.15,6.17,3.61,6.417198905109489,6.503882236842105,6.6185
2000-04-19,6.03,6.11,6.19,6.25,3.63,6.439197080291971,6.547048684210527,6.6884999999999994
2000-04-20,6.06,6.16,6.23,6.29,3.64,6.490028284671533,6.602658552631579,6.7265
2000-04-26,6.18,6.29,6.36,6.38,3.68,6.610251824817518,6.718940131578948,6.8195
2000-04-27,6.25,6.36,6.41,6.39,3.68,6.679332116788321,6.7702039473684215,6.835
2000-04-28,6.33,6.43,6.45,6.39,3.67,6.740341240875913,6.819455263157894,6.846
2000-05-01,6.44,6.53,6.54,6.46,3.65,6.838839416058394,6.895071052631579,6.905
2000-05-02,6.39,6.49,6.52,6.49,3.66,6.8013476277372265,6.868246710526316,6.925
2000-05-03,6.39,6.5,6.54,6.53,3.67,6.812897810218979,6.88796052631579,6.98
2000-05-04,6.38,6.5,6.55,6.59,3.69,6.815202554744526,6.909416447368421,7.04
2000-05-05,6.34,6.45,6.52,6.56,3.68,6.77715693430657,6.876965789473684,7.015
2000-05-08,6.34,6.45,6.52,6.56,3.68,6.770462591240876,6.874738157894737,7.015
2000-05-09,6.38,6.48,6.54,6.55,3.66,6.805744525547445,6.894621052631579,6.99
2000-05-10,6.34,6.44,6.51,6.54,3.6,6.763966240875912,6.859399342105263,6.98
2000-05-11,6.26,6.36,6.42,6.41,3.6,6.687036496350364,6.77102894736842,6.87
2000-05-12,6.26,6.36,6.42,6.45,3.61,6.698786496350365,6.786276315789474,6.905
2000-05-15,6.34,6.43,6.49,6.52,3.64,6.780328467153284,6.866415789473684,6.98
2000-05-16,6.31,6.41,6.45,6.43,3.61,6.755603102189781,6.8195664473684205,6.9
2000-05-17,6.39,6.47,6.5,6.45,3.59,6.821959854014598,6.87075,6.9
2000-05-18,6.45,6.54,6.58,6.54,3.61,6.891557481751825,6.949545394736842,6.985
2000-05-19,6.43,6.53,6.58,6.61,3.61,6.886131386861313,6.969563157894736,7.065
2000-05-22,6.3,6.39,6.46,6.53,3.62,6.757758211678833,6.855490131578947,6.99
2000-05-23,6.22,6.31,6.39,6.48,3.64,6.676324817518248,6.789489473684211,6.94
2000-05-24,6.22,6.31,6.37,6.43,3.64,6.66838594890511,6.766067105263158,6.875
2000-05-25,6.25,6.34,6.4,6.46,3.65,6.6822737226277376,6.7683,6.88
2000-05-26,6.15,6.24,6.29,6.33,3.61,6.57903102189781,6.654771052631579,6.75
2000-05-29,6.09,6.17,6.21,6.23,3.56,6.507503649635036,6.578263157894737,6.66
2000-05-30,6.11,6.19,6.24,6.29,3.56,6.527381386861314,6.612847368421052,6.715
2000-05-31,6.11,6.2,6.24,6.27,3.54,6.5403029197080285,6.618173684210526,6.705
2000-06-01,6.0,6.08,6.12,6.13,3.45,6.423800182481751,6.4990625,6.560499999999999
2000-06-02,5.98,6.06,6.08,6.08,3.44,6.393791970802919,6.461959210526316,6.4965
2000-06-05,5.96,6.05,6.1,6.14,3.44,6.378720802919708,6.468126315789474,6.5655
2000-06-06,5.95,6.04,6.09,6.12,3.45,6.36329197080292,6.450769736842106,6.535
2000-06-07,5.95,6.03,6.09,6.12,3.42,6.358982664233577,6.449175657894737,6.5485
2000-06-08,5.98,6.07,6.14,6.18,3.44,6.4111916058394165,6.5106631578947365,6.6155
2000-06-09,5.92,6.01,6.06,6.09,3.44,6.343593065693431,6.434399342105263,6.5184999999999995
2000-06-13,5.85,5.93,6.0,6.04,3.43,6.263567518248174,6.364224999999999,6.4745
2000-06-14,5.93,6.02,6.09,6.16,3.46,6.340514598540145,6.446309210526316,6.584
2000-06-15,5.95,6.02,6.09,6.16,3.46,6.355928832116788,6.4578875,6.601000000000001
2000-06-16,5.94,6.01,6.08,6.16,3.46,6.341959854014599,6.4447368421052635,6.6
2000-06-19,5.91,5.97,6.04,6.11,3.45,6.298578467153284,6.401038157894736,6.551
2000-06-20,5.95,6.01,6.1,6.19,3.48,6.354746350364963,6.464134210526316,6.63
2000-06-21,6.01,6.07,6.16,6.25,3.5,6.415572992700731,6.524930921052632,6.7
2000-06-22,6.03,6.1,6.19,6.29,3.49,6.43565693430657,6.560475,6.7395
2000-06-23,5.98,6.05,6.15,6.24,3.47,6.3940994525547445,6.5189315789473685,6.6875
2000-06-26,5.99,6.06,6.16,6.28,3.48,6.39792700729927,6.526453947368422,6.718999999999999
2000-06-27,5.96,6.03,6.13,6.24,3.46,6.365087591240877,6.49284802631579,6.6795
2000-06-28,5.97,6.05,6.14,6.25,3.42,6.386175182481752,6.510407894736842,6.685499999999999
2000-06-29,5.93,6.01,6.1,6.23,3.43,6.331903284671533,6.463592763157894,6.6635
2000-06-30,5.89,5.97,6.05,6.16,3.42,6.290343065693431,6.417586842105264,6.5954999999999995
2000-07-03,5.92,6.01,6.08,6.19,3.42,6.328706204379562,6.448438815789474,6.6155
2000-07-04,5.83,5.92,5.99,6.1,3.37,6.243142335766423,6.361584210526316,6.5265
2000-07-05,5.83,5.92,5.98,6.09,3.38,6.235338503649635,6.351008552631579,6.51
2000-07-06,5.855,5.94,6.01,6.13,3.4,6.252578467153285,6.370842105263158,6.5395
2000-07-07,5.875,5.96,6.03,6.17,3.405,6.273812956204379,6.3943875,6.567
2000-07-10,5.81,5.89,5.94,6.07,3.365,6.194547445255474,6.306442105263158,6.465999999999999
2000-07-11,5.865,5.95,6.01,6.13,3.385,6.251400547445256,6.3663848684210524,6.5245
2000-07-12,5.875,5.96,6.02,6.13,3.37,6.262047445255474,6.368056578947368,6.5285
2000-07-13,5.935,6.02,6.08,6.2,3.395,6.315727189781022,6.423525657894737,6.586
2000-07-14,5.88,5.96,6.02,6.11,3.35,6.256080291970803,6.356921052631579,6.5065
2000-07-17,5.96,6.04,6.1,6.19,3.375,6.33728193430657,6.435846710526316,6.5855
2000-07-18,5.965,6.05,6.11,6.23,3.385,6.340861313868613,6.438236842105264,6.621
2000-07-19,6.0,6.08,6.15,6.27,3.39,6.369133211678832,6.469401315789474,6.655
2000-07-20,6.01,6.08,6.15,6.27,3.345,6.378518248175182,6.475830263157895,6.6605
2000-07-21,5.89,5.96,6.02,6.12,3.325,6.257026459854015,6.348812499999999,6.506
2000-07-24,5.875,5.94,5.99,6.09,3.315,6.231682481751824,6.318485526315789,6.475
2000-07-25,5.93,6.0,6.04,6.14,3.34,6.295609489051095,6.380063815789474,6.524
2000-07-26,5.975,6.03,6.07,6.15,3.33,6.328547445255475,6.409394736842105,6.5395
2000-07-27,6.055,6.11,6.14,6.17,3.35,6.403693430656934,6.466828289473685,6.5455000000000005
2000-07-28,6.12,6.18,6.2,6.2,3.36,6.470047445255474,6.523697368421053,6.5665
2000-07-31,6.165,6.22,6.24,6.25,3.375,6.522216240875912,6.568411184210526,6.62
2000-08-01,6.175,6.22,6.24,6.26,3.395,6.5223430656934305,6.57243947368421,6.6419999999999995
2000-08-02,6.275,6.29,6.27,6.24,3.395,6.591753649635037,6.606461184210526,6.6295
2000-08-03,6.26,6.27,6.25,6.2,3.4,6.573180656934307,6.587852631578947,6.5855
2000-08-04,6.24,6.25,6.22,6.19,3.43,6.552824817518248,6.570542763157895,6.5865
2000-08-07,6.185,6.2,6.16,6.09,3.41,6.493485401459854,6.5,6.48
2000-08-08,6.2,6.21,6.18,6.14,3.425,6.501120437956205,6.520257236842105,6.532
2000-08-09,6.185,6.19,6.16,6.11,3.43,6.473795620437956,6.496575,6.5055
2000-08-10,6.265,6.26,6.22,6.17,3.445,6.5405684306569345,6.552990131578948,6.5655
2000-08-11,6.27,6.26,6.22,6.17,3.445,6.543151459854015,6.558226315789474,6.572
2000-08-14,6.335,6.32,6.29,6.25,3.47,6.608603102189781,6.628884210526316,6.6555
2000-08-15,6.335,6.32,6.29,6.26,3.47,6.6102901459854015,6.6295789473684215,6.6665
2000-08-16,6.345,6.33,6.3,6.26,3.47,6.613798357664233,6.628309868421053,6.6575
2000-08-17,6.415,6.4,6.36,6.3,3.48,6.676284671532847,6.6837197368421055,6.696
2000-08-18,6.435,6.4,6.35,6.29,3.465,6.680820255474453,6.680765789473684,6.686999999999999
2000-08-21,6.39,6.35,6.3,6.24,3.45,6.621193430656934,6.622813157894736,6.635999999999999
2000-08-22,6.375,6.34,6.3,6.24,3.45,6.610452554744525,6.616509868421053,6.64
2000-08-23,6.435,6.4,6.34,6.27,3.465,6.670981751824818,6.668844736842105,6.6605
2000-08-24,6.39,6.35,6.29,6.22,3.4,6.63454105839416,6.6278256578947365,6.6129999999999995
2000-08-25,6.4,6.36,6.31,6.23,3.415,6.6446167883211675,6.637651315789474,6.625500000000001
2000-08-28,6.38,6.34,6.29,6.23,3.415,6.624751824817518,6.6203375,6.6205
2000-08-29,6.415,6.37,6.32,6.27,3.43,6.652518248175182,6.653086842105264,6.665
2000-08-30,6.465,6.42,6.37,6.32,3.445,6.698815693430657,6.701276315789473,6.7204999999999995
2000-08-31,6.415,6.37,6.32,6.28,3.425,6.655209854014599,6.663042105263158,6.676
2000-09-01,6.275,6.235,6.175,6.12,3.365,6.508,6.512,6.527
2000-09-04,6.165,6.12,6.05,5.97,3.335,6.397,6.387,6.383
2000-09-05,6.21,6.17,6.095,6.01,3.355,6.445,6.43,6.427
2000-09-06,6.25,6.2,6.125,6.035,3.365,6.478,6.464,6.45
2000-09-07,6.305,6.265,6.185,6.09,3.39,6.538,6.525,6.523
2000-09-08,6.315,6.275,6.19,6.1,3.39,6.552,6.54,6.537
2000-09-11,6.275,6.235,6.155,6.08,3.385,6.517,6.507,6.521
2000-09-12,6.3,6.26,6.185,6.105,3.395,6.541,6.528,6.535
2000-09-13,6.27,6.22,6.14,6.055,3.39,6.506,6.489,6.491
2000-09-14,6.285,6.23,6.145,6.05,3.39,6.518,6.492,6.489
2000-09-15,6.25,6.205,6.13,6.065,3.39,6.493,6.47,6.5
2000-09-18,6.305,6.26,6.21,6.205,3.415,6.548,6.559,6.621
2000-09-19,6.295,6.27,6.25,6.27,3.465,6.556,6.584,6.651
2000-09-20,6.31,6.28,6.25,6.225,3.46,6.569,6.587,6.615
2000-09-21,6.34,6.315,6.285,6.255,3.48,6.602,6.621,6.66
2000-09-22,6.22,6.185,6.165,6.17,3.445,6.485,6.507,6.57
2000-09-25,6.255,6.22,6.2,6.225,3.46,6.519,6.548,6.621
2000-09-26,6.25,6.22,6.205,6.22,3.46,6.517,6.548,6.616
2000-09-27,6.26,6.23,6.215,6.225,3.445,6.528,6.559,6.625
2000-09-28,6.23,6.205,6.195,6.185,3.425,6.505,6.539,6.588
2000-09-29,6.235,6.21,6.195,6.2,3.44,6.509,6.539,6.601
