Date,2yr - AG,3yr - AG,5yr - AG,10yr,Indexed,3yr - NSW,5yr - NSW,10yr - NSW,In RBA 3dWindow,In RBA 5dWindow,In RBA 7dWindow,In Fed 3dWindow,In Fed 5dWindow,In Fed 7dWindow,10yr Change,US10yr,US10yr Change,RBA 10yr - 3dWindow Change,RBA 10yr - 5dWindow Change,RBA 10yr - 7dWindow Change,RBA 10yr - Outside 3dWindow Change,RBA 10yr - Outside 5dWindow Change,RBA 10yr - Outside 7dWindow Change,Fed 10yr - 3dWindow Change,Fed 10yr - 5dWindow Change,Fed 10yr - 7dWindow Change,Fed 10yr - Outside 3dWindow Change,Fed 10yr - Outside 5dWindow Change,Fed 10yr - Outside 7dWindow Change
1997-01-29,6.21,6.55,7.03,7.47,4.25,,,,False,False,False,False,False,False,0.02999999999999936,6.6389,-0.013700000000000045,0.0,0.0,0.0,0.02999999999999936,0.02999999999999936,0.02999999999999936,0.0,0.0,0.0,0.02999999999999936,0.02999999999999936,0.02999999999999936
1997-01-30,6.12,6.46,6.94,7.39,4.22,,,,False,False,False,False,False,False,-0.08000000000000007,6.619,-0.019899999999999807,0.0,0.0,0.0,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.0,0.0,0.0,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007
1997-01-31,6.13,6.47,6.96,7.41,4.23,,,,False,False,False,False,False,False,0.020000000000000462,6.5303,-0.08869999999999933,0.0,0.0,0.0,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.0,0.0,0.0,0.020000000000000462,0.020000000000000462,0.020000000000000462
1997-02-03,6.14,6.49,6.96,7.37,4.21,,,,False,False,False,False,True,True,-0.040000000000000036,6.4787,-0.051600000000000534,0.0,0.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.0,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.0,0.0
1997-02-04,6.07,6.42,6.88,7.3,4.19,,,,False,False,False,True,True,True,-0.07000000000000028,6.461,-0.017699999999999605,0.0,0.0,0.0,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,0.0,0.0,0.0
1997-02-05,6.07,6.41,6.86,7.26,4.19,,,,False,False,False,True,True,True,-0.040000000000000036,6.4916,0.03059999999999974,0.0,0.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.0,0.0,0.0
1997-02-06,6.28,6.62,7.05,7.37,4.22,,,,False,False,False,True,True,True,0.11000000000000032,6.498,0.006400000000000183,0.0,0.0,0.0,0.11000000000000032,0.11000000000000032,0.11000000000000032,0.11000000000000032,0.11000000000000032,0.11000000000000032,0.0,0.0,0.0
1997-02-07,6.22,6.56,7.0,7.36,4.22,,,,False,False,False,False,True,True,-0.009999999999999787,6.4494,-0.04860000000000042,0.0,0.0,0.0,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,0.0,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,0.0,0.0
1997-02-10,6.22,6.55,7.0,7.35,4.22,,,,False,False,False,False,False,False,-0.010000000000000675,6.4378,-0.01159999999999961,0.0,0.0,0.0,-0.010000000000000675,-0.010000000000000675,-0.010000000000000675,0.0,0.0,0.0,-0.010000000000000675,-0.010000000000000675,-0.010000000000000675
1997-02-11,6.2,6.52,6.97,7.33,4.22,,,,False,False,False,False,False,False,-0.019999999999999574,6.4384,0.0005999999999994898,0.0,0.0,0.0,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.0,0.0,0.0,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574
1997-02-12,6.23,6.56,6.97,7.31,4.21,,,,False,False,False,False,False,False,-0.020000000000000462,,,0.0,0.0,0.0,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.0,0.0,0.0,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462
1997-02-13,6.3,6.62,7.01,7.36,4.21,,,,False,False,False,False,False,False,0.05000000000000071,6.3605,,0.0,0.0,0.0,0.05000000000000071,0.05000000000000071,0.05000000000000071,0.0,0.0,0.0,0.05000000000000071,0.05000000000000071,0.05000000000000071
1997-02-14,6.34,6.63,7.0,7.29,4.19,,,,False,False,False,False,False,False,-0.07000000000000028,6.3045,-0.05600000000000005,0.0,0.0,0.0,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028,0.0,0.0,0.0,-0.07000000000000028,-0.07000000000000028,-0.07000000000000028
1997-02-17,6.32,6.6,6.96,7.25,4.17,,,,False,False,False,False,False,False,-0.040000000000000036,,,0.0,0.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.0,0.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036
