Date,2yr - AG,3yr - AG,5yr - AG,10yr,Indexed,3yr - NSW,5yr - NSW,10yr - NSW,In RBA 3dWindow,In RBA 5dWindow,In RBA 7dWindow,In Fed 3dWindow,In Fed 5dWindow,In Fed 7dWindow,10yr Change,US10yr,US10yr Change,RBA 10yr - 3dWindow Change,RBA 10yr - 5dWindow Change,RBA 10yr - 7dWindow Change,RBA 10yr - Outside 3dWindow Change,RBA 10yr - Outside 5dWindow Change,RBA 10yr - Outside 7dWindow Change,Fed 10yr - 3dWindow Change,Fed 10yr - 5dWindow Change,Fed 10yr - 7dWindow Change,Fed 10yr - Outside 3dWindow Change,Fed 10yr - Outside 5dWindow Change,Fed 10yr - Outside 7dWindow Change
1999-07-30,5.22,5.53,5.82,6.24,3.8,5.783868421052631,6.186023684210527,6.5920000000000005,False,False,False,False,False,False,0.14000000000000057,6.2097,0.041999999999999815,0.0,0.0,0.0,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.0,0.0,0.0,0.14000000000000057,0.14000000000000057,0.14000000000000057
1999-08-02,5.24,5.55,5.85,6.3,3.82,5.786148026315789,6.187053947368422,6.5920000000000005,False,False,False,False,False,False,0.05999999999999961,6.2168,0.007100000000000328,0.0,0.0,0.0,0.05999999999999961,0.05999999999999961,0.05999999999999961,0.0,0.0,0.0,0.05999999999999961,0.05999999999999961,0.05999999999999961
1999-08-03,5.28,5.6,5.91,6.33,3.84,5.867236842105263,6.278027631578948,6.6985,False,False,False,False,False,False,0.03000000000000025,6.2328,0.016000000000000014,0.0,0.0,0.0,0.03000000000000025,0.03000000000000025,0.03000000000000025,0.0,0.0,0.0,0.03000000000000025,0.03000000000000025,0.03000000000000025
1999-08-04,5.22,5.54,5.84,6.27,3.82,5.824509868421053,6.226153947368421,6.645,False,False,False,False,False,False,-0.0600000000000005,6.2375,0.004699999999999704,0.0,0.0,0.0,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,0.0,0.0,0.0,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005
1999-08-05,5.2,5.5,5.8,6.22,3.79,5.776088815789474,6.179215789473684,6.5945,False,False,False,False,False,False,-0.04999999999999982,6.1867,-0.050799999999999734,0.0,0.0,0.0,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,0.0,0.0,0.0,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982
1999-08-06,5.23,5.53,5.84,6.26,3.8,5.81878125,6.215065789473684,6.634,False,False,False,False,False,False,0.040000000000000036,6.323,0.1363000000000003,0.0,0.0,0.0,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.0,0.0,0.0,0.040000000000000036,0.040000000000000036,0.040000000000000036
1999-08-09,5.41,5.73,6.02,6.4,3.85,6.004615131578947,6.391821052631578,6.765499999999999,False,False,False,False,False,False,0.14000000000000057,6.4066,0.08359999999999967,0.0,0.0,0.0,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.0,0.0,0.0,0.14000000000000057,0.14000000000000057,0.14000000000000057
1999-08-10,5.45,5.78,6.08,6.51,3.86,6.054037828947369,6.4502993421052635,6.878,False,False,False,False,False,False,0.10999999999999943,6.4348,0.028200000000000003,0.0,0.0,0.0,0.10999999999999943,0.10999999999999943,0.10999999999999943,0.0,0.0,0.0,0.10999999999999943,0.10999999999999943,0.10999999999999943
1999-08-11,5.39,5.72,6.02,6.46,3.84,5.988315789473684,6.389322368421052,6.829000000000001,False,False,False,False,False,False,-0.04999999999999982,6.3967,-0.03810000000000002,0.0,0.0,0.0,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982,0.0,0.0,0.0,-0.04999999999999982,-0.04999999999999982,-0.04999999999999982
1999-08-12,5.43,5.76,6.05,6.48,3.85,6.024536184210526,6.417004605263157,6.843,False,False,False,False,False,False,0.020000000000000462,6.4349,0.03819999999999979,0.0,0.0,0.0,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.0,0.0,0.0,0.020000000000000462,0.020000000000000462,0.020000000000000462
1999-08-13,5.45,5.8,6.1,6.55,3.87,6.055187500000001,6.4620421052631585,6.9005,False,False,False,False,False,False,0.0699999999999994,6.3127,-0.12219999999999942,0.0,0.0,0.0,0.0699999999999994,0.0699999999999994,0.0699999999999994,0.0,0.0,0.0,0.0699999999999994,0.0699999999999994,0.0699999999999994
1999-08-16,5.36,5.69,5.99,6.44,3.83,5.94690625,6.344812500000001,6.7829999999999995,False,False,False,False,False,False,-0.10999999999999943,6.3188,0.006099999999999994,0.0,0.0,0.0,-0.10999999999999943,-0.10999999999999943,-0.10999999999999943,0.0,0.0,0.0,-0.10999999999999943,-0.10999999999999943,-0.10999999999999943
1999-08-17,5.34,5.68,5.98,6.42,3.8,5.933236842105263,6.330284210526316,6.7595,False,False,False,False,False,False,-0.020000000000000462,6.2335,-0.08530000000000015,0.0,0.0,0.0,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.0,0.0,0.0,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462
1999-08-18,5.27,5.61,5.9,6.32,3.74,5.857292763157894,6.247786842105263,6.6445,False,False,False,False,False,False,-0.09999999999999964,6.2237,-0.009800000000000253,0.0,0.0,0.0,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.0,0.0,0.0,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964
1999-08-19,5.32,5.67,5.94,6.33,3.73,5.918888157894736,6.287668421052632,6.6725,False,False,False,False,False,False,0.009999999999999787,6.2519,0.028200000000000003,0.0,0.0,0.0,0.009999999999999787,0.009999999999999787,0.009999999999999787,0.0,0.0,0.0,0.009999999999999787,0.009999999999999787,0.009999999999999787
1999-08-20,5.33,5.68,5.94,6.33,3.73,5.937833881578948,6.298346052631579,6.675,False,False,False,False,False,False,0.0,6.2325,-0.019400000000000084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-23,5.33,5.69,5.94,6.31,3.71,5.940644736842105,6.298468421052632,6.672,False,False,False,True,True,True,-0.020000000000000462,6.2232,-0.009299999999999642,0.0,0.0,0.0,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.0,0.0,0.0
1999-08-24,5.31,5.68,5.93,6.3,3.7,5.929603618421052,6.288069078947369,6.6690000000000005,False,False,False,True,True,True,-0.009999999999999787,6.1877,-0.035499999999999865,0.0,0.0,0.0,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,0.0,0.0,0.0
1999-08-25,5.29,5.66,5.91,6.29,3.7,5.91175,6.273368421052632,6.6585,False,False,False,True,True,True,-0.009999999999999787,6.0738,-0.11390000000000011,0.0,0.0,0.0,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,-0.009999999999999787,0.0,0.0,0.0
1999-08-26,5.19,5.55,5.78,6.13,3.63,5.79496875,6.128736842105264,6.4830000000000005,False,False,False,False,True,True,-0.16000000000000014,6.0831,0.009299999999999642,0.0,0.0,0.0,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.0,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.0,0.0
1999-08-27,5.28,5.64,5.87,6.18,3.64,5.880375,6.205573684210527,6.534000000000001,False,False,False,False,False,True,0.04999999999999982,6.1805,0.09740000000000038,0.0,0.0,0.0,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.0,0.0,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.0
1999-08-30,5.38,5.75,5.99,6.3,3.66,5.989225328947368,6.324759210526316,6.6579999999999995,False,False,False,False,False,False,0.1200000000000001,6.2921,0.11159999999999926,0.0,0.0,0.0,0.1200000000000001,0.1200000000000001,0.1200000000000001,0.0,0.0,0.0,0.1200000000000001,0.1200000000000001,0.1200000000000001
1999-08-31,5.38,5.77,6.02,6.35,3.65,6.018947368421053,6.3678026315789475,6.7059999999999995,False,False,False,False,False,False,0.04999999999999982,6.3196,0.027500000000000746,0.0,0.0,0.0,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.0,0.0,0.0,0.04999999999999982,0.04999999999999982,0.04999999999999982
1999-09-01,5.42,5.82,6.07,6.37,3.64,6.070162828947368,6.414707236842105,6.749499999999999,False,False,False,False,False,False,0.020000000000000462,6.3319,0.012299999999999756,0.0,0.0,0.0,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.0,0.0,0.0,0.020000000000000462,0.020000000000000462,0.020000000000000462
