,Date,2yr,5yr,10yr,20yr
4807,2006-06-09,2.048,2.372,2.665,2.851
4808,2006-06-12,2.026,2.37,2.671,2.844
4809,2006-06-13,2.004,2.321,2.635,2.818
4810,2006-06-14,1.993,2.353,2.652,2.817
4811,2006-06-15,2.029,2.364,2.649,2.817
4812,2006-06-16,2.009,2.378,2.67,2.842
4813,2006-06-19,1.986,2.386,2.691,2.865
4814,2006-06-20,2.032,2.408,2.712,2.901
4815,2006-06-21,2.057,2.443,2.733,2.904
4816,2006-06-22,2.078,2.482,2.762,2.921
4817,2006-06-23,2.078,2.49,2.778,2.943
4818,2006-06-26,2.099,2.539,2.82,2.976
4819,2006-06-27,2.099,2.556,2.867,3.034
4820,2006-06-28,2.137,2.548,2.852,3.037
4821,2006-06-29,2.123,2.541,2.849,3.023
4822,2006-06-30,2.156,2.554,2.848,3.019
4823,2006-07-03,2.156,2.567,2.866,3.043
4824,2006-07-04,2.14,2.573,2.858,3.016
4825,2006-07-05,2.164,2.593,2.892,3.058
4826,2006-07-06,2.171,2.608,2.881,3.029
4827,2006-07-07,2.159,2.592,2.867,3.016
4828,2006-07-10,2.151,2.589,2.874,3.028
4829,2006-07-11,2.151,2.58,2.841,2.98
4830,2006-07-12,2.16,2.586,2.857,3.002
4831,2006-07-13,2.125,2.554,2.827,2.971
4832,2006-07-14,2.111,2.529,2.823,2.989
4833,2006-07-17,2.105,2.524,2.806,2.962
4834,2006-07-18,2.1,2.522,2.807,2.964
4835,2006-07-19,2.125,2.551,2.836,2.993
4836,2006-07-20,2.124,2.53,2.82,2.986
4837,2006-07-21,2.11,2.516,2.811,2.978
4838,2006-07-24,2.111,2.504,2.793,2.957
4839,2006-07-25,2.101,2.475,2.772,2.947
4840,2006-07-26,2.1,2.473,2.771,2.944
4841,2006-07-27,2.108,2.478,2.774,2.945
4842,2006-07-28,2.121,2.497,2.772,2.928
4843,2006-07-31,2.112,2.475,2.742,2.896
4844,2006-08-01,2.112,2.475,2.742,2.896
4845,2006-08-02,2.087,2.457,2.727,2.887
4846,2006-08-03,2.108,2.462,2.731,2.891
4847,2006-08-04,2.14,2.522,2.785,2.93
4848,2006-08-07,2.116,2.458,2.728,2.887
4849,2006-08-08,2.142,2.469,2.724,2.884
4850,2006-08-09,2.149,2.486,2.732,2.88
4851,2006-08-10,2.114,2.457,2.71,2.856
4852,2006-08-11,2.128,2.475,2.726,2.868
4853,2006-08-14,2.14,2.508,2.756,2.894
4854,2006-08-15,2.169,2.514,2.758,2.894
4855,2006-08-16,2.184,2.475,2.721,2.87
4856,2006-08-17,2.148,2.424,2.66,2.799
4857,2006-08-18,2.147,2.444,2.667,2.794
4858,2006-08-21,2.133,2.394,2.613,2.741
4859,2006-08-22,2.107,2.371,2.583,2.705
4860,2006-08-23,2.067,2.336,2.555,2.678
4861,2006-08-24,2.08,2.331,2.562,2.698
4862,2006-08-25,2.067,2.325,2.561,2.699
4863,2006-08-28,2.067,2.322,2.547,2.678
4864,2006-08-29,2.076,2.342,2.567,2.693
4865,2006-08-30,2.083,2.343,2.559,2.68
4866,2006-08-31,2.093,2.34,2.547,2.666
4867,2006-09-01,2.085,2.307,2.523,2.653
4868,2006-09-04,2.08,2.295,2.506,2.632
4869,2006-09-05,2.07,2.3,2.502,2.633
4870,2006-09-06,2.1,2.314,2.51,2.64
4871,2006-09-07,2.135,2.342,2.534,2.655
4872,2006-09-08,2.121,2.317,2.502,2.62
4873,2006-09-11,2.167,2.33,2.512,2.637
4874,2006-09-12,2.21,2.363,2.534,2.665
4875,2006-09-13,2.159,2.289,2.465,2.599
4876,2006-09-14,2.169,2.306,2.473,2.603
4877,2006-09-15,2.146,2.327,2.501,2.612
4878,2006-09-18,2.177,2.355,2.514,2.632
4879,2006-09-19,2.185,2.366,2.515,2.61
4880,2006-09-20,2.169,2.32,2.468,2.616
4881,2006-09-21,2.154,2.309,2.469,2.6
4882,2006-09-22,2.137,2.282,2.433,2.578
4883,2006-09-25,2.078,2.221,2.403,2.559
4884,2006-09-26,2.077,2.24,2.392,2.55
4885,2006-09-27,2.098,2.25,2.388,2.552
4886,2006-09-28,2.092,2.26,2.377,2.528
4887,2006-09-29,2.12,2.277,2.369,2.551
4888,2006-10-02,2.132,2.29,2.424,2.599
4889,2006-10-03,2.112,2.236,2.406,2.579
4890,2006-10-04,2.112,2.26,2.437,2.586
4891,2006-10-05,2.124,2.263,2.41,2.548
4892,2006-10-06,2.107,2.229,2.362,2.489
4893,2006-10-09,2.129,2.288,2.426,2.558
4894,2006-10-10,2.148,2.291,2.423,2.574
4895,2006-10-11,2.114,2.295,2.477,2.594
4896,2006-10-12,2.134,2.317,2.49,2.619
4897,2006-10-13,2.166,2.343,2.492,2.608
4898,2006-10-16,2.099,2.338,2.527,2.646
4899,2006-10-17,2.159,2.327,2.501,2.645
4900,2006-10-18,2.155,2.33,2.509,2.644
4901,2006-10-19,2.153,2.334,2.521,2.654
4902,2006-10-20,2.171,2.34,2.523,2.659
4903,2006-10-23,2.192,2.374,2.547,2.694
4904,2006-10-24,2.182,2.391,2.569,2.69
4905,2006-10-25,2.211,2.422,2.591,2.704
4906,2006-10-26,2.208,2.404,2.575,2.692
4907,2006-10-27,2.213,2.388,2.558,2.688
4908,2006-10-30,2.156,2.347,2.521,2.642
4909,2006-10-31,2.178,2.339,2.495,2.611
4910,2006-11-01,2.138,2.294,2.444,2.546
4911,2006-11-02,2.104,2.252,2.407,2.505
4912,2006-11-03,2.093,2.236,2.387,2.475
4913,2006-11-06,2.123,2.273,2.406,2.485
4914,2006-11-07,2.13,2.262,2.387,2.466
4915,2006-11-08,2.103,2.216,2.336,2.409
4916,2006-11-09,2.14,2.241,2.364,2.444
4917,2006-11-10,2.123,2.204,2.323,2.414
4918,2006-11-13,2.131,2.2,2.324,2.425
4919,2006-11-14,2.154,2.248,2.367,2.463
4920,2006-11-15,2.164,2.236,2.326,2.427
4921,2006-11-16,2.163,2.242,2.333,2.42
4922,2006-11-17,2.195,2.274,2.368,2.453
4923,2006-11-20,2.155,2.223,2.315,2.408
4924,2006-11-21,2.164,2.211,2.306,2.403
4925,2006-11-22,2.168,2.227,2.318,2.406
4926,2006-11-23,2.173,2.234,2.329,2.404
4927,2006-11-24,2.162,2.228,2.307,2.408
4928,2006-11-27,2.175,2.237,2.336,2.436
4929,2006-11-28,2.169,2.231,2.333,2.433
4930,2006-11-29,2.192,2.243,2.322,2.43
4931,2006-11-30,2.179,2.257,2.341,2.446
4932,2006-12-01,2.19,2.252,2.333,2.433
4933,2006-12-04,2.194,2.237,2.316,2.417
4934,2006-12-05,2.203,2.241,2.334,2.434
4935,2006-12-06,2.235,2.249,2.343,2.437
4936,2006-12-07,2.242,2.261,2.358,2.448
4937,2006-12-08,2.272,2.3,2.385,2.465
4938,2006-12-11,2.299,2.371,2.446,2.494
4939,2006-12-12,2.309,2.377,2.457,2.508
4940,2006-12-13,2.31,2.376,2.444,2.484
4941,2006-12-14,2.303,2.366,2.44,2.49
4942,2006-12-15,2.306,2.399,2.453,2.482
4943,2006-12-18,2.338,2.434,2.486,2.515
4944,2006-12-19,2.333,2.455,2.527,2.548
4945,2006-12-20,2.336,2.446,2.507,2.558
4946,2006-12-21,2.353,2.441,2.481,2.51
4947,2006-12-22,2.357,2.43,2.462,2.502
4948,2006-12-25,2.357,2.43,2.462,2.502
4949,2006-12-26,2.357,2.43,2.462,2.502
4950,2006-12-27,2.322,2.399,2.45,2.498
4951,2006-12-28,2.381,2.474,2.487,2.52
4952,2006-12-29,2.405,2.469,2.489,2.525
4953,2007-01-01,2.405,2.469,2.489,2.525
4954,2007-01-02,2.405,2.469,2.489,2.525
4955,2007-01-03,2.403,2.433,2.458,2.521
4956,2007-01-04,2.382,2.441,2.474,2.502
4957,2007-01-05,2.399,2.446,2.463,2.512
4958,2007-01-08,2.44,2.504,2.535,2.578
4959,2007-01-09,2.474,2.558,2.595,2.615
4960,2007-01-10,2.455,2.561,2.594,2.61
4961,2007-01-11,2.441,2.557,2.61,2.638
4962,2007-01-12,2.489,2.584,2.616,2.632
4963,2007-01-15,2.468,2.59,2.646,2.674
4964,2007-01-16,2.476,2.601,2.659,2.688
4965,2007-01-17,2.457,2.539,2.588,2.615
4966,2007-01-18,2.467,2.552,2.603,2.632
4967,2007-01-19,2.448,2.527,2.573,2.597
4968,2007-01-22,2.431,2.509,2.549,2.569
4969,2007-01-23,2.414,2.489,2.533,2.557
4970,2007-01-24,2.44,2.496,2.559,2.609
4971,2007-01-25,2.446,2.485,2.547,2.59
4972,2007-01-26,2.441,2.508,2.584,2.631
4973,2007-01-29,2.447,2.522,2.592,2.634
4974,2007-01-30,2.468,2.545,2.62,2.668
4975,2007-01-31,2.467,2.551,2.619,2.659
4976,2007-02-01,2.482,2.535,2.611,2.662
4977,2007-02-02,2.509,2.559,2.611,2.652
4978,2007-02-05,2.433,2.494,2.568,2.617
4979,2007-02-06,2.464,2.496,2.564,2.621
4980,2007-02-07,2.469,2.508,2.565,2.607
4981,2007-02-08,2.376,2.499,2.57,2.607
4982,2007-02-09,2.439,2.519,2.589,2.628
4983,2007-02-12,2.437,2.527,2.6,2.64
4984,2007-02-13,2.444,2.543,2.622,2.665
4985,2007-02-14,2.387,2.54,2.621,2.662
4986,2007-02-15,2.409,2.534,2.614,2.655
4987,2007-02-16,2.431,2.504,2.586,2.632
4988,2007-02-19,2.444,2.537,2.611,2.652
4989,2007-02-20,2.458,2.555,2.635,2.679
4990,2007-02-21,2.427,2.521,2.609,2.658
4991,2007-02-22,2.419,2.502,2.607,2.668
4992,2007-02-23,2.426,2.541,2.636,2.688
4993,2007-02-26,2.422,2.498,2.597,2.655
4994,2007-02-27,2.422,2.465,2.567,2.635
4995,2007-02-28,2.373,2.434,2.556,2.633
4996,2007-03-01,2.396,2.462,2.566,2.629
4997,2007-03-02,2.373,2.443,2.535,2.586
4998,2007-03-05,2.318,2.443,2.545,2.599
4999,2007-03-06,2.347,2.459,2.57,2.632
5000,2007-03-07,2.348,2.456,2.584,2.655
5001,2007-03-08,2.378,2.47,2.64,2.746
5002,2007-03-09,2.4,2.474,2.632,2.734
5003,2007-03-12,2.389,2.49,2.673,2.784
5004,2007-03-13,2.38,2.466,2.638,2.746
5005,2007-03-14,2.36,2.444,2.61,2.713
5006,2007-03-15,2.35,2.454,2.629,2.734
5007,2007-03-16,2.373,2.441,2.611,2.717
5008,2007-03-19,2.413,2.457,2.629,2.746
5009,2007-03-20,2.421,2.504,2.662,2.767
5010,2007-03-21,2.442,2.503,2.643,2.753
5011,2007-03-22,2.434,2.49,2.629,2.728
5012,2007-03-23,2.433,2.509,2.664,2.764
5013,2007-03-26,2.429,2.517,2.681,2.786
5014,2007-03-27,2.437,2.531,2.699,2.801
5015,2007-03-28,2.398,2.512,2.675,2.766
5016,2007-03-29,2.401,2.524,2.704,2.81
5017,2007-03-30,2.411,2.515,2.702,2.815
5018,2007-04-02,2.402,2.521,2.71,2.821
5019,2007-04-03,2.42,2.546,2.718,2.818
5020,2007-04-04,2.43,2.553,2.725,2.824
5021,2007-04-05,2.425,2.568,2.746,2.845
5022,2007-04-06,2.425,2.568,2.746,2.845
5023,2007-04-09,2.425,2.568,2.746,2.845
5024,2007-04-10,2.444,2.6,2.775,2.871
5025,2007-04-11,2.474,2.596,2.762,2.861
5026,2007-04-12,2.452,2.6,2.775,2.873
5027,2007-04-13,2.461,2.615,2.788,2.882
5028,2007-04-16,2.485,2.649,2.822,2.917
5029,2007-04-17,2.424,2.645,2.812,2.899
5030,2007-04-18,2.488,2.612,2.77,2.858
5031,2007-04-19,2.478,2.594,2.752,2.841
5032,2007-04-20,2.497,2.647,2.793,2.873
5033,2007-04-23,2.487,2.613,2.761,2.843
5034,2007-04-24,2.488,2.614,2.758,2.837
5035,2007-04-25,2.471,2.631,2.783,2.864
5036,2007-04-26,2.481,2.634,2.8,2.891
5037,2007-04-27,2.499,2.65,2.799,2.879
5038,2007-04-30,2.498,2.652,2.801,2.882
5039,2007-05-01,2.498,2.652,2.801,2.882
5040,2007-05-02,2.502,2.653,2.798,2.876
5041,2007-05-03,2.558,2.7,2.809,2.865
5042,2007-05-04,2.538,2.69,2.818,2.885
5043,2007-05-07,2.546,2.719,2.826,2.88
5044,2007-05-08,2.563,2.717,2.831,2.889
5045,2007-05-09,2.561,2.709,2.831,2.894
5046,2007-05-10,2.602,2.729,2.837,2.894
5047,2007-05-11,2.558,2.693,2.798,2.853
5048,2007-05-14,2.6,2.747,2.871,2.937
5049,2007-05-15,2.612,2.77,2.898,2.966
5050,2007-05-16,2.627,2.791,2.916,2.982
5051,2007-05-17,2.627,2.791,2.916,2.982
5052,2007-05-18,2.632,2.799,2.933,3.004
5053,2007-05-21,2.654,2.808,2.947,3.023
5054,2007-05-22,2.661,2.838,2.971,3.04
5055,2007-05-23,2.726,2.871,3.004,3.075
5056,2007-05-24,2.734,2.865,2.991,3.058
5057,2007-05-25,2.745,2.879,2.994,3.055
5058,2007-05-28,2.745,2.879,2.994,3.055
5059,2007-05-29,2.742,2.912,3.028,3.087
5060,2007-05-30,2.779,2.912,3.03,3.095
5061,2007-05-31,2.782,2.923,3.032,3.089
5062,2007-06-01,2.788,2.937,3.039,3.092
5063,2007-06-04,2.81,2.954,3.051,3.101
5064,2007-06-05,2.823,2.958,3.048,3.095
5065,2007-06-06,2.818,2.961,3.057,3.107
5066,2007-06-07,2.798,2.933,3.048,3.11
5067,2007-06-08,2.804,2.994,3.127,3.197
5068,2007-06-11,2.754,2.935,3.094,3.178
5069,2007-06-12,2.782,2.965,3.145,3.242
5070,2007-06-13,2.807,2.985,3.203,3.325
5071,2007-06-14,2.816,3.007,3.19,3.295
5072,2007-06-15,2.781,3.045,3.223,3.316
5073,2007-06-18,2.804,2.999,3.201,3.316
5074,2007-06-19,2.861,3.018,3.19,3.297
5075,2007-06-20,2.836,2.96,3.105,3.191
5076,2007-06-21,2.831,3.051,3.162,3.217
5077,2007-06-22,2.887,3.034,3.159,3.228
5078,2007-06-25,2.828,3.038,3.166,3.231
5079,2007-06-26,2.781,2.994,3.148,3.228
5080,2007-06-27,2.903,2.996,3.14,3.244
5081,2007-06-28,2.871,3.023,3.191,3.287
5082,2007-06-29,2.905,2.996,3.194,3.341
5083,2007-07-02,2.905,3.041,3.211,3.344
5084,2007-07-03,2.928,3.025,3.236,3.393
5085,2007-07-04,2.929,3.067,3.281,3.425
5086,2007-07-05,2.939,3.095,3.316,3.465
5087,2007-07-06,3.063,3.158,3.332,3.498
5088,2007-07-09,3.021,3.137,3.366,3.533
5089,2007-07-10,3.03,3.16,3.396,3.572
5090,2007-07-11,2.959,3.12,3.343,3.519
5091,2007-07-12,3.005,3.15,3.372,3.541
5092,2007-07-13,2.949,3.174,3.4,3.548
5093,2007-07-16,3.004,3.165,3.372,3.519
5094,2007-07-17,3.02,3.111,3.316,3.477
5095,2007-07-18,2.999,3.113,3.308,3.472
5096,2007-07-19,2.999,3.098,3.272,3.42
5097,2007-07-20,2.986,3.062,3.223,3.42
5098,2007-07-23,2.944,2.99,3.141,3.365
5099,2007-07-24,2.934,3.014,3.176,3.308
5100,2007-07-25,2.911,2.99,3.153,3.284
5101,2007-07-26,2.913,3.0,3.17,3.308
5102,2007-07-27,2.883,2.923,3.065,3.177
5103,2007-07-30,2.832,2.925,3.083,3.192
5104,2007-07-31,2.859,2.948,3.108,3.223
5105,2007-08-01,2.859,2.948,3.108,3.223
5106,2007-08-02,2.823,2.947,3.095,3.179
5107,2007-08-03,2.826,2.971,3.083,3.141
5108,2007-08-06,2.774,2.901,3.048,3.13
5109,2007-08-07,2.83,2.913,3.069,3.165
5110,2007-08-08,2.788,2.959,3.096,3.166
5111,2007-08-09,2.817,2.95,3.086,3.163
5112,2007-08-10,2.682,2.879,3.064,3.163
5113,2007-08-13,2.636,2.84,3.063,3.182
5114,2007-08-14,2.691,2.84,3.06,3.179
5115,2007-08-15,2.492,2.788,3.047,3.18
5116,2007-08-16,2.475,2.73,3.009,3.155
5117,2007-08-17,2.355,2.628,2.96,3.136
5118,2007-08-20,2.524,2.675,2.966,3.127
5119,2007-08-21,2.379,2.62,2.92,3.079
5120,2007-08-22,2.437,2.636,2.937,3.103
5121,2007-08-23,2.625,2.729,3.008,3.167
5122,2007-08-24,2.574,2.723,2.995,3.145
5123,2007-08-27,2.538,2.757,3.053,3.212
5124,2007-08-28,2.409,2.748,3.029,3.173
5125,2007-08-29,2.485,2.704,2.997,3.152
5126,2007-08-30,2.527,2.748,3.015,3.159
5127,2007-08-31,2.495,2.733,3.049,3.218
5128,2007-09-03,2.52,2.762,3.049,3.201
5129,2007-09-04,2.55,2.745,3.015,3.159
5130,2007-09-05,2.534,2.774,3.023,3.152
5131,2007-09-06,2.587,2.739,3.012,3.161
5132,2007-09-07,2.607,2.747,3.018,3.167
5133,2007-09-10,2.519,2.634,2.944,3.117
5134,2007-09-11,2.455,2.579,2.895,3.069
5135,2007-09-12,2.483,2.579,2.901,3.087
5136,2007-09-13,2.469,2.535,2.849,3.077
5137,2007-09-14,2.501,2.568,2.859,3.088
5138,2007-09-17,2.488,2.548,2.833,3.076
5139,2007-09-18,2.505,2.53,2.837,3.096
5140,2007-09-19,2.512,2.613,2.945,3.179
5141,2007-09-20,2.468,2.627,2.986,3.204
5142,2007-09-21,2.468,2.698,3.071,3.288
5143,2007-09-24,2.497,2.72,3.085,3.312
5144,2007-09-25,2.454,2.676,3.045,3.259
5145,2007-09-26,2.446,2.682,3.073,3.302
5146,2007-09-27,2.463,2.696,3.094,3.328
5147,2007-09-28,2.413,2.668,3.056,3.276
5148,2007-10-01,2.524,2.646,3.038,3.283
5149,2007-10-02,2.541,2.694,3.082,3.32
5150,2007-10-03,2.508,2.683,3.05,3.269
5151,2007-10-04,2.611,2.734,3.086,3.312
5152,2007-10-05,2.561,2.703,3.047,3.271
5153,2007-10-08,2.466,2.752,3.109,3.314
5154,2007-10-09,2.615,2.762,3.095,3.337
5155,2007-10-10,2.605,2.74,3.067,3.304
5156,2007-10-11,2.663,2.813,3.128,3.376
5157,2007-10-12,2.618,2.786,3.107,3.326
5158,2007-10-15,2.649,2.832,3.146,3.356
5159,2007-10-16,2.607,2.809,3.145,3.349
5160,2007-10-17,2.62,2.823,3.157,3.361
5161,2007-10-18,2.564,2.805,3.119,3.327
5162,2007-10-19,2.548,2.711,3.045,3.277
5163,2007-10-22,2.5,2.632,2.982,3.218
5164,2007-10-23,2.482,2.631,2.984,3.216
5165,2007-10-24,2.46,2.609,2.949,3.18
5166,2007-10-25,2.474,2.625,2.968,3.204
5167,2007-10-26,2.481,2.644,2.984,3.222
5168,2007-10-29,2.434,2.613,2.977,3.232
5169,2007-10-30,2.544,2.655,2.976,3.249
5170,2007-10-31,2.536,2.665,2.987,3.242
5171,2007-11-01,2.472,2.722,3.096,3.314
5172,2007-11-02,2.55,2.697,3.0,3.259
5173,2007-11-05,2.497,2.643,2.966,3.217
5174,2007-11-06,2.502,2.68,3.013,3.245
5175,2007-11-07,2.52,2.681,3.009,3.246
5176,2007-11-08,2.51,2.653,2.979,3.213
5177,2007-11-09,2.447,2.65,3.009,3.231
5178,2007-11-12,2.473,2.587,2.974,3.237
5179,2007-11-13,2.452,2.6,2.993,3.251
5180,2007-11-14,2.467,2.634,3.026,3.267
5181,2007-11-15,2.448,2.629,3.017,3.25
5182,2007-11-16,2.427,2.572,2.969,3.214
5183,2007-11-19,2.374,2.555,2.972,3.234
5184,2007-11-20,2.408,2.547,2.935,3.178
5185,2007-11-21,2.393,2.49,2.898,3.175
5186,2007-11-22,2.385,2.465,2.865,3.174
5187,2007-11-23,2.259,2.422,2.872,3.163
5188,2007-11-26,2.288,2.49,2.898,3.149
5189,2007-11-27,2.299,2.468,2.873,3.137
5190,2007-11-28,2.362,2.519,2.881,3.134
5191,2007-11-29,2.323,2.564,2.936,3.156
5192,2007-11-30,2.249,2.537,2.906,3.107
5193,2007-12-03,2.251,2.572,2.947,3.15
5194,2007-12-04,2.337,2.535,2.91,3.149
5195,2007-12-05,2.301,2.545,2.931,3.164
5196,2007-12-06,2.261,2.628,2.992,3.183
5197,2007-12-07,2.26,2.711,3.068,3.252
5198,2007-12-10,2.288,2.733,3.078,3.256
5199,2007-12-11,2.374,2.824,3.138,3.298
5200,2007-12-12,2.374,2.813,3.119,3.274
5201,2007-12-13,2.426,2.787,3.11,3.277
5202,2007-12-14,2.37,2.783,3.114,3.285
5203,2007-12-17,2.31,2.781,3.098,3.258
5204,2007-12-18,2.46,2.704,3.047,3.316
5205,2007-12-19,2.517,2.711,3.026,3.304
5206,2007-12-20,2.518,2.696,3.011,3.301
5207,2007-12-21,2.512,2.71,3.028,3.295
5208,2007-12-24,2.512,2.71,3.028,3.295
5209,2007-12-25,2.512,2.71,3.028,3.295
5210,2007-12-26,2.512,2.71,3.028,3.295
5211,2007-12-27,2.521,2.737,3.067,3.331
5212,2007-12-28,2.43,2.781,3.111,3.282
5213,2007-12-31,2.43,2.781,3.111,3.282
5214,2008-01-01,2.43,2.781,3.111,3.282
5215,2008-01-02,2.43,2.781,3.111,3.282
5216,2008-01-03,2.266,2.669,3.042,3.237
5217,2008-01-04,2.288,2.609,3.027,3.254
5218,2008-01-07,2.291,2.604,3.04,3.28
5219,2008-01-08,2.333,2.589,3.028,3.286
5220,2008-01-09,2.315,2.552,3.004,3.278
5221,2008-01-10,2.304,2.516,2.966,3.257
5222,2008-01-11,2.37,2.555,3.004,3.291
5223,2008-01-14,2.162,2.485,2.98,3.258
5224,2008-01-15,2.161,2.451,2.965,3.269
5225,2008-01-16,2.17,2.409,2.925,3.24
5226,2008-01-17,2.173,2.4,2.928,3.277
5227,2008-01-18,2.119,2.359,2.9,3.252
5228,2008-01-21,2.066,2.323,2.878,3.239
5229,2008-01-22,1.926,2.146,2.784,3.223
5230,2008-01-23,1.995,2.268,2.844,3.22
5231,2008-01-24,1.936,2.254,2.874,3.271
5232,2008-01-25,2.095,2.376,2.904,3.254
5233,2008-01-28,2.068,2.333,2.87,3.235
5234,2008-01-29,2.128,2.383,2.906,3.276
5235,2008-01-30,2.135,2.401,2.925,3.299
5236,2008-01-31,2.106,2.425,2.939,3.266
5237,2008-02-01,2.083,2.42,2.92,3.227
5238,2008-02-04,2.066,2.41,2.908,3.214
5239,2008-02-05,2.109,2.383,2.852,3.153
5240,2008-02-06,2.025,2.321,2.816,3.125
5241,2008-02-07,2.104,2.348,2.824,3.138
5242,2008-02-08,2.155,2.367,2.88,3.244
5243,2008-02-11,2.067,2.334,2.851,3.173
5244,2008-02-12,2.119,2.316,2.848,3.234
5245,2008-02-13,2.094,2.368,2.892,3.223
5246,2008-02-14,2.043,2.449,2.954,3.236
5247,2008-02-15,2.115,2.445,2.975,3.302
5248,2008-02-18,2.193,2.462,2.956,3.261
5249,2008-02-19,2.046,2.445,2.974,3.269
5250,2008-02-20,2.104,2.524,3.01,3.279
5251,2008-02-21,2.179,2.524,3.021,3.321
5252,2008-02-22,2.116,2.529,2.995,3.254
5253,2008-02-25,2.211,2.559,3.051,3.346
5254,2008-02-26,2.251,2.606,3.088,3.371
5255,2008-02-27,2.195,2.611,3.08,3.338
5256,2008-02-28,2.186,2.649,3.122,3.375
5257,2008-02-29,2.13,2.583,3.059,3.31
5258,2008-03-03,2.125,2.494,3.031,3.325
5259,2008-03-04,2.091,2.511,3.039,3.328
5260,2008-03-05,2.093,2.504,3.022,3.304
5261,2008-03-06,2.114,2.517,3.068,3.395
5262,2008-03-07,2.098,2.484,3.041,3.369
5263,2008-03-10,2.136,2.485,3.045,3.389
5264,2008-03-11,2.039,2.47,3.055,3.395
5265,2008-03-12,2.083,2.499,3.057,3.384
5266,2008-03-13,1.981,2.38,2.979,3.317
5267,2008-03-14,1.987,2.472,2.993,3.275
5268,2008-03-17,1.661,2.295,2.881,3.186
5269,2008-03-18,1.694,2.327,2.912,3.218
5270,2008-03-19,1.662,2.383,2.925,3.201
5271,2008-03-20,1.738,2.327,2.894,3.189
5272,2008-03-21,1.738,2.327,2.894,3.189
5273,2008-03-24,1.738,2.327,2.894,3.189
5274,2008-03-25,1.869,2.396,2.926,3.205
5275,2008-03-26,1.903,2.46,2.947,3.2
5276,2008-03-27,1.91,2.492,2.984,3.24
5277,2008-03-28,2.12,2.49,3.017,3.308
5278,2008-03-31,2.0,2.523,3.033,3.303
5279,2008-04-01,2.199,2.54,3.052,3.353
5280,2008-04-02,2.057,2.551,3.066,3.342
5281,2008-04-03,2.058,2.607,3.079,3.325
5282,2008-04-04,2.093,2.579,3.072,3.336
5283,2008-04-07,2.188,2.601,3.073,3.329
5284,2008-04-08,1.993,2.58,3.088,3.353
5285,2008-04-09,1.986,2.605,3.103,3.361
5286,2008-04-10,1.943,2.585,3.095,3.358
5287,2008-04-11,2.151,2.585,3.108,3.397
5288,2008-04-14,2.1,2.506,3.047,3.357
5289,2008-04-15,2.048,2.555,3.099,3.396
5290,2008-04-16,2.112,2.616,3.139,3.427
5291,2008-04-17,2.186,2.692,3.197,3.474
5292,2008-04-18,2.117,2.771,3.241,3.482
5293,2008-04-21,2.165,2.795,3.278,3.529
5294,2008-04-22,2.175,2.822,3.251,3.469
5295,2008-04-23,2.133,2.774,3.234,3.47
5296,2008-04-24,2.056,2.732,3.196,3.433
5297,2008-04-25,2.1,2.799,3.274,3.517
5298,2008-04-28,2.179,2.805,3.269,3.506
5299,2008-04-29,2.172,2.838,3.255,3.467
5300,2008-04-30,2.107,2.793,3.242,3.47
5301,2008-05-01,2.107,2.793,3.242,3.47
5302,2008-05-02,2.197,2.766,3.225,3.461
5303,2008-05-05,2.107,2.772,3.221,3.449
5304,2008-05-06,2.098,2.744,3.208,3.445
5305,2008-05-07,2.097,2.745,3.207,3.443
5306,2008-05-08,2.072,2.733,3.194,3.428
5307,2008-05-09,2.051,2.665,3.12,3.352
5308,2008-05-12,2.051,2.665,3.12,3.352
5309,2008-05-13,2.141,2.665,3.097,3.32
5310,2008-05-14,2.174,2.754,3.161,3.37
5311,2008-05-15,2.169,2.794,3.203,3.411
5312,2008-05-16,2.156,2.774,3.177,3.382
5313,2008-05-19,2.123,2.742,3.148,3.354
5314,2008-05-20,2.172,2.77,3.157,3.353
5315,2008-05-21,2.172,2.771,3.164,3.365
5316,2008-05-22,2.151,2.774,3.162,3.358
5317,2008-05-23,2.161,2.821,3.183,3.366
5318,2008-05-26,2.154,2.825,3.2,3.388
5319,2008-05-27,2.183,2.812,3.18,3.365
5320,2008-05-28,2.171,2.852,3.217,3.4
5321,2008-05-29,2.288,2.919,3.272,3.45
5322,2008-05-30,2.298,2.945,3.284,3.454
5323,2008-06-02,2.23,2.897,3.242,3.416
5324,2008-06-03,2.281,2.905,3.242,3.411
5325,2008-06-04,2.303,2.931,3.264,3.432
5326,2008-06-05,2.355,2.969,3.284,3.442
5327,2008-06-06,2.523,3.04,3.264,3.376
5328,2008-06-09,2.5,3.046,3.289,3.41
5329,2008-06-10,2.687,3.125,3.353,3.468
5330,2008-06-11,2.613,3.146,3.373,3.487
5331,2008-06-12,2.605,3.168,3.405,3.525
5332,2008-06-13,2.638,3.167,3.397,3.512
5333,2008-06-16,2.632,3.156,3.382,3.496
5334,2008-06-17,2.594,3.117,3.348,3.464
5335,2008-06-18,2.603,3.114,3.343,3.458
5336,2008-06-19,2.569,3.093,3.325,3.442
5337,2008-06-20,2.576,3.125,3.364,3.484
5338,2008-06-23,2.544,3.084,3.317,3.434
5339,2008-06-24,2.577,3.1,3.327,3.441
5340,2008-06-25,2.539,3.093,3.334,3.455
5341,2008-06-26,2.542,3.098,3.335,3.454
5342,2008-06-27,2.527,3.036,3.257,3.367
5343,2008-06-30,2.502,3.052,3.29,3.41
