,Date,2yr,5yr,10yr,20yr
0,1988-01-04,3.691,3.823,4.015,4.229
1,1988-01-05,3.691,3.823,4.015,4.229
2,1988-01-06,3.691,3.823,4.015,4.229
3,1988-01-07,3.691,3.823,4.015,4.229
4,1988-01-08,3.691,3.823,4.015,4.229
5,1988-01-11,3.72,3.847,4.015,4.232
6,1988-01-12,3.72,3.847,4.015,4.232
7,1988-01-13,3.72,3.847,4.015,4.232
8,1988-01-14,3.72,3.847,4.015,4.232
9,1988-01-15,3.72,3.847,4.015,4.232
10,1988-01-18,3.699,3.82,4.025,4.292
11,1988-01-19,3.699,3.82,4.025,4.292
12,1988-01-20,3.699,3.82,4.025,4.292
13,1988-01-21,3.699,3.82,4.025,4.292
14,1988-01-22,3.699,3.82,4.025,4.292
15,1988-01-25,3.101,3.705,4.085,4.286
16,1988-01-26,3.101,3.705,4.085,4.286
17,1988-01-27,3.101,3.705,4.085,4.286
18,1988-01-28,3.101,3.705,4.085,4.286
19,1988-01-29,3.218,3.695,4.092,4.326
20,1988-02-01,3.199,3.69,4.115,4.364
21,1988-02-02,3.199,3.69,4.115,4.364
22,1988-02-03,3.199,3.69,4.115,4.364
23,1988-02-04,3.199,3.69,4.115,4.364
24,1988-02-05,3.199,3.69,4.115,4.364
25,1988-02-08,3.495,3.736,4.08,4.365
26,1988-02-09,3.495,3.736,4.08,4.365
27,1988-02-10,3.495,3.736,4.08,4.365
28,1988-02-11,3.495,3.736,4.08,4.365
29,1988-02-12,3.495,3.736,4.08,4.365
30,1988-02-15,2.946,3.716,4.134,4.346
31,1988-02-16,2.946,3.716,4.134,4.346
32,1988-02-17,2.946,3.716,4.134,4.346
33,1988-02-18,2.946,3.716,4.134,4.346
34,1988-02-19,2.946,3.716,4.134,4.346
35,1988-02-22,3.71,3.777,4.061,4.36
36,1988-02-23,3.71,3.777,4.061,4.36
37,1988-02-24,3.71,3.777,4.061,4.36
38,1988-02-25,3.71,3.777,4.061,4.36
39,1988-02-26,3.71,3.777,4.061,4.36
40,1988-02-29,2.99,3.672,4.098,4.332
41,1988-03-01,2.99,3.672,4.098,4.332
42,1988-03-02,2.99,3.672,4.098,4.332
43,1988-03-03,2.99,3.672,4.098,4.332
44,1988-03-04,2.99,3.672,4.098,4.332
45,1988-03-07,3.097,3.725,4.084,4.272
46,1988-03-08,3.097,3.725,4.084,4.272
47,1988-03-09,3.097,3.725,4.084,4.272
48,1988-03-10,3.097,3.725,4.084,4.272
49,1988-03-11,3.097,3.725,4.084,4.272
50,1988-03-14,3.07,3.728,4.086,4.271
51,1988-03-15,3.07,3.728,4.086,4.271
52,1988-03-16,3.07,3.728,4.086,4.271
53,1988-03-17,3.07,3.728,4.086,4.271
54,1988-03-18,3.07,3.728,4.086,4.271
55,1988-03-21,2.996,3.707,4.11,4.319
56,1988-03-22,2.996,3.707,4.11,4.319
57,1988-03-23,2.996,3.707,4.11,4.319
58,1988-03-24,2.996,3.707,4.11,4.319
59,1988-03-25,2.996,3.707,4.11,4.319
60,1988-03-28,3.06,3.791,4.128,4.299
61,1988-03-29,3.06,3.791,4.128,4.299
62,1988-03-30,3.06,3.791,4.128,4.299
63,1988-03-31,3.263,3.823,3.998,4.255
64,1988-04-01,3.263,3.823,3.998,4.255
65,1988-04-04,3.263,3.823,3.998,4.255
66,1988-04-05,3.269,3.822,4.026,4.175
67,1988-04-06,3.269,3.822,4.026,4.175
68,1988-04-07,3.269,3.822,4.026,4.175
69,1988-04-08,3.269,3.822,4.026,4.175
70,1988-04-11,3.271,3.838,4.062,4.182
71,1988-04-12,3.271,3.838,4.062,4.182
72,1988-04-13,3.271,3.838,4.062,4.182
73,1988-04-14,3.271,3.838,4.062,4.182
74,1988-04-15,3.271,3.838,4.062,4.182
75,1988-04-18,3.091,3.718,4.007,4.155
76,1988-04-19,3.091,3.718,4.007,4.155
77,1988-04-20,3.091,3.718,4.007,4.155
78,1988-04-21,3.091,3.718,4.007,4.155
79,1988-04-22,3.091,3.718,4.007,4.155
80,1988-04-25,3.318,3.696,3.895,4.198
81,1988-04-26,3.318,3.696,3.895,4.198
82,1988-04-27,3.318,3.696,3.895,4.198
83,1988-04-28,3.318,3.696,3.895,4.198
84,1988-04-29,3.25,3.684,3.965,4.2
85,1988-05-02,3.014,3.669,4.032,4.228
86,1988-05-03,3.014,3.669,4.032,4.228
87,1988-05-04,3.014,3.669,4.032,4.228
88,1988-05-05,3.014,3.669,4.032,4.228
89,1988-05-06,3.014,3.669,4.032,4.228
90,1988-05-09,3.374,3.867,4.035,4.118
91,1988-05-10,3.374,3.867,4.035,4.118
92,1988-05-11,3.374,3.867,4.035,4.118
93,1988-05-12,3.374,3.867,4.035,4.118
94,1988-05-13,3.374,3.867,4.035,4.118
95,1988-05-16,3.339,3.875,4.07,4.168
96,1988-05-17,3.339,3.875,4.07,4.168
97,1988-05-18,3.339,3.875,4.07,4.168
98,1988-05-19,3.339,3.875,4.07,4.168
99,1988-05-20,3.339,3.875,4.07,4.168
100,1988-05-23,3.339,3.875,4.07,4.168
101,1988-05-24,3.339,3.897,4.128,4.244
102,1988-05-25,3.339,3.897,4.128,4.244
103,1988-05-26,3.339,3.897,4.128,4.244
104,1988-05-27,3.339,3.897,4.128,4.244
105,1988-05-30,3.458,3.968,4.143,4.23
106,1988-05-31,3.602,3.974,4.127,4.247
107,1988-06-01,3.602,3.974,4.127,4.247
108,1988-06-02,3.602,3.974,4.127,4.247
109,1988-06-03,3.602,3.974,4.127,4.247
110,1988-06-06,3.507,4.006,4.186,4.275
111,1988-06-07,3.507,4.006,4.186,4.275
112,1988-06-08,3.507,4.006,4.186,4.275
113,1988-06-09,3.507,4.006,4.186,4.275
114,1988-06-10,3.507,4.006,4.186,4.275
115,1988-06-13,3.568,3.878,4.094,4.345
116,1988-06-14,3.568,3.878,4.094,4.345
117,1988-06-15,3.568,3.878,4.094,4.345
118,1988-06-16,3.568,3.878,4.094,4.345
119,1988-06-17,3.568,3.878,4.094,4.345
120,1988-06-20,3.501,3.876,4.166,4.342
121,1988-06-21,3.501,3.876,4.166,4.342
122,1988-06-22,3.501,3.876,4.166,4.342
123,1988-06-23,3.501,3.876,4.166,4.342
124,1988-06-24,3.501,3.876,4.166,4.342
125,1988-06-27,3.559,3.894,4.152,4.301
126,1988-06-28,3.559,3.894,4.152,4.301
127,1988-06-29,3.559,3.894,4.152,4.301
128,1988-06-30,3.707,3.897,4.155,4.38
129,1988-07-01,3.707,3.897,4.155,4.38
130,1988-07-04,3.772,3.895,4.164,4.386
131,1988-07-05,3.772,3.895,4.164,4.386
132,1988-07-06,3.772,3.895,4.164,4.386
133,1988-07-07,3.772,3.895,4.164,4.386
134,1988-07-08,3.772,3.895,4.164,4.386
135,1988-07-11,3.92,3.943,4.161,4.387
136,1988-07-12,3.92,3.943,4.161,4.387
137,1988-07-13,3.92,3.943,4.161,4.387
138,1988-07-14,3.92,3.943,4.161,4.387
139,1988-07-15,3.92,3.943,4.161,4.387
140,1988-07-18,4.085,4.047,4.225,4.387
141,1988-07-19,4.085,4.047,4.225,4.387
142,1988-07-20,4.085,4.047,4.225,4.387
143,1988-07-21,4.085,4.047,4.225,4.387
144,1988-07-22,4.085,4.047,4.225,4.387
145,1988-07-25,4.042,4.162,4.3,4.381
146,1988-07-26,4.042,4.162,4.3,4.381
147,1988-07-27,4.042,4.162,4.3,4.381
148,1988-07-28,4.042,4.162,4.3,4.381
149,1988-07-29,4.195,4.215,4.222,4.226
150,1988-08-01,4.195,4.215,4.222,4.226
151,1988-08-02,4.083,4.123,4.302,4.429
152,1988-08-03,4.083,4.123,4.302,4.429
153,1988-08-04,4.083,4.123,4.302,4.429
154,1988-08-05,4.083,4.123,4.302,4.429
155,1988-08-08,4.048,4.106,4.299,4.419
156,1988-08-09,4.048,4.106,4.299,4.419
157,1988-08-10,4.048,4.106,4.299,4.419
158,1988-08-11,4.048,4.106,4.299,4.419
159,1988-08-12,4.048,4.106,4.299,4.419
160,1988-08-15,4.004,4.048,4.298,4.478
161,1988-08-16,4.004,4.048,4.298,4.478
162,1988-08-17,4.004,4.048,4.298,4.478
163,1988-08-18,4.004,4.048,4.298,4.478
164,1988-08-19,4.004,4.048,4.298,4.478
165,1988-08-22,4.048,4.093,4.321,4.464
166,1988-08-23,4.048,4.093,4.321,4.464
167,1988-08-24,4.048,4.093,4.321,4.464
168,1988-08-25,4.048,4.093,4.321,4.464
169,1988-08-26,4.048,4.093,4.321,4.464
170,1988-08-29,3.828,4.005,4.307,4.52
171,1988-08-30,3.828,4.005,4.307,4.52
172,1988-08-31,3.959,4.037,4.292,4.498
173,1988-09-01,3.959,4.037,4.292,4.498
174,1988-09-02,3.959,4.037,4.292,4.498
175,1988-09-05,3.973,4.069,4.301,4.477
176,1988-09-06,3.973,4.069,4.301,4.477
177,1988-09-07,3.973,4.069,4.301,4.477
178,1988-09-08,3.973,4.069,4.301,4.477
179,1988-09-09,3.973,4.069,4.301,4.477
180,1988-09-12,3.872,4.033,4.284,4.447
181,1988-09-13,3.872,4.033,4.284,4.447
182,1988-09-14,3.872,4.033,4.284,4.447
183,1988-09-15,3.872,4.033,4.284,4.447
184,1988-09-16,3.872,4.033,4.284,4.447
185,1988-09-19,3.873,4.114,4.263,4.341
186,1988-09-20,3.873,4.114,4.263,4.341
187,1988-09-21,3.873,4.114,4.263,4.341
188,1988-09-22,3.873,4.114,4.263,4.341
189,1988-09-23,3.873,4.114,4.263,4.341
190,1988-09-26,3.803,4.097,4.254,4.333
191,1988-09-27,3.803,4.097,4.254,4.333
192,1988-09-28,3.803,4.097,4.254,4.333
193,1988-09-29,3.803,4.097,4.254,4.333
194,1988-09-30,3.798,4.041,4.257,4.381
195,1988-10-03,4.073,4.023,4.21,4.491
196,1988-10-04,4.073,4.023,4.21,4.491
197,1988-10-05,4.073,4.023,4.21,4.491
198,1988-10-06,4.073,4.023,4.21,4.491
199,1988-10-07,4.073,4.023,4.21,4.491
200,1988-10-10,4.101,4.039,4.181,4.485
201,1988-10-11,4.101,4.039,4.181,4.485
202,1988-10-12,4.101,4.039,4.181,4.485
203,1988-10-13,4.101,4.039,4.181,4.485
204,1988-10-14,4.101,4.039,4.181,4.485
205,1988-10-17,4.226,4.051,4.047,4.403
206,1988-10-18,4.226,4.051,4.047,4.403
207,1988-10-19,4.226,4.051,4.047,4.403
208,1988-10-20,4.226,4.051,4.047,4.403
209,1988-10-21,4.226,4.051,4.047,4.403
210,1988-10-24,4.236,4.015,4.024,4.403
211,1988-10-25,4.236,4.015,4.024,4.403
212,1988-10-26,4.236,4.015,4.024,4.403
213,1988-10-27,4.236,4.015,4.024,4.403
214,1988-10-28,4.236,4.015,4.024,4.403
215,1988-10-31,4.157,3.986,4.014,4.406
216,1988-11-01,4.157,3.986,4.014,4.406
217,1988-11-02,4.157,3.986,4.014,4.406
218,1988-11-03,4.157,3.986,4.014,4.406
219,1988-11-04,4.157,3.986,4.014,4.406
220,1988-11-07,3.935,3.931,4.047,4.404
221,1988-11-08,3.935,3.931,4.047,4.404
222,1988-11-09,3.935,3.931,4.047,4.404
223,1988-11-10,3.935,3.931,4.047,4.404
224,1988-11-11,3.935,3.931,4.047,4.404
225,1988-11-14,3.876,3.87,4.031,4.391
226,1988-11-15,3.876,3.87,4.031,4.391
227,1988-11-16,3.876,3.87,4.031,4.391
228,1988-11-17,3.876,3.87,4.031,4.391
229,1988-11-18,3.876,3.87,4.031,4.391
230,1988-11-21,4.035,3.893,4.064,4.371
231,1988-11-22,4.035,3.893,4.064,4.371
232,1988-11-23,4.035,3.893,4.064,4.371
233,1988-11-24,4.035,3.893,4.064,4.371
234,1988-11-25,4.035,3.893,4.064,4.371
235,1988-11-28,4.29,4.003,4.042,4.387
236,1988-11-29,4.29,4.003,4.042,4.387
237,1988-11-30,4.29,4.003,4.042,4.387
238,1988-12-01,4.29,4.003,4.042,4.387
239,1988-12-02,4.29,4.003,4.042,4.387
240,1988-12-05,4.279,4.04,3.991,4.354
241,1988-12-06,4.279,4.04,3.991,4.354
242,1988-12-07,4.279,4.04,3.991,4.354
243,1988-12-08,4.279,4.04,3.991,4.354
244,1988-12-09,4.279,4.04,3.991,4.354
245,1988-12-12,4.334,3.974,4.079,4.366
246,1988-12-13,4.334,3.974,4.079,4.366
247,1988-12-14,4.334,3.974,4.079,4.366
248,1988-12-15,4.334,3.974,4.079,4.366
249,1988-12-16,4.334,3.974,4.079,4.366
250,1988-12-19,4.235,3.979,4.131,4.405
251,1988-12-20,4.235,3.979,4.131,4.405
252,1988-12-21,4.235,3.979,4.131,4.405
253,1988-12-22,4.235,3.979,4.131,4.405
254,1988-12-23,4.235,3.979,4.131,4.405
255,1988-12-26,4.235,3.979,4.131,4.405
256,1988-12-27,4.147,4.059,4.219,4.331
257,1988-12-28,4.147,4.059,4.219,4.331
258,1988-12-29,4.147,4.059,4.219,4.331
259,1988-12-30,4.425,4.074,4.107,4.374
260,1989-01-02,4.425,4.074,4.107,4.374
261,1989-01-03,4.402,4.082,4.104,4.363
262,1989-01-04,4.402,4.082,4.104,4.363
263,1989-01-05,4.402,4.082,4.104,4.363
264,1989-01-06,4.402,4.082,4.104,4.363
265,1989-01-09,4.736,4.159,4.265,4.387
266,1989-01-10,4.736,4.159,4.265,4.387
267,1989-01-11,4.736,4.159,4.265,4.387
268,1989-01-12,4.736,4.159,4.265,4.387
269,1989-01-13,4.736,4.159,4.265,4.387
270,1989-01-16,5.066,4.478,4.24,4.377
271,1989-01-17,5.066,4.478,4.24,4.377
272,1989-01-18,5.066,4.478,4.24,4.377
273,1989-01-19,5.066,4.478,4.24,4.377
274,1989-01-20,5.066,4.478,4.24,4.377
275,1989-01-23,5.158,4.598,4.371,4.462
276,1989-01-24,5.158,4.598,4.371,4.462
277,1989-01-25,5.158,4.598,4.371,4.462
278,1989-01-26,5.158,4.598,4.371,4.462
279,1989-01-27,5.158,4.598,4.371,4.462
280,1989-01-30,5.185,4.688,4.488,4.458
281,1989-01-31,5.14,4.653,4.517,4.45
282,1989-02-01,5.14,4.653,4.517,4.45
283,1989-02-02,5.14,4.653,4.517,4.45
284,1989-02-03,5.14,4.653,4.517,4.45
285,1989-02-06,5.292,4.764,4.541,4.448
286,1989-02-07,5.292,4.764,4.541,4.448
287,1989-02-08,5.292,4.764,4.541,4.448
288,1989-02-09,5.292,4.764,4.541,4.448
289,1989-02-10,5.292,4.764,4.541,4.448
290,1989-02-13,5.265,4.773,4.562,4.64
291,1989-02-14,5.265,4.773,4.562,4.64
292,1989-02-15,5.265,4.773,4.562,4.64
293,1989-02-16,5.265,4.773,4.562,4.64
294,1989-02-17,5.265,4.773,4.562,4.64
295,1989-02-20,5.435,4.839,4.589,4.691
296,1989-02-21,5.435,4.839,4.589,4.691
297,1989-02-22,5.435,4.839,4.589,4.691
298,1989-02-23,5.435,4.839,4.589,4.691
299,1989-02-24,5.435,4.839,4.589,4.691
300,1989-02-27,5.677,4.838,4.614,4.703
301,1989-02-28,5.522,4.926,4.719,4.615
302,1989-03-01,5.522,4.926,4.719,4.615
303,1989-03-02,5.522,4.926,4.719,4.615
304,1989-03-03,5.522,4.926,4.719,4.615
305,1989-03-06,5.532,4.886,4.725,4.793
306,1989-03-07,5.532,4.886,4.725,4.793
307,1989-03-08,5.532,4.886,4.725,4.793
308,1989-03-09,5.532,4.886,4.725,4.793
309,1989-03-10,5.532,4.886,4.725,4.793
310,1989-03-13,5.445,4.91,4.72,4.762
311,1989-03-14,5.445,4.91,4.72,4.762
312,1989-03-15,5.445,4.91,4.72,4.762
313,1989-03-16,5.445,4.91,4.72,4.762
314,1989-03-17,5.445,4.91,4.72,4.762
315,1989-03-20,5.388,4.919,4.716,4.753
316,1989-03-21,5.388,4.919,4.716,4.753
317,1989-03-22,5.388,4.919,4.716,4.753
318,1989-03-23,5.388,4.919,4.716,4.753
319,1989-03-24,5.388,4.919,4.716,4.753
320,1989-03-27,5.388,4.919,4.716,4.753
321,1989-03-28,5.43,4.962,4.731,4.737
322,1989-03-29,5.43,4.962,4.731,4.737
323,1989-03-30,5.43,4.962,4.731,4.737
324,1989-03-31,5.473,4.954,4.798,4.72
325,1989-04-03,5.522,5.022,4.81,4.684
326,1989-04-04,5.522,5.022,4.81,4.684
327,1989-04-05,5.522,5.022,4.81,4.684
328,1989-04-06,5.522,5.022,4.81,4.684
329,1989-04-07,5.522,5.022,4.81,4.684
330,1989-04-10,5.485,4.977,4.833,4.829
331,1989-04-11,5.485,4.977,4.833,4.829
332,1989-04-12,5.485,4.977,4.833,4.829
333,1989-04-13,5.485,4.977,4.833,4.829
334,1989-04-14,5.485,4.977,4.833,4.829
335,1989-04-17,5.636,4.945,4.877,4.939
336,1989-04-18,5.636,4.945,4.877,4.939
337,1989-04-19,5.636,4.945,4.877,4.939
338,1989-04-20,5.636,4.945,4.877,4.939
339,1989-04-21,5.636,4.945,4.877,4.939
340,1989-04-24,5.687,5.101,4.822,4.975
341,1989-04-25,5.687,5.101,4.822,4.975
342,1989-04-26,5.687,5.101,4.822,4.975
343,1989-04-27,5.687,5.101,4.822,4.975
344,1989-04-28,5.845,5.132,5.054,5.061
345,1989-05-01,5.845,5.132,5.054,5.061
346,1989-05-02,5.822,5.134,5.048,5.088
347,1989-05-03,5.822,5.134,5.048,5.088
348,1989-05-04,5.822,5.134,5.048,5.088
349,1989-05-05,5.822,5.134,5.048,5.088
350,1989-05-08,6.058,5.356,5.135,5.026
351,1989-05-09,6.058,5.356,5.135,5.026
352,1989-05-10,6.058,5.356,5.135,5.026
353,1989-05-11,6.058,5.356,5.135,5.026
354,1989-05-12,6.058,5.356,5.135,5.026
355,1989-05-15,6.058,5.356,5.135,5.026
356,1989-05-16,6.37,5.442,5.173,5.142
357,1989-05-17,6.37,5.442,5.173,5.142
358,1989-05-18,6.37,5.442,5.173,5.142
359,1989-05-19,6.37,5.442,5.173,5.142
360,1989-05-22,6.454,5.444,5.213,5.167
361,1989-05-23,6.454,5.444,5.213,5.167
362,1989-05-24,6.454,5.444,5.213,5.167
363,1989-05-25,6.454,5.444,5.213,5.167
364,1989-05-26,6.454,5.444,5.213,5.167
365,1989-05-29,6.45,5.472,5.195,5.362
366,1989-05-30,6.45,5.472,5.195,5.362
367,1989-05-31,6.476,5.483,5.242,5.143
368,1989-06-01,6.476,5.483,5.242,5.143
369,1989-06-02,6.476,5.483,5.242,5.143
370,1989-06-05,6.153,5.433,5.184,5.06
371,1989-06-06,6.153,5.433,5.184,5.06
372,1989-06-07,6.153,5.433,5.184,5.06
373,1989-06-08,6.153,5.433,5.184,5.06
374,1989-06-09,6.153,5.433,5.184,5.06
375,1989-06-12,6.099,5.326,5.066,4.936
376,1989-06-13,6.099,5.326,5.066,4.936
377,1989-06-14,6.099,5.326,5.066,4.936
378,1989-06-15,6.099,5.326,5.066,4.936
379,1989-06-16,6.099,5.326,5.066,4.936
380,1989-06-19,6.007,5.113,5.08,5.156
381,1989-06-20,6.007,5.113,5.08,5.156
382,1989-06-21,6.007,5.113,5.08,5.156
383,1989-06-22,6.007,5.113,5.08,5.156
384,1989-06-23,6.007,5.113,5.08,5.156
385,1989-06-26,5.954,5.09,5.063,5.153
386,1989-06-27,5.954,5.09,5.063,5.153
387,1989-06-28,5.954,5.09,5.063,5.153
388,1989-06-29,5.954,5.09,5.063,5.153
389,1989-06-30,6.019,5.066,5.105,5.229
390,1989-07-03,6.024,5.057,5.097,5.235
391,1989-07-04,6.024,5.057,5.097,5.235
392,1989-07-05,6.024,5.057,5.097,5.235
393,1989-07-06,6.024,5.057,5.097,5.235
394,1989-07-07,6.024,5.057,5.097,5.235
395,1989-07-10,5.938,5.046,5.11,5.258
396,1989-07-11,5.938,5.046,5.11,5.258
397,1989-07-12,5.938,5.046,5.11,5.258
398,1989-07-13,5.938,5.046,5.11,5.258
399,1989-07-14,5.938,5.046,5.11,5.258
400,1989-07-17,5.675,5.052,5.169,5.298
401,1989-07-18,5.675,5.052,5.169,5.298
402,1989-07-19,5.675,5.052,5.169,5.298
403,1989-07-20,5.675,5.052,5.169,5.298
404,1989-07-21,5.675,5.052,5.169,5.298
405,1989-07-24,5.679,5.118,5.162,5.229
406,1989-07-25,5.679,5.118,5.162,5.229
407,1989-07-26,5.679,5.118,5.162,5.229
408,1989-07-27,5.679,5.118,5.162,5.229
409,1989-07-28,5.679,5.118,5.162,5.229
410,1989-07-31,5.618,5.123,5.173,5.226
411,1989-08-01,5.618,5.123,5.173,5.226
412,1989-08-02,5.618,5.123,5.173,5.226
413,1989-08-03,5.618,5.123,5.173,5.226
414,1989-08-04,5.618,5.123,5.173,5.226
415,1989-08-07,5.652,5.061,5.115,5.192
416,1989-08-08,5.652,5.061,5.115,5.192
417,1989-08-09,5.652,5.061,5.115,5.192
418,1989-08-10,5.652,5.061,5.115,5.192
419,1989-08-11,5.652,5.061,5.115,5.192
420,1989-08-14,5.812,5.084,5.124,5.21
421,1989-08-15,5.812,5.084,5.124,5.21
422,1989-08-16,5.812,5.084,5.124,5.21
423,1989-08-17,5.812,5.084,5.124,5.21
424,1989-08-18,5.812,5.084,5.124,5.21
425,1989-08-21,5.717,5.122,5.169,5.211
426,1989-08-22,5.717,5.122,5.169,5.211
427,1989-08-23,5.717,5.122,5.169,5.211
428,1989-08-24,5.717,5.122,5.169,5.211
429,1989-08-25,5.717,5.122,5.169,5.211
430,1989-08-28,5.822,5.188,5.174,5.192
431,1989-08-29,5.822,5.188,5.174,5.192
432,1989-08-30,5.822,5.188,5.174,5.192
433,1989-08-31,6.145,5.19,5.195,5.265
434,1989-09-01,6.145,5.19,5.195,5.265
435,1989-09-04,5.911,5.23,5.249,5.282
436,1989-09-05,5.911,5.23,5.249,5.282
437,1989-09-06,5.911,5.23,5.249,5.282
438,1989-09-07,5.911,5.23,5.249,5.282
439,1989-09-08,5.911,5.23,5.249,5.282
440,1989-09-11,6.266,5.29,5.259,5.296
441,1989-09-12,6.266,5.29,5.259,5.296
442,1989-09-13,6.266,5.29,5.259,5.296
443,1989-09-14,6.266,5.29,5.259,5.296
444,1989-09-15,6.266,5.29,5.259,5.296
445,1989-09-18,6.491,5.334,5.263,5.33
446,1989-09-19,6.491,5.334,5.263,5.33
447,1989-09-20,6.491,5.334,5.263,5.33
448,1989-09-21,6.491,5.334,5.263,5.33
449,1989-09-22,6.491,5.334,5.263,5.33
450,1989-09-25,6.505,5.376,5.282,5.318
451,1989-09-26,6.505,5.376,5.282,5.318
452,1989-09-27,6.505,5.376,5.282,5.318
453,1989-09-28,6.505,5.376,5.282,5.318
454,1989-09-29,6.648,5.451,5.311,5.331
455,1989-10-02,6.672,5.438,5.315,5.334
456,1989-10-03,6.672,5.438,5.315,5.334
457,1989-10-04,6.672,5.438,5.315,5.334
458,1989-10-05,6.672,5.438,5.315,5.334
459,1989-10-06,6.672,5.438,5.315,5.334
460,1989-10-09,6.547,5.564,5.312,5.28
461,1989-10-10,6.547,5.564,5.312,5.28
462,1989-10-11,6.547,5.564,5.312,5.28
463,1989-10-12,6.547,5.564,5.312,5.28
464,1989-10-13,6.547,5.564,5.312,5.28
465,1989-10-16,6.848,5.64,5.348,5.285
466,1989-10-17,6.848,5.64,5.348,5.285
467,1989-10-18,6.848,5.64,5.348,5.285
468,1989-10-19,6.848,5.64,5.348,5.285
469,1989-10-20,6.848,5.64,5.348,5.285
470,1989-10-23,6.682,5.647,5.337,5.2
471,1989-10-24,6.682,5.647,5.337,5.2
472,1989-10-25,6.682,5.647,5.337,5.2
473,1989-10-26,6.682,5.647,5.337,5.2
474,1989-10-27,6.682,5.647,5.337,5.2
475,1989-10-30,6.522,5.62,5.308,5.153
476,1989-10-31,6.571,5.581,5.31,5.195
477,1989-11-01,6.571,5.581,5.31,5.195
478,1989-11-02,6.571,5.581,5.31,5.195
479,1989-11-03,6.571,5.581,5.31,5.195
480,1989-11-06,6.688,5.528,5.275,5.244
481,1989-11-07,6.688,5.528,5.275,5.244
482,1989-11-08,6.688,5.528,5.275,5.244
483,1989-11-09,6.688,5.528,5.275,5.244
484,1989-11-10,6.688,5.528,5.275,5.244
485,1989-11-13,6.661,5.481,5.3,5.281
486,1989-11-14,6.661,5.481,5.3,5.281
487,1989-11-15,6.661,5.481,5.3,5.281
488,1989-11-16,6.661,5.481,5.3,5.281
489,1989-11-17,6.661,5.481,5.3,5.281
490,1989-11-20,6.5,5.451,5.37,5.369
491,1989-11-21,6.5,5.451,5.37,5.369
492,1989-11-22,6.5,5.451,5.37,5.369
493,1989-11-23,6.5,5.451,5.37,5.369
494,1989-11-24,6.5,5.451,5.37,5.369
495,1989-11-27,6.45,5.582,5.437,5.376
496,1989-11-28,6.45,5.582,5.437,5.376
497,1989-11-29,6.45,5.582,5.437,5.376
498,1989-11-30,6.45,5.582,5.437,5.376
499,1989-12-01,6.45,5.582,5.437,5.376
500,1989-12-04,6.734,5.581,5.429,5.452
501,1989-12-05,6.734,5.581,5.429,5.452
502,1989-12-06,6.734,5.581,5.429,5.452
503,1989-12-07,6.734,5.581,5.429,5.452
504,1989-12-08,6.734,5.581,5.429,5.452
505,1989-12-11,6.625,5.594,5.454,5.408
506,1989-12-12,6.625,5.594,5.454,5.408
507,1989-12-13,6.625,5.594,5.454,5.408
508,1989-12-14,6.625,5.594,5.454,5.408
509,1989-12-15,6.625,5.594,5.454,5.408
510,1989-12-18,6.672,5.687,5.564,5.523
511,1989-12-19,6.672,5.687,5.564,5.523
512,1989-12-20,6.672,5.687,5.564,5.523
513,1989-12-21,6.672,5.687,5.564,5.523
514,1989-12-22,6.672,5.687,5.564,5.523
515,1989-12-25,6.672,5.687,5.564,5.523
516,1989-12-27,6.699,5.757,5.587,5.512
517,1989-12-28,6.699,5.757,5.587,5.512
518,1989-12-29,6.736,5.764,5.618,5.556
519,1990-01-01,6.736,5.764,5.618,5.556
520,1990-01-02,6.736,5.764,5.618,5.556
521,1990-01-03,6.742,5.768,5.616,5.552
522,1990-01-04,6.742,5.768,5.616,5.552
523,1990-01-05,6.742,5.768,5.616,5.552
524,1990-01-08,7.324,6.006,5.692,5.564
525,1990-01-09,7.324,6.006,5.692,5.564
526,1990-01-10,7.324,6.006,5.692,5.564
527,1990-01-11,7.324,6.006,5.692,5.564
528,1990-01-12,7.324,6.006,5.692,5.564
529,1990-01-15,7.506,6.085,5.819,5.725
530,1990-01-16,7.506,6.085,5.819,5.725
531,1990-01-17,7.506,6.085,5.819,5.725
532,1990-01-18,7.506,6.085,5.819,5.725
533,1990-01-19,7.506,6.085,5.819,5.725
534,1990-01-22,7.769,6.321,5.98,5.858
535,1990-01-23,7.769,6.321,5.98,5.858
536,1990-01-24,7.769,6.321,5.98,5.858
537,1990-01-25,7.769,6.321,5.98,5.858
538,1990-01-26,7.769,6.321,5.98,5.858
539,1990-01-29,7.699,6.263,6.059,5.984
540,1990-01-30,7.699,6.263,6.059,5.984
541,1990-01-31,7.649,6.269,6.04,5.967
542,1990-02-01,7.649,6.269,6.04,5.967
543,1990-02-02,7.649,6.269,6.04,5.967
544,1990-02-05,7.549,6.339,6.051,5.915
545,1990-02-06,7.549,6.339,6.051,5.915
546,1990-02-07,7.549,6.339,6.051,5.915
547,1990-02-08,7.549,6.339,6.051,5.915
548,1990-02-09,7.549,6.339,6.051,5.915
549,1990-02-12,7.622,6.376,6.096,5.963
550,1990-02-13,7.622,6.376,6.096,5.963
551,1990-02-14,7.622,6.376,6.096,5.963
552,1990-02-15,7.622,6.376,6.096,5.963
553,1990-02-16,7.622,6.376,6.096,5.963
554,1990-02-19,7.423,6.374,6.142,6.029
555,1990-02-20,7.423,6.374,6.142,6.029
556,1990-02-21,7.423,6.374,6.142,6.029
557,1990-02-22,7.423,6.374,6.142,6.029
558,1990-02-23,7.423,6.374,6.142,6.029
