Date,1y Yield,2y Yield,5y Yield,10y Yield,20y Yield,30y Yield,year,inflation,Unnamed: 2,real_interest_rate
1988-01-01,,4.422,5.441,6.417,,,1988-01-01,1.27,in %,5.082452848820007
1988-01-04,,4.322,5.379,6.33,,,1988-01-01,1.27,in %,4.996543892564431
1988-01-05,,4.296,5.402,6.366,,,1988-01-01,1.27,in %,5.032092426187429
1988-01-06,,4.32,5.412,6.452,,,1988-01-01,1.27,in %,5.117013923175673
1988-01-07,,4.318,5.419,6.452,,,1988-01-01,1.27,in %,5.117013923175673
1988-01-08,,4.367,5.442,6.552,,,1988-01-01,1.27,in %,5.21575984990621
1988-01-11,,4.391,5.561,6.573,,,1988-01-01,1.27,in %,5.236496494519605
1988-01-12,,4.39,5.592,6.609,,,1988-01-01,1.27,in %,5.272045028142602
1988-01-13,,4.364,5.534,6.594,,,1988-01-01,1.27,in %,5.257233139133
1988-01-14,,4.362,5.493,6.594,,,1988-01-01,1.27,in %,5.257233139133
1988-01-15,,4.361,5.467,6.551,,,1988-01-01,1.27,in %,5.2147723906389
1988-01-18,,4.361,5.478,6.565,,,1988-01-01,1.27,in %,5.228596820381171
1988-01-19,,4.36,5.476,6.514,,,1988-01-01,1.27,in %,5.178236397748592
1988-01-20,,4.359,5.45,6.457,,,1988-01-01,1.27,in %,5.1219512195122
1988-01-21,,4.357,5.458,6.471,,,1988-01-01,1.27,in %,5.13577564925447
1988-01-22,,4.356,5.442,6.427,,,1988-01-01,1.27,in %,5.092327441493061
1988-01-25,,4.355,5.452,6.449,,,1988-01-01,1.27,in %,5.114051545373743
1988-01-26,,4.355,5.428,6.419,,,1988-01-01,1.27,in %,5.0844277673546046
1988-01-27,,4.354,5.405,6.404,,,1988-01-01,1.27,in %,5.069615878345024
1988-01-28,,4.307,5.372,6.325,,,1988-01-01,1.27,in %,4.991606596227904
1988-01-29,,4.307,5.393,6.369,,,1988-01-01,1.27,in %,5.035054803989336
1988-02-01,,4.525,5.321,6.3,,,1988-01-01,1.27,in %,4.96692011454527
1988-02-02,,4.524,5.324,6.321,,,1988-01-01,1.27,in %,4.987656759158687
1988-02-03,,4.523,5.328,6.279,,,1988-01-01,1.27,in %,4.946183469931853
1988-02-04,,4.52,5.315,6.279,,,1988-01-01,1.27,in %,4.946183469931853
1988-02-05,,4.463,5.292,6.285,,,1988-01-01,1.27,in %,4.952108225535712
1988-02-08,,4.443,5.27,6.264,,,1988-01-01,1.27,in %,4.931371580922295
1988-02-09,,4.405,5.198,6.285,,,1988-01-01,1.27,in %,4.952108225535712
1988-02-10,,4.348,5.151,6.236,,,1988-01-01,1.27,in %,4.903722721437753
1988-02-11,,4.345,5.161,6.214,,,1988-01-01,1.27,in %,4.8819986175570484
1988-02-12,,4.344,5.164,6.214,,,1988-01-01,1.27,in %,4.8819986175570484
1988-02-15,,4.417,5.205,6.291,,,1988-01-01,1.27,in %,4.958032981139526
1988-02-16,,4.416,5.208,6.291,,,1988-01-01,1.27,in %,4.958032981139526
1988-02-17,,4.415,5.223,6.326,,,1988-01-01,1.27,in %,4.992594055495236
1988-02-18,,4.468,5.272,6.361,,,1988-01-01,1.27,in %,5.027155129850902
1988-02-19,,4.41,5.234,6.318,,,1988-01-01,1.27,in %,4.98469438135678
1988-02-22,,4.409,5.208,6.297,,,1988-01-01,1.27,in %,4.963957736743363
1988-02-23,,4.408,5.203,6.248,,,1988-01-01,1.27,in %,4.9155722326454265
1988-02-24,,4.407,5.168,6.234,,,1988-01-01,1.27,in %,4.901747802903134
1988-02-25,,4.404,5.167,6.247,,,1988-01-01,1.27,in %,4.914584773378117
1988-02-26,,4.34,5.163,6.237,,,1988-01-01,1.27,in %,4.904710180705063
1988-02-29,,4.282,5.081,6.195,,,1988-01-01,1.27,in %,4.863236891478229
1988-03-01,,4.319,5.104,6.188,,,1988-01-01,1.27,in %,4.856324676607082
1988-03-02,,4.318,5.081,6.167,,,1988-01-01,1.27,in %,4.835588031993687
1988-03-03,,4.333,5.08,6.151,,,1988-01-01,1.27,in %,4.819788683716797
1988-03-04,,4.332,5.079,6.137,,,1988-01-01,1.27,in %,4.805964253974526
1988-03-07,,4.349,5.102,6.187,,,1988-01-01,1.27,in %,4.855337217339795
1988-03-08,,4.386,5.126,6.229,,,1988-01-01,1.27,in %,4.896810506566607
1988-03-09,,4.385,5.114,6.194,,,1988-01-01,1.27,in %,4.862249432210941
1988-03-10,,4.382,5.101,6.157,,,1988-01-01,1.27,in %,4.825713439320634
1988-03-11,,4.342,5.101,6.178,,,1988-01-01,1.27,in %,4.8464500839340285
1988-03-14,,4.341,5.1,6.156,,,1988-01-01,1.27,in %,4.824725980053346
1988-03-15,,4.34,5.1,6.178,,,1988-01-01,1.27,in %,4.8464500839340285
1988-03-16,,4.339,5.123,6.192,,,1988-01-01,1.27,in %,4.8602745136763215
1988-03-17,,4.335,5.122,6.206,,,1988-01-01,1.27,in %,4.874098943418592
1988-03-18,,4.295,5.099,6.162,,,1988-01-01,1.27,in %,4.83065073565716
1988-03-21,,4.294,5.098,6.205,,,1988-01-01,1.27,in %,4.873111484151282
1988-03-22,,4.331,5.157,6.198,,,1988-01-01,1.27,in %,4.866199269280136
1988-03-23,,4.311,5.133,6.168,,,1988-01-01,1.27,in %,4.836575491260997
1988-03-24,,4.327,5.156,6.218,,,1988-01-01,1.27,in %,4.885948454626243
1988-03-25,,4.325,5.156,6.204,,,1988-01-01,1.27,in %,4.872124024883995
1988-03-28,,4.324,5.144,6.203,,,1988-01-01,1.27,in %,4.871136565616685
1988-03-29,,4.323,5.167,6.232,,,1988-01-01,1.27,in %,4.899772884368514
1988-03-30,,4.323,5.169,6.234,,,1988-01-01,1.27,in %,4.901747802903134
1988-03-31,,4.321,5.169,6.233,,,1988-01-01,1.27,in %,4.900760343635824
1988-04-01,,4.321,5.169,6.216,,,1988-01-01,1.27,in %,4.883973536091646
1988-04-04,,4.321,5.169,6.216,,,1988-01-01,1.27,in %,4.883973536091646
1988-04-05,,4.32,5.181,6.223,,,1988-01-01,1.27,in %,4.89088575096277
1988-04-06,,4.319,5.18,6.223,,,1988-01-01,1.27,in %,4.89088575096277
1988-04-07,,4.315,5.156,6.201,,,1988-01-01,1.27,in %,4.869161647082065
1988-04-08,,4.294,5.156,6.215,,,1988-01-01,1.27,in %,4.882986076824336
1988-04-11,,4.254,5.155,6.194,,,1988-01-01,1.27,in %,4.862249432210941
1988-04-12,,4.253,5.143,6.215,,,1988-01-01,1.27,in %,4.882986076824336
1988-04-13,,4.251,5.143,6.215,,,1988-01-01,1.27,in %,4.882986076824336
1988-04-14,,4.247,5.13,6.2,,,1988-01-01,1.27,in %,4.8681741878147555
1988-04-15,,4.246,5.142,6.193,,,1988-01-01,1.27,in %,4.861261972943631
1988-04-18,,4.265,5.154,6.2,,,1988-01-01,1.27,in %,4.8681741878147555
1988-04-19,,4.263,5.189,6.228,,,1988-01-01,1.27,in %,4.895823047299297
1988-04-20,,4.262,5.225,6.249,,,1988-01-01,1.27,in %,4.916559691912714
1988-04-21,,4.258,5.224,6.235,,,1988-01-01,1.27,in %,4.902735262170443
1988-04-22,,4.316,5.26,6.277,,,1988-01-01,1.27,in %,4.944208551397256
1988-04-25,,4.355,5.284,6.313,,,1988-01-01,1.27,in %,4.979757085020231
1988-04-26,,4.373,5.308,6.355,,,1988-01-01,1.27,in %,5.021230374247065
1988-04-27,,4.392,5.32,6.355,,,1988-01-01,1.27,in %,5.021230374247065
1988-04-28,,4.509,5.405,6.431,,,1988-01-01,1.27,in %,5.096277278562278
1988-04-29,,4.568,5.429,6.453,,,1988-01-01,1.27,in %,5.118001382442983
1988-05-02,,4.567,5.776,6.454,,,1988-01-01,1.27,in %,5.1189888417102924
1988-05-03,,4.607,5.801,6.483,,,1988-01-01,1.27,in %,5.1476251604621215
1988-05-04,,4.606,5.802,6.468,,,1988-01-01,1.27,in %,5.132813271452563
1988-05-05,,4.603,5.826,6.49,,,1988-01-01,1.27,in %,5.154537375333268
1988-05-06,,4.582,5.851,6.49,,,1988-01-01,1.27,in %,5.154537375333268
1988-05-09,,4.682,5.959,6.636,,,1988-01-01,1.27,in %,5.298706428359834
1988-05-10,,4.681,6.008,6.636,,,1988-01-01,1.27,in %,5.298706428359834
1988-05-11,,4.822,6.033,6.636,,,1988-01-01,1.27,in %,5.298706428359834
1988-05-12,,4.822,6.033,6.636,,,1988-01-01,1.27,in %,5.298706428359834
1988-05-13,,4.718,5.949,6.591,,,1988-01-01,1.27,in %,5.254270761331092
1988-05-16,,4.697,5.879,6.482,,,1988-01-01,1.27,in %,5.146637701194834
1988-05-17,,4.716,5.879,6.511,,,1988-01-01,1.27,in %,5.175274019946685
1988-05-18,,4.881,5.879,6.636,,,1988-01-01,1.27,in %,5.298706428359834
1988-05-19,,4.878,5.879,6.635,,,1988-01-01,1.27,in %,5.297718969092524
1988-05-20,,4.856,5.879,6.613,,,1988-01-01,1.27,in %,5.275994865211819
1988-05-23,,4.856,5.879,6.613,,,1988-01-01,1.27,in %,5.275994865211819
1988-05-24,,4.855,5.879,6.635,,,1988-01-01,1.27,in %,5.297718969092524
1988-05-25,,4.855,5.879,6.599,,,1988-01-01,1.27,in %,5.262170435469549
1988-05-26,,4.832,5.88,6.621,,,1988-01-01,1.27,in %,5.283894539350276
1988-05-27,,4.831,5.609,6.621,,,1988-01-01,1.27,in %,5.283894539350276
1988-05-30,,4.857,5.634,6.63,,,1988-01-01,1.27,in %,5.292781672755997
1988-05-31,,4.856,5.629,6.638,,,1988-01-01,1.27,in %,5.300681346894454
1988-06-01,,4.812,5.636,6.601,,,1988-01-01,1.27,in %,5.264145354004146
1988-06-02,,4.812,5.636,6.601,,,1988-01-01,1.27,in %,5.264145354004146
1988-06-03,,4.79,5.633,6.601,,,1988-01-01,1.27,in %,5.264145354004146
1988-06-06,,4.768,5.566,6.498,,,1988-01-01,1.27,in %,5.162437049471724
1988-06-07,,4.788,5.552,6.52,,,1988-01-01,1.27,in %,5.184161153352429
1988-06-08,,4.787,5.552,6.527,,,1988-01-01,1.27,in %,5.191073368223553
1988-06-09,,4.764,5.55,6.498,,,1988-01-01,1.27,in %,5.162437049471724
1988-06-10,,4.784,5.55,6.534,,,1988-01-01,1.27,in %,5.1979855830947
1988-06-13,,4.72,5.497,6.512,,,1988-01-01,1.27,in %,5.176261479213995
1988-06-14,,4.74,5.496,6.483,,,1988-01-01,1.27,in %,5.1476251604621215
1988-06-15,,4.715,5.47,6.472,,,1988-01-01,1.27,in %,5.13676310852178
1988-06-16,,4.714,5.47,6.615,,,1988-01-01,1.27,in %,5.277969783746417
1988-06-17,,4.714,5.47,6.615,,,1988-01-01,1.27,in %,5.277969783746417
1988-06-20,,4.97,5.691,6.66,,,1988-01-01,1.27,in %,5.322405450775158
1988-06-21,,4.97,5.625,6.623,,,1988-01-01,1.27,in %,5.285869457884873
1988-06-22,,4.969,5.651,6.652,,,1988-01-01,1.27,in %,5.314505776636702
1988-06-23,,4.946,5.637,6.593,,,1988-01-01,1.27,in %,5.256245679865712
1988-06-24,,5.01,5.636,6.682,,,1988-01-01,1.27,in %,5.344129554655885
1988-06-27,,5.009,5.732,6.749,,,1988-01-01,1.27,in %,5.410289325565332
1988-06-28,,5.009,5.729,6.66,,,1988-01-01,1.27,in %,5.322405450775158
1988-06-29,,5.008,5.725,6.667,,,1988-01-01,1.27,in %,5.329317665646305
1988-06-30,,4.984,5.803,6.682,,,1988-01-01,1.27,in %,5.344129554655885
1988-07-01,,4.984,5.831,6.627,,,1988-01-01,1.27,in %,5.28981929495409
1988-07-04,,5.158,5.816,6.613,,,1988-01-01,1.27,in %,5.275994865211819
1988-07-05,,5.202,5.816,6.606,,,1988-01-01,1.27,in %,5.269082650340673
1988-07-06,,5.201,5.788,6.591,,,1988-01-01,1.27,in %,5.254270761331092
1988-07-07,,5.2,5.842,6.612,,,1988-01-01,1.27,in %,5.27500740594451
1988-07-08,,5.311,5.869,6.634,,,1988-01-01,1.27,in %,5.2967315098252366
1988-07-11,,5.355,5.929,6.684,,,1988-01-01,1.27,in %,5.346104473190483
1988-07-12,,5.444,5.896,6.692,,,1988-01-01,1.27,in %,5.354004147328939
1988-07-13,,5.489,5.915,6.699,,,1988-01-01,1.27,in %,5.3609163622000855
1988-07-14,,5.533,5.94,6.699,,,1988-01-01,1.27,in %,5.3609163622000855
1988-07-15,,5.579,5.975,6.748,,,1988-01-01,1.27,in %,5.409301866298022
1988-07-18,,5.76,6.05,6.82,,,1988-01-01,1.27,in %,5.480398933543995
1988-07-19,,5.715,6.013,6.806,,,1988-01-01,1.27,in %,5.466574503801724
1988-07-20,,5.669,5.987,6.77,,,1988-01-01,1.27,in %,5.431025970178749
1988-07-21,,5.624,6.0,6.769,,,1988-01-01,1.27,in %,5.430038510911439
1988-07-22,,5.601,6.0,6.749,,,1988-01-01,1.27,in %,5.410289325565332
1988-07-25,,5.602,6.039,6.805,,,1988-01-01,1.27,in %,5.465587044534415
1988-07-26,,5.67,6.114,6.82,,,1988-01-01,1.27,in %,5.480398933543995
1988-07-27,,5.739,6.14,6.82,,,1988-01-01,1.27,in %,5.480398933543995
1988-07-28,,5.77,6.119,6.822,,,1988-01-01,1.27,in %,5.4823738520785925
1988-07-29,,5.77,6.119,6.808,,,1988-01-01,1.27,in %,5.468549422336322
1988-08-01,,5.816,6.119,6.793,,,1988-01-01,1.27,in %,5.4537375333267635
1988-08-02,,5.817,6.094,6.751,,,1988-01-01,1.27,in %,5.412264244099929
1988-08-03,,5.771,6.069,6.721,,,1988-01-01,1.27,in %,5.38264046608079
1988-08-04,,5.771,6.083,6.765,,,1988-01-01,1.27,in %,5.4260886738422
1988-08-05,,5.748,6.048,6.706,,,1988-01-01,1.27,in %,5.36782857707121
1988-08-08,,5.725,6.048,6.728,,,1988-01-01,1.27,in %,5.3895526809519145
1988-08-09,,5.679,6.015,6.706,,,1988-01-01,1.27,in %,5.36782857707121
1988-08-10,,5.749,6.122,6.802,,,1988-01-01,1.27,in %,5.462624666732507
1988-08-11,,5.961,6.211,6.802,,,1988-01-01,1.27,in %,5.462624666732507
1988-08-12,,5.914,6.186,6.787,,,1988-01-01,1.27,in %,5.447812777722927
1988-08-15,,5.915,6.199,6.787,,,1988-01-01,1.27,in %,5.447812777722927
1988-08-16,,5.939,6.2,6.801,,,1988-01-01,1.27,in %,5.4616372074651975
1988-08-17,,5.892,6.187,6.801,,,1988-01-01,1.27,in %,5.4616372074651975
1988-08-18,,5.94,6.201,6.823,,,1988-01-01,1.27,in %,5.4833613113459245
1988-08-19,,5.917,6.201,6.801,,,1988-01-01,1.27,in %,5.4616372074651975
1988-08-22,,5.965,6.214,6.823,,,1988-01-01,1.27,in %,5.4833613113459245
1988-08-23,,6.013,6.292,6.859,,,1988-01-01,1.27,in %,5.5189098449689
1988-08-24,,5.966,6.253,6.808,,,1988-01-01,1.27,in %,5.468549422336322
1988-08-25,,5.896,6.203,6.808,,,1988-01-01,1.27,in %,5.468549422336322
1988-08-26,,5.896,6.242,6.778,,,1988-01-01,1.27,in %,5.438925644317183
1988-08-29,,5.897,6.229,6.756,,,1988-01-01,1.27,in %,5.417201540436478
1988-08-30,,5.904,6.259,6.729,,,1988-01-01,1.27,in %,5.390540140219224
1988-08-31,,5.881,6.259,6.751,,,1988-01-01,1.27,in %,5.412264244099929
1988-09-01,,5.882,6.235,6.776,,,1988-01-01,1.27,in %,5.436950725782563
1988-09-02,,5.883,6.235,6.776,,,1988-01-01,1.27,in %,5.436950725782563
1988-09-05,,5.811,6.173,6.67,,,1988-01-01,1.27,in %,5.332280043448212
1988-09-06,,5.763,6.11,6.67,,,1988-01-01,1.27,in %,5.332280043448212
1988-09-07,,5.715,6.061,6.67,,,1988-01-01,1.27,in %,5.332280043448212
1988-09-08,,5.62,6.096,6.662,,,1988-01-01,1.27,in %,5.324380369309756
1988-09-09,,5.572,6.047,6.64,,,1988-01-01,1.27,in %,5.302656265429051
1988-09-12,,5.572,5.958,6.626,,,1988-01-01,1.27,in %,5.28883183568678
1988-09-13,,5.62,5.986,6.654,,,1988-01-01,1.27,in %,5.316480695171344
1988-09-14,,5.572,5.957,6.604,,,1988-01-01,1.27,in %,5.2671077318060755
1988-09-15,,5.596,5.985,6.618,,,1988-01-01,1.27,in %,5.280932161548324
1988-09-16,,5.572,5.984,6.61,,,1988-01-01,1.27,in %,5.273032487409912
1988-09-19,,5.572,5.998,6.589,,,1988-01-01,1.27,in %,5.252295842796495
1988-09-20,,5.572,6.027,6.603,,,1988-01-01,1.27,in %,5.266120272538766
1988-09-21,,5.548,5.984,6.581,,,1988-01-01,1.27,in %,5.244396168658039
1988-09-22,,5.548,5.955,6.545,,,1988-01-01,1.27,in %,5.208847635035063
1988-09-23,,5.548,5.954,6.559,,,1988-01-01,1.27,in %,5.222672064777334
1988-09-26,,5.549,5.968,6.581,,,1988-01-01,1.27,in %,5.244396168658039
1988-09-27,,5.598,6.011,6.609,,,1988-01-01,1.27,in %,5.272045028142602
1988-09-28,,5.598,6.025,6.609,,,1988-01-01,1.27,in %,5.272045028142602
1988-09-29,,5.598,5.995,6.587,,,1988-01-01,1.27,in %,5.250320924261898
1988-09-30,,5.574,5.981,6.558,,,1988-01-01,1.27,in %,5.221684605510024
1988-10-03,,5.654,6.006,6.526,,,1988-01-01,1.27,in %,5.190085908956266
1988-10-04,,5.676,6.016,6.547,,,1988-01-01,1.27,in %,5.210822553569661
1988-10-05,,5.676,6.003,6.554,,,1988-01-01,1.27,in %,5.217734768440807
1988-10-06,,5.678,5.999,6.546,,,1988-01-01,1.27,in %,5.209835094302373
1988-10-07,,5.616,5.998,6.532,,,1988-01-01,1.27,in %,5.196010664560102
1988-10-10,,5.575,5.935,6.454,,,1988-01-01,1.27,in %,5.1189888417102924
1988-10-11,,5.576,5.933,6.468,,,1988-01-01,1.27,in %,5.132813271452563
1988-10-12,,5.576,5.944,6.461,,,1988-01-01,1.27,in %,5.125901056581439
1988-10-13,,5.557,5.9,6.435,,,1988-01-01,1.27,in %,5.100227115631473
1988-10-14,,5.516,5.884,6.386,,,1988-01-01,1.27,in %,5.051841611533536
1988-10-17,,5.537,5.878,6.386,,,1988-01-01,1.27,in %,5.051841611533536
1988-10-18,,5.538,5.893,6.392,,,1988-01-01,1.27,in %,5.057766367137351
1988-10-19,,5.454,5.788,6.343,,,1988-01-01,1.27,in %,5.009380863039414
1988-10-20,,5.477,5.782,6.363,,,1988-01-01,1.27,in %,5.029130048385522
1988-10-21,,5.477,5.78,6.349,,,1988-01-01,1.27,in %,5.015305618643251
1988-10-24,,5.478,5.803,6.363,,,1988-01-01,1.27,in %,5.029130048385522
1988-10-25,,5.478,5.801,6.356,,,1988-01-01,1.27,in %,5.022217833514375
1988-10-26,,5.457,5.787,6.356,,,1988-01-01,1.27,in %,5.022217833514375
1988-10-27,,5.375,5.756,6.334,,,1988-01-01,1.27,in %,5.000493729633648
1988-10-28,,5.318,5.664,6.265,,,1988-01-01,1.27,in %,4.9323590401896045
1988-10-31,,5.318,5.662,6.243,,,1988-01-01,1.27,in %,4.9106349363088775
1988-11-01,,5.313,5.566,6.265,,,1988-01-01,1.27,in %,4.9323590401896045
1988-11-02,,5.248,5.566,6.264,,,1988-01-01,1.27,in %,4.931371580922295
1988-11-03,,5.247,5.565,6.271,,,1988-01-01,1.27,in %,4.938283795793441
1988-11-04,,5.247,5.54,6.241,,,1988-01-01,1.27,in %,4.90866001777428
1988-11-07,,5.332,5.594,6.328,,,1988-01-01,1.27,in %,4.994568974029834
1988-11-08,,5.332,5.6,6.334,,,1988-01-01,1.27,in %,5.000493729633648
1988-11-09,,5.267,5.551,6.305,,,1988-01-01,1.27,in %,4.971857410881819
1988-11-10,,5.331,5.574,6.341,,,1988-01-01,1.27,in %,5.007405944504795
1988-11-11,,5.418,5.623,6.368,,,1988-01-01,1.27,in %,5.034067344722026
1988-11-14,,5.395,5.635,6.361,,,1988-01-01,1.27,in %,5.027155129850902
1988-11-15,,5.373,5.634,6.361,,,1988-01-01,1.27,in %,5.027155129850902
1988-11-16,,5.373,5.634,6.361,,,1988-01-01,1.27,in %,5.027155129850902
1988-11-17,,5.373,5.658,6.381,,,1988-01-01,1.27,in %,5.046904315196987
1988-11-18,,5.373,5.657,6.374,,,1988-01-01,1.27,in %,5.039992100325863
1988-11-21,,5.372,5.633,6.345,,,1988-01-01,1.27,in %,5.011355781574012
1988-11-22,,5.35,5.657,6.352,,,1988-01-01,1.27,in %,5.018267996445158
1988-11-23,,5.35,5.669,6.359,,,1988-01-01,1.27,in %,5.025180211316305
1988-11-24,,5.327,5.668,6.351,,,1988-01-01,1.27,in %,5.017280537177848
1988-11-25,,5.327,5.692,6.358,,,1988-01-01,1.27,in %,5.024192752048973
1988-11-28,,5.459,5.832,6.436,,,1988-01-01,1.27,in %,5.1012145748987825
1988-11-29,,5.481,5.791,6.443,,,1988-01-01,1.27,in %,5.108126789769929
1988-11-30,,5.459,5.803,6.429,,,1988-01-01,1.27,in %,5.094302360027658
1988-12-01,,5.481,5.815,6.417,,,1988-01-01,1.27,in %,5.082452848820007
1988-12-02,,5.503,5.814,6.423,,,1988-01-01,1.27,in %,5.088377604423822
1988-12-05,,5.547,5.901,6.473,,,1988-01-01,1.27,in %,5.13775056778909
1988-12-06,,5.525,5.854,6.459,,,1988-01-01,1.27,in %,5.123926138046797
1988-12-07,,5.525,5.799,6.43,,,1988-01-01,1.27,in %,5.095289819294968
1988-12-08,,5.525,5.838,6.458,,,1988-01-01,1.27,in %,5.1229386787795095
1988-12-09,,5.614,5.943,6.501,,,1988-01-01,1.27,in %,5.165399427273631
1988-12-12,,5.773,6.04,6.536,,,1988-01-01,1.27,in %,5.199960501629319
1988-12-13,,5.773,6.04,6.536,,,1988-01-01,1.27,in %,5.199960501629319
1988-12-14,,5.773,6.025,6.529,,,1988-01-01,1.27,in %,5.193048286758195
1988-12-15,,5.796,6.009,6.522,,,1988-01-01,1.27,in %,5.186136071887049
1988-12-16,,5.774,5.942,6.493,,,1988-01-01,1.27,in %,5.157499753135175
1988-12-19,,5.774,5.941,6.493,,,1988-01-01,1.27,in %,5.157499753135175
1988-12-20,,5.751,5.913,6.471,,,1988-01-01,1.27,in %,5.13577564925447
1988-12-21,,5.775,5.926,6.485,,,1988-01-01,1.27,in %,5.149600078996763
1988-12-22,,5.798,5.952,6.506,,,1988-01-01,1.27,in %,5.170336723610158
1988-12-23,,5.776,5.951,6.506,,,1988-01-01,1.27,in %,5.170336723610158
1988-12-26,,5.776,5.951,6.506,,,1988-01-01,1.27,in %,5.170336723610158
1988-12-27,,5.776,5.95,6.513,,,1988-01-01,1.27,in %,5.1772489384812825
1988-12-28,,5.753,5.964,6.556,,,1988-01-01,1.27,in %,5.219709686975427
1988-12-29,,5.738,5.98,6.559,,,1988-01-01,1.27,in %,5.222672064777334
1988-12-30,,5.738,5.98,6.559,,,1988-01-01,1.27,in %,5.222672064777334
1989-01-02,,5.831,6.064,6.528,,,1989-01-01,2.78,in %,3.6466238567814724
1989-01-03,,5.878,6.085,6.564,,,1989-01-01,2.78,in %,3.6816501264837376
1989-01-04,,5.924,6.098,6.533,,,1989-01-01,2.78,in %,3.6514886164623395
1989-01-05,,5.926,6.111,6.54,,,1989-01-01,2.78,in %,3.6582992800155534
1989-01-06,,6.02,6.161,6.542,,,1989-01-01,2.78,in %,3.6602451838879224
1989-01-09,,6.044,6.212,6.545,,,1989-01-01,2.78,in %,3.6631640396964427
1989-01-10,,6.068,6.224,6.554,,,1989-01-01,2.78,in %,3.6719206071220034
1989-01-11,,6.045,6.199,6.584,,,1989-01-01,2.78,in %,3.701109165207228
1989-01-12,,6.023,6.2,6.557,,,1989-01-01,2.78,in %,3.6748394629305237
1989-01-13,,6.0,6.187,6.593,,,1989-01-01,2.78,in %,3.709865732632811
1989-01-16,,5.953,6.149,6.569,,,1989-01-01,2.78,in %,3.686514886164627
1989-01-17,,6.001,6.187,6.612,,,1989-01-01,2.78,in %,3.728351819420106
1989-01-18,,6.073,6.238,6.567,,,1989-01-01,2.78,in %,3.684568982292258
1989-01-19,,6.122,6.2,6.607,,,1989-01-01,2.78,in %,3.723487059739261
1989-01-20,,6.147,6.226,6.566,,,1989-01-01,2.78,in %,3.6835960303561066
1989-01-23,,6.148,6.264,6.566,,,1989-01-01,2.78,in %,3.6835960303561066
1989-01-24,,6.148,6.251,6.566,,,1989-01-01,2.78,in %,3.6835960303561066
1989-01-25,,6.197,6.264,6.566,,,1989-01-01,2.78,in %,3.6835960303561066
1989-01-26,,6.223,6.277,6.565,,,1989-01-01,2.78,in %,3.682623078419911
1989-01-27,,6.297,6.329,6.642,,,1989-01-01,2.78,in %,3.7575403775053307
1989-01-30,,6.402,6.397,6.567,,,1989-01-01,2.78,in %,3.684568982292258
1989-01-31,,6.452,6.385,6.567,,,1989-01-01,2.78,in %,3.684568982292258
1989-02-01,,6.527,6.527,6.676,,,1989-01-01,2.78,in %,3.790620743335271
1989-02-02,,6.53,6.502,6.676,,,1989-01-01,2.78,in %,3.790620743335271
1989-02-03,,6.556,6.515,6.676,,,1989-01-01,2.78,in %,3.790620743335271
1989-02-06,,6.582,6.594,6.676,,,1989-01-01,2.78,in %,3.790620743335271
1989-02-07,,6.583,6.594,6.725,,,1989-01-01,2.78,in %,3.838295388207813
1989-02-08,,6.609,6.607,6.718,,,1989-01-01,2.78,in %,3.831484724654599
1989-02-09,,6.588,6.621,6.717,,,1989-01-01,2.78,in %,3.8305117727184257
1989-02-10,,6.589,6.582,6.703,,,1989-01-01,2.78,in %,3.8168904456119757
1989-02-13,,6.69,6.674,6.745,,,1989-01-01,2.78,in %,3.8577544269313035
1989-02-14,,6.766,6.767,6.773,,,1989-01-01,2.78,in %,3.8849970811442036
1989-02-15,,6.818,6.808,6.759,,,1989-01-01,2.78,in %,3.8713757540377536
1989-02-16,,6.823,6.809,6.774,,,1989-01-01,2.78,in %,3.885970033080355
1989-02-17,,6.824,6.769,6.766,,,1989-01-01,2.78,in %,3.8781864175909675
1989-02-20,,6.826,6.77,6.773,,,1989-01-01,2.78,in %,3.8849970811442036
1989-02-21,,6.878,6.81,6.813,,,1989-01-01,2.78,in %,3.9239151585911625
1989-02-22,,7.032,6.917,6.88,,,1989-01-01,2.78,in %,3.989102938314848
1989-02-23,,7.063,7.013,6.946,,,1989-01-01,2.78,in %,4.05331776610236
1989-02-24,,7.039,7.0,6.937,,,1989-01-01,2.78,in %,4.044561198676777
1989-02-27,,7.051,6.992,6.955,,,1989-01-01,2.78,in %,4.062074333527921
1989-02-28,,7.053,6.938,6.929,,,1989-01-01,2.78,in %,4.03677758318739
1989-03-01,,7.003,7.016,6.929,,,1989-01-01,2.78,in %,4.03677758318739
1989-03-02,,6.983,7.015,6.953,,,1989-01-01,2.78,in %,4.060128429655574
1989-03-03,,6.856,6.895,6.898,,,1989-01-01,2.78,in %,4.006616073165992
1989-03-06,,6.781,6.824,6.833,,,1989-01-01,2.78,in %,3.943374197314653
1989-03-07,,6.782,6.776,6.825,,,1989-01-01,2.78,in %,3.9355905818252435
1989-03-08,,6.809,6.823,6.849,,,1989-01-01,2.78,in %,3.9589414282934277
1989-03-09,,6.892,6.905,6.872,,,1989-01-01,2.78,in %,3.9813193228254384
1989-03-10,,6.893,6.917,6.855,,,1989-01-01,2.78,in %,3.9647791399104904
1989-03-13,,7.025,7.012,6.931,,,1989-01-01,2.78,in %,4.038723487059737
1989-03-14,,6.923,7.0,6.938,,,1989-01-01,2.78,in %,4.0455341506129505
1989-03-15,,6.769,6.94,6.878,,,1989-01-01,2.78,in %,3.987157034442501
1989-03-16,,6.722,6.927,6.885,,,1989-01-01,2.78,in %,3.993967697995715
