"Date","Price","Open","High","Low","Vol.","Change %"
"12/31/2008","1.4133","1.4453","1.4604","1.4041","","-2.30%"
"12/30/2008","1.4465","1.4565","1.4602","1.4399","","-0.60%"
"12/29/2008","1.4553","1.4569","1.4629","1.4345","","-0.14%"
"12/26/2008","1.4574","1.4639","1.4713","1.4539","","-0.50%"
"12/25/2008","1.4647","1.4633","1.4703","1.4594","","-0.04%"
"12/24/2008","1.4653","1.4667","1.4800","1.4616","","-0.21%"
"12/23/2008","1.4684","1.4596","1.4750","1.4588","","0.58%"
"12/22/2008","1.4600","1.4643","1.4707","1.4499","","-0.54%"
"12/19/2008","1.4679","1.4588","1.4778","1.4418","","0.01%"
"12/18/2008","1.4678","1.4203","1.4784","1.4002","","2.99%"
"12/17/2008","1.4252","1.4384","1.4574","1.4176","","-0.72%"
"12/16/2008","1.4356","1.4952","1.5010","1.4310","","-4.21%"
"12/15/2008","1.4987","1.5060","1.5122","1.4813","","-0.77%"
"12/12/2008","1.5103","1.4883","1.5412","1.4841","","1.44%"
"12/11/2008","1.4889","1.5249","1.5281","1.4697","","-2.22%"
"12/10/2008","1.5227","1.5179","1.5337","1.5047","","-0.09%"
"12/09/2008","1.5240","1.5031","1.5400","1.5008","","1.72%"
"12/08/2008","1.4983","1.5425","1.5490","1.4934","","-3.01%"
"12/05/2008","1.5448","1.5504","1.5892","1.5408","","-0.40%"
"12/04/2008","1.5510","1.5423","1.5641","1.5293","","0.47%"
"12/03/2008","1.5438","1.5535","1.5636","1.5411","","-0.40%"
"12/02/2008","1.5500","1.5630","1.5789","1.5389","","-0.76%"
"12/01/2008","1.5619","1.5312","1.5700","1.5288","","2.17%"
"11/28/2008","1.5287","1.5211","1.5407","1.5129","","0.55%"
"11/27/2008","1.5204","1.5323","1.5437","1.5131","","-0.54%"
"11/26/2008","1.5287","1.5385","1.5556","1.5256","","-0.58%"
"11/25/2008","1.5376","1.5314","1.5791","1.5106","","0.27%"
"11/24/2008","1.5334","1.5810","1.6050","1.5293","","-3.60%"
"11/21/2008","1.5907","1.6388","1.6459","1.5828","","-3.09%"
"11/20/2008","1.6415","1.5689","1.6460","1.5579","","4.72%"
"11/19/2008","1.5675","1.5328","1.5717","1.5156","","2.16%"
"11/18/2008","1.5343","1.5385","1.5611","1.5198","","-0.28%"
