date,country,gdp_per_cap,log_gpc,qrtly_chng_gpc,yearly_chng_gpc,log_qrtly_chng_gpc,log_yearly_chng_gpc
1990-04-01,AUS,30116.1,10.31281519145859,,,,
1990-07-01,AUS,29848.9,10.303903267220463,-267.1999999999971,,,
1990-10-01,AUS,29938.1,10.306887195706091,89.19999999999709,,4.490881039585931,
1991-01-01,AUS,29436.1,10.289977091241425,-502.0,,,
1991-04-01,AUS,29310.0,10.285684033704937,-126.09999999999854,-806.0999999999985,,
1991-07-01,AUS,29346.6,10.286931975275024,36.599999999998545,-502.3000000000029,3.600048240407281,
1991-10-01,AUS,29295.8,10.285199440020426,-50.79999999999927,-642.2999999999993,,
1992-01-01,AUS,29418.8,10.289389204744355,123.0,-17.299999999999272,4.812184355372417,
1992-04-01,AUS,29563.1,10.294282241011414,144.29999999999927,253.09999999999854,4.97189446577982,5.533784667551073
1992-07-01,AUS,29782.5,10.301676251673516,219.40000000000146,435.90000000000146,5.390896547841137,6.07741285924435
1992-10-01,AUS,30344.7,10.320377151913622,562.2000000000007,1048.9000000000015,6.331857658472432,6.955497274967559
1993-01-01,AUS,30461.9,10.324232001391517,117.20000000000073,1043.1000000000022,4.763881877142919,6.9499523276819275
1993-04-01,AUS,30596.0,10.328624560441757,134.09999999999854,1032.9000000000015,4.898585790287622,6.9401256590125895
1993-07-01,AUS,30551.6,10.327172336387072,-44.400000000001455,769.0999999999985,,6.645221000063006
1993-10-01,AUS,31047.9,10.343286452224179,496.3000000000029,703.2000000000007,6.207180582593401,6.555641346370968
1994-01-01,AUS,31462.4,10.35654846105155,414.5,1000.5,6.02707297457535,6.908255154023788
1994-04-01,AUS,31780.0,10.366592440090708,317.59999999999854,1184.0,5.760792729372976,7.076653815443951
1994-07-01,AUS,31929.9,10.371298153853,149.90000000000146,1378.300000000003,5.009968405108562,7.228606134700395
1994-10-01,AUS,32202.6,10.379802473614385,272.6999999999971,1154.699999999997,5.608372289851532,7.051595848957808
1995-01-01,AUS,32100.0,10.376611309118108,-102.59999999999854,637.5999999999985,,6.457711127476003
1995-04-01,AUS,32143.6,10.377968642975297,43.599999999998545,363.59999999999854,3.775057150354955,5.89605436230332
1995-07-01,AUS,32760.9,10.396991010117116,617.3000000000029,831.0,6.425355129399855,6.7226297948554485
1995-10-01,AUS,32670.0,10.394212504595115,-90.90000000000146,467.40000000000146,,6.14718542210476
1996-01-01,AUS,33090.3,10.406995467057698,420.3000000000029,990.3000000000029,6.040968742011078,6.89800792752726
1996-04-01,AUS,33208.7,10.41056716876872,118.39999999999418,1065.0999999999985,4.774068722449856,6.970823970449119
1996-07-01,AUS,33375.2,10.41556838819396,166.5,614.2999999999956,5.1149953094204985,6.420483408169875
1996-10-01,AUS,33591.5,10.422028337756945,216.3000000000029,921.5,5.376666332959027,6.826002777109878
1997-01-01,AUS,33699.1,10.425226409752382,107.59999999999854,608.7999999999956,4.678420647727671,6.411489806547469
1997-04-01,AUS,34649.9,10.453050118611,950.8000000000029,1441.2000000000044,6.857303735486042,7.273231378873941
1997-07-01,AUS,34609.6,10.451886379209236,-40.30000000000291,1234.4000000000015,,7.118340301048952
1997-10-01,AUS,35041.6,10.464291206108303,432.0,1450.0999999999985,6.068425588244111,7.279387798553849
1998-01-01,AUS,35147.4,10.467305925797444,105.80000000000291,1448.300000000003,4.661550519424226,7.278145733806813
1998-04-01,AUS,35424.0,10.475144835508363,276.59999999999854,774.0999999999985,5.622572419230653,6.651701064210666
1998-07-01,AUS,35996.8,10.491185324598506,572.8000000000029,1387.2000000000044,6.350536615646441,7.235042606026281
1998-10-01,AUS,36467.1,10.504165763229478,470.29999999999563,1425.5,6.153370788950993,7.2622779083527265
1999-01-01,AUS,36608.1,10.508024806379096,141.0,1460.699999999997,4.948759890378168,7.286671051856763
1999-04-01,AUS,36652.5,10.50923691781242,44.400000000001455,1228.5,3.7932394694382117,7.1135491919612335
1999-07-01,AUS,36961.9,10.517642931360736,309.40000000000146,965.0999999999985,5.734634938138971,6.872231722913089
1999-10-01,AUS,37488.6,10.531792165741136,526.6999999999971,1021.5,6.266631126489338,6.929027414257677
2000-01-01,AUS,37508.1,10.532312188633862,19.5,900.0,2.970414465569701,6.802394763324311
2000-04-01,AUS,37770.9,10.539294243857876,262.8000000000029,1118.4000000000015,5.5713932866104665,7.019654371479547
2000-07-01,AUS,37749.2,10.538719562399637,-21.700000000004366,787.2999999999956,,6.668609370190416
2000-10-01,AUS,37504.8,10.532224203767202,-244.39999999999418,16.200000000004366,,2.7850112422386077
2001-01-01,AUS,37722.5,10.538012012387806,217.6999999999971,214.40000000000146,5.383117968240488,5.367843429196654
2001-04-01,AUS,37946.5,10.543932551956674,224.0,175.59999999999854,5.4116460518550396,5.168208681201008
2001-07-01,AUS,38261.7,10.552204674835155,315.1999999999971,512.5,5.753207357983714,6.239300711012564
2001-10-01,AUS,38622.2,10.561582519662997,360.5,1117.3999999999942,5.887491956725004,7.018759837025043
2002-01-01,AUS,38774.8,10.565525830068832,152.60000000000582,1052.300000000003,5.027820118850395,6.958733523746769
2002-04-01,AUS,39373.0,10.580835581187099,598.1999999999971,1426.5,6.393925146195842,7.262979170653555
2002-07-01,AUS,39363.0,10.580581567773825,-10.0,1101.300000000003,,7.004246579170901
2002-10-01,AUS,39572.2,10.585882130508983,209.1999999999971,950.0,5.343290732190754,6.856461984594587
2003-01-01,AUS,39499.4,10.584040760900429,-72.79999999999563,724.5999999999985,,6.585619778460975
2003-04-01,AUS,39587.4,10.586266164793816,88.0,214.40000000000146,4.477336814478207,5.367843429196654
2003-07-01,AUS,40142.2,10.600183429019816,554.7999999999956,779.1999999999971,6.318607688440669,6.658267752328322
2003-10-01,AUS,40734.9,10.614840497850357,592.7000000000044,1162.7000000000044,6.3846883687938,7.058500165674566
2004-01-01,AUS,40896.6,10.618802208991086,161.6999999999971,1397.199999999997,5.085742766583043,7.2422255129326745
2004-04-01,AUS,41104.2,10.623865585044328,207.59999999999854,1516.7999999999956,5.335613151291726,7.324358131500754
2004-07-01,AUS,41275.7,10.628029228063054,171.5,1133.5,5.144583266605995,7.033065469947584
