"Date","Price","Open","High","Low","Vol.","Change %"
"12/31/1993","96.84","96.67","96.85","96.55","","0.14%"
"12/30/1993","96.70","96.37","96.79","96.22","","0.26%"
"12/29/1993","96.45","95.18","96.52","95.16","","1.38%"
"12/28/1993","95.14","95.27","95.32","95.06","","-0.10%"
"12/27/1993","95.24","94.99","95.37","94.96","","0.59%"
"12/24/1993","94.68","95.15","95.23","94.67","","0.00%"
"12/23/1993","94.68","95.15","95.23","94.67","","-0.48%"
"12/22/1993","95.14","95.58","95.67","95.10","","-0.54%"
"12/21/1993","95.66","95.74","95.78","95.47","","-0.07%"
"12/20/1993","95.73","95.72","96.01","95.68","","-0.01%"
"12/17/1993","95.74","95.59","95.74","95.45","","0.07%"
"12/16/1993","95.67","96.03","96.10","95.50","","-0.32%"
"12/15/1993","95.98","95.80","96.09","95.76","","0.18%"
"12/14/1993","95.81","95.51","95.88","95.40","","0.31%"
"12/13/1993","95.51","95.05","95.56","94.88","","0.48%"
"12/10/1993","95.05","95.20","95.29","94.90","","-0.26%"
"12/09/1993","95.30","95.29","95.44","95.16","","0.15%"
"12/08/1993","95.16","95.13","95.51","95.02","","0.05%"
"12/07/1993","95.11","94.97","95.25","94.90","","0.14%"
"12/06/1993","94.98","96.01","96.04","94.94","","-1.14%"
"12/03/1993","96.08","96.48","96.48","96.03","","-0.37%"
"12/02/1993","96.44","96.47","96.53","96.27","","-0.03%"
"12/01/1993","96.47","96.21","96.50","96.08","","0.27%"
"11/30/1993","96.21","95.92","96.37","95.84","","0.27%"
"11/29/1993","95.95","96.05","96.28","95.86","","-0.07%"
"11/26/1993","96.02","95.89","96.11","95.76","","0.44%"
"11/25/1993","95.60","95.65","95.72","95.35","","0.00%"
"11/24/1993","95.60","95.65","95.72","95.35","","-0.08%"
"11/23/1993","95.68","95.76","96.15","95.44","","-0.10%"
"11/22/1993","95.78","96.03","96.20","95.56","","-0.25%"
"11/19/1993","96.02","95.70","96.20","95.67","","0.34%"
"11/18/1993","95.69","95.30","95.78","95.25","","0.53%"
"11/17/1993","95.19","95.34","95.64","95.11","","-0.07%"
"11/16/1993","95.26","95.00","95.49","94.89","","0.33%"
"11/15/1993","94.95","94.61","95.10","94.47","","0.48%"
"11/12/1993","94.50","95.01","95.33","94.41","","-0.51%"
"11/11/1993","94.98","94.84","95.07","94.75","","0.09%"
"11/10/1993","94.89","95.14","95.28","94.81","","-0.22%"
"11/09/1993","95.10","94.61","95.36","94.53","","0.53%"
"11/08/1993","94.60","94.86","94.90","94.44","","-0.30%"
"11/05/1993","94.88","95.12","95.42","94.76","","-0.26%"
"11/04/1993","95.13","94.96","95.27","94.77","","0.13%"
"11/03/1993","95.01","95.43","95.49","94.88","","-0.45%"
"11/02/1993","95.44","95.34","95.54","94.93","","0.17%"
"11/01/1993","95.28","95.19","95.47","95.09","","0.21%"
"10/29/1993","95.08","94.48","95.10","94.38","","0.64%"
