Date,1yr,2yr,5yr,10yr,20yr,30yr,In ECB 3dWindow,In ECB 5dWindow,In ECB 7dWindow,In Fed 3dWindow,In Fed 5dWindow,In Fed 7dWindow,10yr Change,ECB 10yr - 3dWindow Change,ECB 10yr - 5dWindow Change,ECB 10yr - 7dWindow Change,ECB 10yr - Outside 3dWindow Change,ECB 10yr - Outside 5dWindow Change,ECB 10yr - Outside 7dWindow Change,Fed 10yr - 3dWindow Change,Fed 10yr - 5dWindow Change,Fed 10yr - 7dWindow Change,Fed 10yr - Outside 3dWindow Change,Fed 10yr - Outside 5dWindow Change,Fed 10yr - Outside 7dWindow Change,US10y,US10y Change,Price,Open,High,Low,Vol.,Change %,Spread,country,gdp_per_cap,log_gpc,qrtly_chng_gpc,yearly_chng_gpc,log_qrtly_chng_gpc,log_yearly_chng_gpc,vix,dxy
2003-08-12,2.166,2.494,3.304,4.076,4.696,4.825,False,False,False,1,True,True,-0.0070000000000005,0.0,0.0,0.0,-0.0070000000000005,-0.0070000000000005,-0.0070000000000005,-0.0070000000000005,-0.0070000000000005,-0.0070000000000005,0.0,0.0,0.0,4.7396,0.0015999999999998,"0,8866","0,8800",0.8867,0.8787,,"0,75%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,16.54,96.150002
2003-08-13,2.179,2.553,3.41,4.18,4.79,4.917,False,False,False,1,True,True,0.104,0.0,0.0,0.0,0.104,0.104,0.104,0.104,0.104,0.104,0.0,0.0,0.0,4.9552,0.2155999999999993,"0,8833","0,8866",0.8913,0.8821,,"-0,37%",0.88585145763381,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.77,96.18
2003-08-14,2.21,2.635,3.522,4.219,4.838,4.945,False,False,False,0,True,True,0.0390000000000005,0.0,0.0,0.0,0.0390000000000005,0.0390000000000005,0.0390000000000005,0.0,0.0390000000000005,0.0390000000000005,0.0390000000000005,0.0,0.0,4.9343,-0.0208999999999992,"0,8862","0,8834",0.8908,0.8814,,"0,33%",0.24328065551423003,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.47,96.68
2003-08-15,2.165,2.537,3.423,4.162,4.757,4.878,False,False,False,0,False,True,-0.0570000000000003,0.0,0.0,0.0,-0.0570000000000003,-0.0570000000000003,-0.0570000000000003,0.0,0.0,-0.0570000000000003,-0.0570000000000003,-0.0570000000000003,0.0,4.9353,0.0009999999999994,"0,8881","0,8864",0.8896,0.8854,,"0,21%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.27,96.650002
2003-08-18,2.194,2.561,3.422,4.158,4.743,4.858,False,False,False,0,False,False,-0.0039999999999995,0.0,0.0,0.0,-0.0039999999999995,-0.0039999999999995,-0.0039999999999995,0.0,0.0,0.0,-0.0039999999999995,-0.0039999999999995,-0.0039999999999995,4.8677,-0.0675999999999996,"0,8970","0,8878",0.899,0.8871,,"1,00%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.18,97.349998
2003-08-19,2.191,2.55,3.4,4.137,4.691,4.809,False,False,False,0,False,False,-0.0210000000000007,0.0,0.0,0.0,-0.0210000000000007,-0.0210000000000007,-0.0210000000000007,0.0,0.0,0.0,-0.0210000000000007,-0.0210000000000007,-0.0210000000000007,4.75,-0.1177000000000001,"0,8975","0,8969",0.9047,0.8965,,"0,06%",0.47982022518092,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,17.86,97.309998
2003-08-20,2.193,2.587,3.445,4.178,4.75,4.866,False,False,False,0,False,False,0.0410000000000003,0.0,0.0,0.0,0.0410000000000003,0.0410000000000003,0.0410000000000003,0.0,0.0,0.0,0.0410000000000003,0.0410000000000003,0.0410000000000003,4.8226,0.0726000000000004,"0,8996","0,8971",0.9025,0.8968,,"0,23%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,17.82,97.370003
2003-08-21,2.225,2.634,3.513,4.205,4.789,4.896,False,False,False,0,False,False,0.0270000000000001,0.0,0.0,0.0,0.0270000000000001,0.0270000000000001,0.0270000000000001,0.0,0.0,0.0,0.0270000000000001,0.0270000000000001,0.0270000000000001,4.8992,0.0766,"0,9154","0,8993",0.9181,0.899,,"1,76%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,17.84,98.610001
2003-08-22,2.209,2.618,3.475,4.184,4.748,4.864,False,False,False,0,False,False,-0.0209999999999999,0.0,0.0,0.0,-0.0209999999999999,-0.0209999999999999,-0.0209999999999999,0.0,0.0,0.0,-0.0209999999999999,-0.0209999999999999,-0.0209999999999999,4.8454,-0.0538000000000007,"0,9185","0,9151",0.923,0.9132,,"0,34%",0.54420055658931,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.55,98.830002
2003-08-25,2.198,2.604,3.473,4.185,4.764,4.876,False,False,False,0,False,False,0.0009999999999994,0.0,0.0,0.0,0.0009999999999994,0.0009999999999994,0.0009999999999994,0.0,0.0,0.0,0.0009999999999994,0.0009999999999994,0.0009999999999994,4.8959,0.0505000000000004,"0,9206","0,9197",0.9219,0.9152,,"0,23%",0.22538493072048,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,19.53,98.830002
2003-08-26,2.207,2.596,3.449,4.172,4.748,4.844,False,False,False,0,False,False,-0.0129999999999999,0.0,0.0,0.0,-0.0129999999999999,-0.0129999999999999,-0.0129999999999999,0.0,0.0,0.0,-0.0129999999999999,-0.0129999999999999,-0.0129999999999999,4.8671,-0.0288000000000003,"0,9212","0,9207",0.9268,0.9163,,"0,07%",0.29861741349269,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,19.49,98.760002
2003-08-27,2.233,2.611,3.484,4.206,4.796,4.909,False,False,False,0,False,False,0.0340000000000006,0.0,0.0,0.0,0.0340000000000006,0.0340000000000006,0.0340000000000006,0.0,0.0,0.0,0.0340000000000006,0.0340000000000006,0.0340000000000006,4.9052,0.0381,"0,9191","0,9202",0.923,0.9143,,"-0,23%",0.48907711942962,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,19.13,98.860001
2003-08-28,2.197,2.606,3.45,4.175,4.753,4.852,False,False,False,0,False,False,-0.0310000000000005,0.0,0.0,0.0,-0.0310000000000005,-0.0310000000000005,-0.0310000000000005,0.0,0.0,0.0,-0.0310000000000005,-0.0310000000000005,-0.0310000000000005,4.781,-0.1242,"0,9187","0,9193",0.9251,0.9159,,"-0,04%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.48,98.830002
2003-08-29,2.206,2.571,3.434,4.188,4.75,4.861,False,False,False,0,False,False,0.0129999999999999,0.0,0.0,0.0,0.0129999999999999,0.0129999999999999,0.0129999999999999,0.0,0.0,0.0,0.0129999999999999,0.0129999999999999,0.0129999999999999,4.8099,0.0289000000000001,"0,9107","0,9186",0.92,0.9087,,"-0,87%",0.003652750088078708,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.63,98.099998
2003-09-01,2.226,2.631,3.506,4.223,4.821,4.919,False,False,True,0,False,False,0.0350000000000001,0.0,0.0,0.0350000000000001,0.0350000000000001,0.0350000000000001,0.0,0.0,0.0,0.0,0.0350000000000001,0.0350000000000001,0.0350000000000001,,,"0,9118","0,9100",0.913,0.9074,,"0,12%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,24.25,98.0
2003-09-02,2.257,2.755,3.675,4.356,4.943,5.034,False,True,True,0,False,False,0.133,0.0,0.133,0.133,0.133,0.0,0.0,0.0,0.0,0.0,0.133,0.133,0.133,4.9778,,"0,9251","0,9117",0.9255,0.9116,,"1,46%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,,98.949997
2003-09-03,2.262,2.735,3.656,4.377,4.938,5.026,True,True,True,0,False,False,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.0209999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0209999999999999,0.0209999999999999,0.0209999999999999,4.9754,-0.0024000000000006,"0,9219","0,9252",0.9292,0.9195,,"-0,35%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,,98.709999
2003-09-04,2.225,2.653,3.595,4.348,4.898,4.988,True,True,True,0,False,False,-0.0289999999999999,-0.0289999999999999,-0.0289999999999999,-0.0289999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.0289999999999999,-0.0289999999999999,-0.0289999999999999,4.885,-0.0903999999999998,"0,9137","0,9223",0.9253,0.913,,"-0,89%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,27.11,98.199997
2003-09-05,2.189,2.542,3.518,4.31,4.881,4.977,True,True,True,0,False,False,-0.0380000000000002,-0.0380000000000002,-0.0380000000000002,-0.0380000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0380000000000002,-0.0380000000000002,-0.0380000000000002,4.7145,-0.1704999999999996,"0,9003","0,9137",0.9163,0.8974,,"-1,47%",0.005748055469305221,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,19.69,97.089996
2003-09-08,2.164,2.49,3.448,4.273,4.855,4.963,False,False,False,0,False,False,-0.0369999999999999,0.0,0.0,0.0,-0.0369999999999999,-0.0369999999999999,-0.0369999999999999,0.0,0.0,0.0,-0.0369999999999999,-0.0369999999999999,-0.0369999999999999,4.7614,0.0468999999999999,"0,9030","0,9033",0.9036,0.9027,,"0,30%",0.007160918083639104,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,,97.160004
2003-09-09,2.184,2.526,3.482,4.301,4.889,5.0,False,False,False,0,False,False,0.0280000000000004,0.0,0.0,0.0,0.0280000000000004,0.0280000000000004,0.0280000000000004,0.0,0.0,0.0,0.0280000000000004,0.0280000000000004,0.0280000000000004,4.7281,-0.0332999999999996,"0,8906","0,9033",0.9044,0.8894,,"-1,37%",0.41021709590789,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.85,96.440002
2003-09-10,2.165,2.499,3.429,4.259,4.841,4.951,False,False,False,0,False,False,-0.0419999999999998,0.0,0.0,0.0,-0.0419999999999998,-0.0419999999999998,-0.0419999999999998,0.0,0.0,0.0,-0.0419999999999998,-0.0419999999999998,-0.0419999999999998,4.6236,-0.1045000000000007,"0,8919","0,8905",0.8963,0.8894,,"0,15%",0.5805368359769301,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.82,96.5
2003-09-11,2.174,2.547,3.48,4.273,4.868,4.98,False,False,False,0,False,False,0.0139999999999993,0.0,0.0,0.0,0.0139999999999993,0.0139999999999993,0.0139999999999993,0.0,0.0,0.0,0.0139999999999993,0.0139999999999993,0.0139999999999993,4.6869,0.0632999999999999,"0,8921","0,8924",0.8966,0.8866,,"0,02%",0.7967911346751899,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,,96.559998
2003-09-12,2.144,2.441,3.338,4.153,4.765,4.882,False,False,False,0,False,False,-0.1200000000000001,0.0,0.0,0.0,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.0,0.0,0.0,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,4.6244,-0.0625,"0,8857","0,8924",0.8982,0.8827,,"-0,72%",0.25885850603384003,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,17.63,96.010002
2003-09-15,2.157,2.459,3.369,4.173,4.791,4.911,False,False,False,1,True,True,0.0200000000000004,0.0,0.0,0.0,0.0200000000000004,0.0200000000000004,0.0200000000000004,0.0200000000000004,0.0200000000000004,0.0200000000000004,0.0,0.0,0.0,4.629,0.0045999999999999,"0,8859","0,8870",0.8894,0.8839,,"0,02%",0.29842090014960004,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,19.28,95.980003
2003-09-16,2.16,2.466,3.391,4.196,4.834,4.953,False,False,False,1,True,True,0.0229999999999996,0.0,0.0,0.0,0.0229999999999996,0.0229999999999996,0.0229999999999996,0.0229999999999996,0.0229999999999996,0.0229999999999996,0.0,0.0,0.0,4.6452,0.0162000000000004,"0,8946","0,8860",0.8965,0.8832,,"0,98%",1.0982902201057199,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.03,96.669998
2003-09-17,2.146,2.42,3.336,4.176,4.807,4.93,False,False,False,1,True,True,-0.0199999999999995,0.0,0.0,0.0,-0.0199999999999995,-0.0199999999999995,-0.0199999999999995,-0.0199999999999995,-0.0199999999999995,-0.0199999999999995,0.0,0.0,0.0,4.533,-0.1121999999999996,"0,8860","0,8949",0.8981,0.8846,,"-0,96%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,18.15,95.739998
2003-09-18,2.132,2.433,3.356,4.183,4.812,4.938,False,False,False,0,True,True,0.0069999999999996,0.0,0.0,0.0,0.0069999999999996,0.0069999999999996,0.0069999999999996,0.0,0.0069999999999996,0.0069999999999996,0.0069999999999996,0.0,0.0,4.53,-0.0030000000000001,"0,8892","0,8859",0.8907,0.8807,,"0,36%",0.79440142586067,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,17.57,95.949997
2003-09-19,2.129,2.411,3.323,4.158,4.785,4.903,False,False,False,0,False,True,-0.0249999999999994,0.0,0.0,0.0,-0.0249999999999994,-0.0249999999999994,-0.0249999999999994,0.0,0.0,-0.0249999999999994,-0.0249999999999994,-0.0249999999999994,0.0,4.5135,-0.0165000000000006,"0,8786","0,8890",0.8899,0.8783,,"-1,19%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,17.54,94.959999
2003-09-22,2.077,2.356,3.249,4.115,4.746,4.86,False,False,False,0,False,False,-0.0430000000000001,0.0,0.0,0.0,-0.0430000000000001,-0.0430000000000001,-0.0430000000000001,0.0,0.0,0.0,-0.0430000000000001,-0.0430000000000001,-0.0430000000000001,4.6007,0.0872000000000001,"0,8722","0,8734",0.8761,0.8691,,"-0,73%",0.26876576115847,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,19.65,93.849998
2003-09-23,2.084,2.338,3.247,4.101,4.732,4.863,False,False,False,0,False,False,-0.0140000000000002,0.0,0.0,0.0,-0.0140000000000002,-0.0140000000000002,-0.0140000000000002,0.0,0.0,0.0,-0.0140000000000002,-0.0140000000000002,-0.0140000000000002,4.5686,-0.0320999999999997,"0,8737","0,8721",0.8742,0.8671,,"0,17%",0.36709871377735004,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,19.47,93.989998
2003-09-24,2.067,2.316,3.204,4.105,4.745,4.86,False,False,False,0,False,False,0.0040000000000004,0.0,0.0,0.0,0.0040000000000004,0.0040000000000004,0.0040000000000004,0.0,0.0,0.0,0.0040000000000004,0.0040000000000004,0.0040000000000004,4.487,-0.0815999999999999,"0,8697","0,8743",0.8752,0.869,,"-0,46%",0.08607948268339,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,21.22,93.699997
2003-09-25,2.065,2.31,3.214,4.087,4.774,4.899,False,False,False,0,False,False,-0.0180000000000006,0.0,0.0,0.0,-0.0180000000000006,-0.0180000000000006,-0.0180000000000006,0.0,0.0,0.0,-0.0180000000000006,-0.0180000000000006,-0.0180000000000006,4.4472,-0.0398000000000005,"0,8706","0,8702",0.873,0.8666,,"0,10%",0.12738876211973,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,22.26,93.760002
2003-09-26,2.049,2.346,3.158,4.032,4.724,4.85,False,False,False,0,False,False,-0.0549999999999997,0.0,0.0,0.0,-0.0549999999999997,-0.0549999999999997,-0.0549999999999997,0.0,0.0,0.0,-0.0549999999999997,-0.0549999999999997,-0.0549999999999997,4.3598,-0.0873999999999997,"0,8720","0,8709",0.8742,0.8693,,"0,16%",0.20143537333779,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,22.23,93.870003
2003-09-29,2.034,2.341,3.163,4.047,4.713,4.842,False,False,True,0,False,False,0.0149999999999996,0.0,0.0,0.0149999999999996,0.0149999999999996,0.0149999999999996,0.0,0.0,0.0,0.0,0.0149999999999996,0.0149999999999996,0.0149999999999996,4.4122,0.0524000000000004,"0,8626","0,8724",0.8776,0.8615,,"-1,08%",0.0,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,21.67,93.080002
2003-09-30,2.043,2.298,3.108,4.004,4.698,4.824,False,True,True,0,False,False,-0.0430000000000001,0.0,-0.0430000000000001,-0.0430000000000001,-0.0430000000000001,0.0,0.0,0.0,0.0,0.0,-0.0430000000000001,-0.0430000000000001,-0.0430000000000001,4.2798,-0.1324000000000005,"0,8577","0,8621",0.864,0.8517,,"-0,57%",0.48265678634613,DEU,41579.4,10.63536013129346,385.5,-223.59999999999852,5.954541193003384,4.868303385518448,22.72,92.849998
2003-10-01,2.021,2.308,3.113,4.0,4.71,4.833,True,True,True,0,False,False,-0.0039999999999995,-0.0039999999999995,-0.0039999999999995,-0.0039999999999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039999999999995,-0.0039999999999995,-0.0039999999999995,4.2829,0.0030999999999998,"0,8536","0,8574",0.8589,0.8522,,"-0,48%",0.33545208356966,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,24.32,92.389999
2003-10-02,2.067,2.414,3.246,4.11,4.792,4.916,True,True,True,0,False,False,0.1100000000000003,0.1100000000000003,0.1100000000000003,0.1100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.1100000000000003,0.1100000000000003,0.1100000000000003,4.3599,0.0769999999999999,"0,8552","0,8523",0.8577,0.8495,,"0,19%",0.0,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,33.99,92.419998
2003-10-03,2.172,2.585,3.432,4.218,4.88,4.979,True,True,True,0,False,False,0.1079999999999996,0.1079999999999996,0.1079999999999996,0.1079999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.1079999999999996,0.1079999999999996,0.1079999999999996,4.5525,0.1926000000000005,"0,8637","0,8557",0.8657,0.8529,,"0,99%",0.0027802799237164797,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,33.31,93.230003
2003-10-06,2.098,2.579,3.356,4.173,4.802,4.915,False,False,False,0,False,False,-0.0449999999999999,0.0,0.0,0.0,-0.0449999999999999,-0.0449999999999999,-0.0449999999999999,0.0,0.0,0.0,-0.0449999999999999,-0.0449999999999999,-0.0449999999999999,4.5055,-0.0470000000000006,"0,8536","0,8533",0.8537,0.8532,,"-1,17%",0.004142230041640676,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,20.64,92.410004
2003-10-07,2.12,2.51,3.37,4.197,4.828,4.942,False,False,False,0,False,False,0.024,0.0,0.0,0.0,0.024,0.024,0.024,0.0,0.0,0.0,0.024,0.024,0.024,4.6082,0.1027000000000004,"0,8492","0,8533",0.8548,0.8463,,"-0,52%",0.0,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,19.19,91.889999
2003-10-08,2.098,2.499,3.35,4.199,4.829,4.931,False,False,False,0,False,False,0.0019999999999997,0.0,0.0,0.0,0.0019999999999997,0.0019999999999997,0.0019999999999997,0.0,0.0,0.0,0.0019999999999997,0.0019999999999997,0.0019999999999997,4.6092,0.0010000000000003,"0,8464","0,8493",0.8499,0.8442,,"-0,33%",0.34133564326791,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,,91.730003
2003-10-09,2.146,2.574,3.446,4.253,4.871,4.98,False,False,False,0,False,False,0.0540000000000002,0.0,0.0,0.0,0.0540000000000002,0.0540000000000002,0.0540000000000002,0.0,0.0,0.0,0.0540000000000002,0.0540000000000002,0.0540000000000002,4.6617,0.0524999999999993,"0,8515","0,8459",0.8558,0.8428,,"0,60%",1.18254988739305,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,20.01,91.989998
2003-10-10,2.13,2.588,3.451,4.202,4.835,4.952,False,False,False,0,False,False,-0.0510000000000001,0.0,0.0,0.0,-0.0510000000000001,-0.0510000000000001,-0.0510000000000001,0.0,0.0,0.0,-0.0510000000000001,-0.0510000000000001,-0.0510000000000001,4.6147,-0.0469999999999997,"0,8475","0,8513",0.8548,0.8436,,"-0,47%",0.55718739966276,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,18.45,91.519997
2003-10-13,2.14,2.579,3.538,4.278,4.884,4.992,False,False,False,0,False,False,0.0759999999999996,0.0,0.0,0.0,0.0759999999999996,0.0759999999999996,0.0759999999999996,0.0,0.0,0.0,0.0759999999999996,0.0759999999999996,0.0759999999999996,,,"0,8538","0,8465",0.8582,0.846,,"0,74%",0.29585670941335,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.55,91.889999
2003-10-14,2.137,2.591,3.531,4.282,4.883,4.987,False,False,False,0,False,False,0.0040000000000004,0.0,0.0,0.0,0.0040000000000004,0.0040000000000004,0.0040000000000004,0.0,0.0,0.0,0.0040000000000004,0.0040000000000004,0.0040000000000004,4.7153,,"0,8518","0,8535",0.8633,0.8496,,"-0,23%",1.38425154433601,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.37,91.830002
2003-10-15,2.167,,3.62,4.339,4.931,5.046,False,False,False,0,False,False,0.0570000000000003,0.0,0.0,0.0,0.0570000000000003,0.0570000000000003,0.0570000000000003,0.0,0.0,0.0,0.0570000000000003,0.0570000000000003,0.0570000000000003,4.7606,0.0453000000000001,"0,8600","0,8518",0.863,0.8504,,"0,96%",0.55071065663449,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.69,92.419998
2003-10-16,2.19,2.697,3.654,4.326,4.946,5.053,False,False,False,0,False,False,-0.0130000000000007,0.0,0.0,0.0,-0.0130000000000007,-0.0130000000000007,-0.0130000000000007,0.0,0.0,0.0,-0.0130000000000007,-0.0130000000000007,-0.0130000000000007,4.809,0.0484,"0,8624","0,8606",0.8644,0.8546,,"0,28%",0.83205126262254,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.19,92.610001
2003-10-17,2.2,2.701,3.616,4.323,4.889,4.993,False,False,False,0,False,False,-0.0029999999999992,0.0,0.0,0.0,-0.0029999999999992,-0.0029999999999992,-0.0029999999999992,0.0,0.0,0.0,-0.0029999999999992,-0.0029999999999992,-0.0029999999999992,4.7417,-0.0673000000000003,"0,8559","0,8621",0.866,0.8555,,"-0,75%",0.2561150325011,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.62,92.290001
2003-10-20,2.185,2.695,3.605,4.306,4.877,4.969,False,False,False,0,False,False,-0.0170000000000003,0.0,0.0,0.0,-0.0170000000000003,-0.0170000000000003,-0.0170000000000003,0.0,0.0,0.0,-0.0170000000000003,-0.0170000000000003,-0.0170000000000003,4.7307,-0.0110000000000001,"0,8598","0,8537",0.8619,0.8534,,"0,46%",0.60233362630413,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.04,92.43
2003-10-21,2.169,2.633,3.551,4.267,4.835,4.946,False,False,False,0,False,False,-0.0389999999999997,0.0,0.0,0.0,-0.0389999999999997,-0.0389999999999997,-0.0389999999999997,0.0,0.0,0.0,-0.0389999999999997,-0.0389999999999997,-0.0389999999999997,4.7051,-0.0255999999999998,"0,8568","0,8598",0.8609,0.8545,,"-0,35%",0.0,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,16.55,92.370003
2003-10-22,2.16,2.621,3.533,4.242,4.825,4.935,False,False,False,0,False,False,-0.0250000000000003,0.0,0.0,0.0,-0.0250000000000003,-0.0250000000000003,-0.0250000000000003,0.0,0.0,0.0,-0.0250000000000003,-0.0250000000000003,-0.0250000000000003,4.6049,-0.1002,"0,8468","0,8567",0.8583,0.8452,,"-1,17%",0.07331702285161,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.67,91.269997
2003-10-23,2.183,2.645,3.596,4.271,4.902,5.001,False,False,False,0,False,False,0.0289999999999999,0.0,0.0,0.0,0.0289999999999999,0.0289999999999999,0.0289999999999999,0.0,0.0,0.0,0.0289999999999999,0.0289999999999999,0.0289999999999999,4.6637,0.0588000000000006,"0,8458","0,8475",0.8478,0.8452,,"-0,12%",0.12982662809471998,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.68,91.510002
2003-10-24,2.152,2.645,3.54,4.258,4.845,4.948,False,False,False,0,False,False,-0.0129999999999999,0.0,0.0,0.0,-0.0129999999999999,-0.0129999999999999,-0.0129999999999999,0.0,0.0,0.0,-0.0129999999999999,-0.0129999999999999,-0.0129999999999999,4.5487,-0.1150000000000002,"0,8487","0,8475",0.8504,0.8432,,"0,34%",0.0,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,17.71,91.279999
2003-10-27,2.171,2.669,3.585,4.285,4.871,4.968,False,False,False,1,True,True,0.0270000000000001,0.0,0.0,0.0,0.0270000000000001,0.0270000000000001,0.0270000000000001,0.0270000000000001,0.0270000000000001,0.0270000000000001,0.0,0.0,0.0,4.6075,0.0587999999999997,"0,8511","0,8490",0.8532,0.8483,,"0,28%",0.0,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,18.05,91.610001
2003-10-28,2.188,2.689,3.623,4.307,4.904,4.999,False,False,False,1,True,True,0.0220000000000002,0.0,0.0,0.0,0.0220000000000002,0.0220000000000002,0.0220000000000002,0.0220000000000002,0.0220000000000002,0.0220000000000002,0.0,0.0,0.0,4.5358,-0.0716999999999998,"0,8572","0,8511",0.8578,0.8508,,"0,72%",0.40370961362635,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,16.82,91.860001
2003-10-29,2.207,2.676,3.596,4.31,4.913,5.011,False,False,False,1,True,True,0.0029999999999992,0.0,0.0,0.0,0.0029999999999992,0.0029999999999992,0.0029999999999992,0.0029999999999992,0.0029999999999992,0.0029999999999992,0.0,0.0,0.0,4.6209,0.0850999999999997,"0,8573","0,8570",0.8576,0.8529,,"0,01%",0.28095583888119,DEU,41641.1,10.636842939286804,61.69999999999709,-50.900000000001455,4.122283930911295,4.868303385518448,16.43,91.860001
