Date,2yr,5yr,10yr,20yr,In SNB 3dWindow,In SNB 5dWindow,In SNB 7dWindow,In Fed 3dWindow,In Fed 5dWindow,In Fed 7dWindow,10yr Change,US10yr,US10yr Change,SNB 10yr - 3dWindow Change,SNB 10yr - 5dWindow Change,SNB 10yr - 7dWindow Change,SNB 10yr - Outside 3dWindow Change,SNB 10yr - Outside 5dWindow Change,SNB 10yr - Outside 7dWindow Change,Fed 10yr - 3dWindow Change,Fed 10yr - 5dWindow Change,Fed 10yr - 7dWindow Change,Fed 10yr - Outside 3dWindow Change,Fed 10yr - Outside 5dWindow Change,Fed 10yr - Outside 7dWindow Change,Price,Open,High,Low,Vol.,Change %,Spread,country,gdp_per_cap,log_gpc,qrtly_chng_gpc,yearly_chng_gpc,log_qrtly_chng_gpc,log_yearly_chng_gpc,vix,dxy
1997-01-15,1.983,2.963,4.065,5.025,False,False,False,0,False,False,0.0,6.5413,0.0095999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3712,1.3745,1.3811,1.3673,,-0.19%,0.63273675866893,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.4,89.910004
1997-01-16,1.983,2.963,4.065,5.025,False,False,False,0,False,False,0.0,6.588,0.0467000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3767,1.3695,1.3794,1.3688,,0.40%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.61,90.099998
1997-01-17,1.983,2.963,4.065,5.025,False,False,False,0,False,False,0.0,6.5709,-0.0171000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399,1.376,1.4005,1.3755,,1.62%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,18.63,90.860001
1997-01-20,1.998,2.893,4.023,4.924,False,False,False,0,False,False,-0.0420000000000007,,,0.0,0.0,0.0,-0.0420000000000007,-0.0420000000000007,-0.0420000000000007,0.0,0.0,0.0,-0.0420000000000007,-0.0420000000000007,-0.0420000000000007,1.4165,1.399,1.421,1.397,,1.25%,0.49685913033428003,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,18.6,91.550003
1997-01-21,1.998,2.893,4.023,4.924,False,False,False,0,False,False,0.0,6.5249,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.419,1.4165,1.421,1.4088,,0.18%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,17.81,91.620003
1997-01-22,1.998,2.893,4.023,4.924,False,False,False,0,False,False,0.0,6.5695,0.0445999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4295,1.4195,1.4365,1.4168,,0.74%,0.77590728529893,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,17.09,92.470001
1997-01-23,1.998,2.893,4.023,4.924,False,False,False,0,False,False,0.0,6.5982,0.0287000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4165,1.429,1.4328,1.4135,,-0.91%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,18.47,92.559998
1997-01-24,1.998,2.893,4.023,4.924,False,False,False,0,False,False,0.0,6.6481,0.0499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4057,1.413,1.4221,1.4019,,-0.76%,0.2752893101939,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.33,92.120003
1997-01-27,1.965,2.921,4.008,4.727,False,False,False,0,False,False,-0.0149999999999996,6.6956,0.0474999999999994,0.0,0.0,0.0,-0.0149999999999996,-0.0149999999999996,-0.0149999999999996,0.0,0.0,0.0,-0.0149999999999996,-0.0149999999999996,-0.0149999999999996,1.43,1.4075,1.4322,1.4075,,1.73%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.16,92.769997
1997-01-28,1.965,2.921,4.008,4.727,False,False,False,0,False,False,0.0,6.6526,-0.0430000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,1.43,1.4375,1.4243,,-0.21%,0.14271599606961,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.74,93.160004
1997-01-29,1.965,2.921,4.008,4.727,False,False,False,0,False,False,0.0,6.6389,-0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,1.4265,1.4345,1.4138,,0.00%,0.66230915865387,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.23,93.019997
1997-01-30,1.965,2.921,4.008,4.727,False,False,False,0,False,False,0.0,6.619,-0.0198999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4235,1.426,1.4303,1.417,,-0.25%,0.45095565524819003,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.47,92.830002
1997-01-31,1.98,2.922,3.959,4.75,False,False,False,0,False,False,-0.0489999999999999,6.5303,-0.0886999999999993,0.0,0.0,0.0,-0.0489999999999999,-0.0489999999999999,-0.0489999999999999,0.0,0.0,0.0,-0.0489999999999999,-0.0489999999999999,-0.0489999999999999,1.4238,1.4235,1.4282,1.412,,0.02%,0.31784349236357,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.82,93.040001
1997-02-03,1.958,2.913,3.936,4.681,False,False,False,0,True,True,-0.0230000000000001,6.4787,-0.0516000000000005,0.0,0.0,0.0,-0.0230000000000001,-0.0230000000000001,-0.0230000000000001,0.0,-0.0230000000000001,-0.0230000000000001,-0.0230000000000001,0.0,0.0,1.4188,1.4235,1.4318,1.4174,,-0.35%,0.49229140101374996,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,,93.089996
1997-02-04,1.958,2.913,3.936,4.681,False,False,False,1,True,True,0.0,6.461,-0.0176999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.426,1.418,1.4283,1.4153,,0.51%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.3,93.239998
1997-02-05,1.958,2.913,3.936,4.681,False,False,False,1,True,True,0.0,6.4916,0.0305999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.424,1.429,1.4345,1.422,,-0.14%,0.40379690349346004,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,17.51,93.32
1997-02-06,1.958,2.913,3.936,4.681,False,False,False,1,True,True,0.0,6.498,0.0064000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4268,1.4235,1.4308,1.421,,0.20%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.85,93.470001
1997-02-07,1.958,2.913,3.936,4.681,False,False,False,0,True,True,0.0,6.4494,-0.0486000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4275,1.4263,1.4465,1.4245,,0.05%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.7,93.68
1997-02-10,1.882,2.789,3.835,4.463,False,False,False,0,False,False,-0.1009999999999999,6.4378,-0.0115999999999996,0.0,0.0,0.0,-0.1009999999999999,-0.1009999999999999,-0.1009999999999999,0.0,0.0,0.0,-0.1009999999999999,-0.1009999999999999,-0.1009999999999999,1.426,1.4145,1.4306,1.4145,,-0.11%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,22.27,93.519997
1997-02-11,1.882,2.789,3.835,4.463,False,False,False,0,False,False,0.0,6.4384,0.0005999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.438,1.4265,1.4396,1.424,,0.84%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,,94.25
1997-02-12,1.882,2.789,3.835,4.463,False,False,False,0,False,False,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4526,1.4372,1.4528,1.4329,,1.02%,0.11687447205514,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,25.66,94.709999
1997-02-13,1.882,2.789,3.835,4.463,False,False,False,0,False,False,0.0,6.3605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4547,1.454,1.4567,1.4424,,0.14%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.23,94.800003
1997-02-14,1.882,2.789,3.835,4.463,False,False,False,0,False,False,0.0,6.3045,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.464,1.4538,1.4665,1.4538,,0.64%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.18,94.910004
1997-02-17,1.846,2.651,3.604,4.374,False,False,False,0,False,False,-0.2309999999999998,,,0.0,0.0,0.0,-0.2309999999999998,-0.2309999999999998,-0.2309999999999998,0.0,0.0,0.0,-0.2309999999999998,-0.2309999999999998,-0.2309999999999998,1.481,1.466,1.483,1.466,,1.16%,0.9903796141438201,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,,95.239998
1997-02-18,1.846,2.651,3.604,4.374,False,False,False,0,False,False,0.0,6.3216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4703,1.484,1.4859,1.4663,,-0.72%,1.10465976005057,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.7,95.089996
1997-02-19,1.846,2.651,3.604,4.374,False,False,False,0,False,False,0.0,6.3432,0.0216000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4851,1.471,1.4909,1.4658,,1.01%,0.67451126853897,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.61,95.529999
1997-02-20,1.846,2.651,3.604,4.374,False,False,False,0,False,False,0.0,6.4218,0.0785999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4745,1.4853,1.4878,1.4728,,-0.71%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.41,94.910004
1997-02-21,1.846,2.651,3.604,4.374,False,False,False,0,False,False,0.0,6.4035,-0.0182999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4715,1.4744,1.4782,1.4635,,-0.20%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.55,95.040001
1997-02-24,1.813,2.634,3.624,4.44,False,False,False,0,False,False,0.02,6.4331,0.0295999999999994,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.02,0.02,1.4575,1.4685,1.4697,1.4516,,-0.95%,0.5092366538541201,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.84,94.290001
1997-02-25,1.813,2.634,3.624,4.44,False,False,False,0,False,False,0.0,6.4349,0.0018000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461,1.456,1.466,1.455,,0.24%,0.33517805251658,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.98,94.260002
1997-02-26,1.813,2.634,3.624,4.44,False,False,False,0,False,False,0.0,6.5939,0.1589999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4795,1.4603,1.484,1.455,,1.27%,0.46631084447089,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.74,94.940002
1997-02-27,1.813,2.634,3.624,4.44,False,False,False,0,False,False,0.0,6.6045,0.0106000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4735,1.4795,1.4827,1.4695,,-0.41%,0.61052270040344,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.08,94.870003
1997-02-28,1.726,2.501,3.517,4.441,False,False,False,0,False,False,-0.1070000000000002,6.5932,-0.0112999999999994,0.0,0.0,0.0,-0.1070000000000002,-0.1070000000000002,-0.1070000000000002,0.0,0.0,0.0,-0.1070000000000002,-0.1070000000000002,-0.1070000000000002,1.4783,1.472,1.4806,1.47,,0.33%,0.4206196717397,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.1,94.889999
1997-03-03,1.717,2.492,3.539,4.426,False,False,False,0,False,False,0.0220000000000002,6.6218,0.0285999999999999,0.0,0.0,0.0,0.0220000000000002,0.0220000000000002,0.0220000000000002,0.0,0.0,0.0,0.0220000000000002,0.0220000000000002,0.0220000000000002,1.478,1.48,1.482,1.472,,-0.02%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.89,95.389999
1997-03-04,1.717,2.492,3.539,4.426,False,False,False,0,False,False,0.0,6.6515,0.0297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.487,1.478,1.489,1.4755,,0.61%,0.5964833903983401,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.19,96.080002
1997-03-05,1.717,2.492,3.539,4.426,False,False,False,0,False,False,0.0,6.6493,-0.0022000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.482,1.486,1.488,1.4774,,-0.34%,0.46016410993934,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,,95.919998
1997-03-06,1.717,2.492,3.539,4.426,False,False,False,0,False,False,0.0,6.683,0.0336999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4815,1.481,1.4927,1.478,,-0.03%,0.16994121223012998,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.01,95.900002
1997-03-07,1.717,2.492,3.539,4.426,False,False,False,0,False,False,0.0,6.625,-0.0579999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4798,1.48,1.4863,1.4755,,-0.11%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,17.82,96.120003
1997-03-10,1.797,2.613,3.616,4.46,False,False,False,0,False,False,0.0769999999999999,6.6267,0.0016999999999995,0.0,0.0,0.0,0.0769999999999999,0.0769999999999999,0.0769999999999999,0.0,0.0,0.0,0.0769999999999999,0.0769999999999999,0.0769999999999999,1.4716,1.4785,1.4798,1.4698,,-0.55%,0.32657780528077995,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.54,95.580002
1997-03-11,1.797,2.613,3.616,4.46,False,False,False,0,False,False,0.0,6.6374,0.0107000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.471,1.4708,1.4775,1.468,,-0.04%,0.26201222871864,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,32.09,95.669998
1997-03-12,1.797,2.613,3.616,4.46,False,False,False,0,False,False,0.0,6.6674,0.0299999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.455,1.4723,1.4793,1.452,,-1.09%,0.30562455312316,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,23.92,95.419998
1997-03-13,1.797,2.613,3.616,4.46,False,False,False,0,False,False,0.0,6.7789,0.1115000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4645,1.4542,1.4675,1.447,,0.65%,0.54111269908463,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.79,96.019997
1997-03-14,1.797,2.613,3.616,4.46,False,False,False,0,False,False,0.0,6.7584,-0.0205000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456,1.466,1.4693,1.454,,-0.58%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.81,95.580002
1997-03-17,1.823,2.638,3.71,4.624,False,False,False,0,False,False,0.0939999999999998,6.769,0.0106000000000001,0.0,0.0,0.0,0.0939999999999998,0.0939999999999998,0.0939999999999998,0.0,0.0,0.0,0.0939999999999998,0.0939999999999998,0.0939999999999998,1.4602,1.455,1.4611,1.45,,0.29%,0.36599854417695,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.95,95.68
1997-03-18,1.823,2.638,3.71,4.624,False,False,False,0,False,False,0.0,6.7701,0.0011000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4395,1.4605,1.4627,1.436,,-1.42%,0.30426977704006003,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.26,94.980003
1997-03-19,1.823,2.638,3.71,4.624,False,False,False,0,False,False,0.0,6.7897,0.0195999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4425,1.439,1.448,1.438,,0.21%,0.29957265124446,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.74,95.199997
1997-03-20,1.823,2.638,3.71,4.624,False,False,False,0,False,False,0.0,6.7772,-0.0125000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.453,1.443,1.455,1.428,,0.73%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,21.22,95.699997
1997-03-21,1.823,2.638,3.71,4.624,False,False,False,0,False,False,0.0,6.7768,-0.0003999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.457,1.453,1.4627,1.4482,,0.28%,0.09718829833093,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.69,95.279999
1997-03-24,1.907,2.845,3.901,4.592,False,False,False,1,True,True,0.1909999999999998,6.7548,-0.0219999999999993,0.0,0.0,0.0,0.1909999999999998,0.1909999999999998,0.1909999999999998,0.1909999999999998,0.1909999999999998,0.1909999999999998,0.0,0.0,0.0,1.4583,1.4571,1.465,1.4554,,0.09%,0.42865551475645,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.06,95.25
1997-03-25,1.907,2.845,3.901,4.592,False,False,False,1,True,True,0.0,6.7661,0.0112999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4655,1.4588,1.4705,1.454,,0.49%,0.35370880235198,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,19.26,95.480003
1997-03-26,1.907,2.845,3.901,4.592,False,False,False,1,True,True,0.0,6.8216,0.0555000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.463,1.465,1.4705,1.4618,,-0.17%,0.0,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,18.32,95.330002
1997-03-27,1.907,2.845,3.901,4.592,False,False,False,0,True,True,0.0,6.9417,0.1200999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.446,1.461,1.4626,1.4455,,-1.16%,0.22354684387645,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,20.5,94.690002
1997-03-28,1.907,2.845,3.901,4.592,False,False,False,0,False,True,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4512,1.449,1.4537,1.4468,,0.36%,0.16317557296534,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,,94.690002
1997-03-31,1.953,2.811,3.853,4.793,False,False,False,0,False,False,-0.0479999999999996,6.9575,,0.0,0.0,0.0,-0.0479999999999996,-0.0479999999999996,-0.0479999999999996,0.0,0.0,0.0,-0.0479999999999996,-0.0479999999999996,-0.0479999999999996,1.4485,1.449,1.4535,1.434,,-0.19%,0.70650768467542,CHE,52575.3,10.870001706688717,553.5,429.8000000000029,6.316261752148692,6.063319984208417,22.14,94.720001
1997-04-01,1.953,2.811,3.853,4.793,False,False,False,0,False,False,0.0,6.9397,-0.0177999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4415,1.448,1.449,1.4355,,-0.48%,0.82044166467731,CHE,52639.8,10.871227766599883,64.5,748.5,4.166665223801727,6.618071203859683,,94.089996
1997-04-02,1.953,2.811,3.853,4.793,False,False,False,0,False,False,0.0,6.9179,-0.0217999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443,1.442,1.448,1.4355,,0.10%,0.33568075637415,CHE,52639.8,10.871227766599883,64.5,748.5,4.166665223801727,6.618071203859683,19.43,94.75
1997-04-03,1.953,2.811,3.853,4.793,False,False,False,0,False,False,0.0,6.9115,-0.0064000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4345,1.4433,1.4465,1.426,,-0.59%,0.67963973916749,CHE,52639.8,10.871227766599883,64.5,748.5,4.166665223801727,6.618071203859683,20.62,94.300003
1997-04-04,1.953,2.811,3.853,4.793,False,False,False,0,False,False,0.0,6.9661,0.0545999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4425,1.434,1.4435,1.43,,0.56%,0.0,CHE,52639.8,10.871227766599883,64.5,748.5,4.166665223801727,6.618071203859683,19.23,95.120003
